post,tema,topic
 zauzima gb nekako deluje takvu igru,tehnologija,NA
dajte stariju dve godine prcacina rpg,tehnologija,NA
 qsoekvo ,tehnologija,NA
a imal avantura foru princa persije,tehnologija,NA
jebacu skini darksiderse ,tehnologija,NA
 radeta lacković kekeke,tehnologija,NA
neam ja madinu nove nadrkane igre,tehnologija,NA
ondak skini prvidio meuan,tehnologija,NA
 kreno skidam darksajders al težak gb dobar torent jebežga skidam fejbl,tehnologija,NA
brate mislis state of decay najbolja igra zombijima sigurno nisi igrao last of us tlou najbolja igra poslednjih nekoliko godina steta pc presao ps svakako d najbolji ai ellie ikada uradjen igri grafika okruzenje cutscene misije prica jebote prica gameplay jezivo videcemo ce naughty uradi izbaci sledeci deo uncharted ceka d nabavim ps lol,tehnologija,NA
 ja igram splinter cell blacklist reci prijatno iznenadjen igra odlicna posebno igrate ghost panther sunjanje non stop podize tenziju zanimljivije a klasicno napucavanje d,tehnologija,NA
far cry cod black ops wolfenstein najnoviji stari wolfenstein veoma prijatno iznenadio uvijek rado vraćam igri,tehnologija,NA
wolfenstain return kesl klasik mož dan igra komotno,tehnologija,NA
 trip d koko doro izgleda zombijima jeste istrošena tema izgleda najbolja igra fazon nakon gomile igara zombijima pojavile proteklih godina deluje ni izgleda lose rpg zombijima griješiš ja procitah of decay hitting pc today ,tehnologija,NA
brate mislis state of decay najbolja igra zombijima sigurno nisi igrao last of us tlou najbolja igra poslednjih nekoliko godina steta pc presao ps svakako d najbolji ai ellie ikada uradjen igri grafika okruzenje cutscene misije prica jebote prica gameplay jezivo videcemo ce naughty uradi izbaci sledeci deo uncharted ceka d nabavim ps lol mislio računar nemam nove konzole,tehnologija,NA
ah ok zaista dobre zombi igre pc barem ja secam,tehnologija,NA
 ti filmovi igrice picke materine temu zombija go retardirane amerikance popeli tim,tehnologija,NA
yeahbatch ti filmovi igrice picke materine temu zombija go retardirane amerikance popeli tim ja mislio skoro jedna igra soni trojku zove d lest of as igrao gledao ceo gejmplej pocetka kraja jutjubu nekih ak delova mnogi tvrde jedna najboљih igara ikada ja boљu pricu video igra ojebala dteta konzolade usta bogata,tehnologija,NA
 ti filmovi igrice picke materine temu zombija go retardirane amerikance popeli tim amin,tehnologija,NA
skinuh knights of honor al ja nemam pojma igram počo napravio čudo vojnike pogledam golde pošto smanjuje a ide politiku rokanje pravljenje zgrada vojske sviđa sklapanje alijansi paktova ostalog tolko dokon zajebavam tim sviđa fora age of empires age of mythology starcraft total war istu foru koh,tehnologija,NA
resident evil ps jebali kevu tiče igrica zombijima,tehnologija,NA
peki napisao nekoliko postova iznad d,tehnologija,NA
mortal kombat,tehnologija,NA
 segi,tehnologija,NA
 keva,tehnologija,NA
ja skinuo fifu ful anlokd verziju krek fali krek hehe,tehnologija,NA
gledao ja klipove lik prelazi last of us igra super ai najveće ikad nivao komandosa stojiš pred takva sranja,tehnologija,NA
izašao total war rome torrentu skine gledam kritike kažu ispod nivou shoguna rome prvog dela jes hardverski zahtevna tehničkih minusa igrao edit gameplay deluje ,tehnologija,NA
rome izgleda dosta bagovit kazu ispravice pecevima ja cu verovatno skinem predstojeci vikend a cace slusao razumeo iako stojis ispred mislis clickere slepi videti im glava skroz obolela oslanjaju culo sluha znaci postoje stvarnosti mogli druga prica runnerima rekoh najboljih ai a igri video ellie a igrao igru zasto d,tehnologija,NA
ja skino stronghold dvojku krusejder igro odavno al smor d dvojka bolja po tom pitanju,tehnologija,NA
brate pričam jebenim klikerima ljudima čučiš iza nekog stola a eli jebena stoji sred sobe protrčava lik slep očiju vidi stojiš pored šanse vidi,tehnologija,NA
a jebiga pravu tražid dlaku jajetu d,tehnologija,NA
 brate starije lošije igre imale bolji ai ,tehnologija,NA
pazi slažem tobom jesu mrљe ostalo toj igri cisto zlato ,tehnologija,NA
 igra otežaju srede ai super ovako previše kežjual a igrao easy,tehnologija,NA
skinuo mount bladewarband igra ,tehnologija,NA
hocu igram medal of honor onlinee l trebam krekujem normalno odmah krekujem nekim krekom multiplayer nasao prvo normalno ovajblage veze neam,tehnologija,NA
e cace pravu tice eli ai nju ni bitno primete primecuju mrdnes d e expert modu kazu igra preteska prvo nemas vision secam zove a zombiji opasniji nemas ni aim lock znas nisanis dzojstikom jebena stvar,tehnologija,NA
company of heroes prvi dio add onovima auh tačno obradovao dan vidio stari cd zabačen tamne kutke komode izlazi cod ghosts,tehnologija,NA
fejbl kec totalno,tehnologija,NA
cod izlazi svake godine negde pred kraj oktobra pocetak novembra deo negde novembar siguran tacno a mrzi trazim ,tehnologija,NA
 najbolja pucacina prvom licu tice stealth misijasad igram sniper ghost warriorjebem im mamariceskinuo sniper elite deoa hocu igram black ops torrent nece skine,tehnologija,NA
 l prvom deus ex human revolution tice stealth a,tehnologija,NA
 prvom licu hitmene splinter cell thief saboteur velvet assassin ,tehnologija,NA
 moraali najzanimljivije prvommeni barsto tice trecegima nekakako besevaljda future soldiertako nestodeluje interesantno,tehnologija,NA
fallout najbolja igra ikada,tehnologija,NA
dobar bač fable budi zao ti rogovu izrastu ,tehnologija,NA
oću pikam gears of war burazerom lanu piratski ofc izvodljivo pokušao skidam bzvz pikamo piratski left dead lanu tražio po netu al pominje jebeni steam,tehnologija,NA
hamachi skini probaj ja igrao menadžera ortacima,tehnologija,NA
 eddie deus ex jeste prvog lica secam ti krijes lice prebaceno trece d a tice stealtha recimo splinter cell novi tps jebiga,tehnologija,NA
 ld pika ajde hoćete možemo skinemo igramo,tehnologija,NA
 čega ,tehnologija,NA
 skine serverom sranjima ld,tehnologija,NA
 igrao dovoljno,tehnologija,NA
 ja mislio skoro jedna igra soni trojku zove d lest of as igrao gledao ceo gejmplej pocetka kraja jutjubu nekih ak delova mnogi tvrde jedna najboљih igara ikada ja boљu pricu video igra ojebala dteta konzolade usta bogata ladno ja uradio konzole a stradno zanimala prica a dobra prica dobra igra propustio dosta odluka dobru pricu fazon mas efekt vicer dragon ejč,tehnologija,NA
 starija pricom odlukama gothic gledanje igranje ,tehnologija,NA
ja gledam gta gledo lest of as senc rou a nikakko konzolu muka laptop igrat,tehnologija,NA
 igra propustio dosta odluka dobru pricu fazon mas efekt vicer dragon ejč deus ex folaut,tehnologija,NA
 starija pricom odlukama gothic gothic kida definitivno boljih rpgova,tehnologija,NA
gotik mami htedoh skinem ranije zadto vade preporuke dakle,tehnologija,NA
javi mićko utiscima,tehnologija,NA
gotik mami htedoh skinem ranije zadto vade preporuke dakle gothic dobar nagradjuje istrazivanje mape solidnu pricu dobre sporedne misije negativna strana borbeni sistem vecina neprijatelja grupama znaci svodi ubi jednog daljine bezi ojacas a ojacas orkovima frka budes igrao obavezno instaliraj ekspanziju dvojku gothic bolju grafiku vecu mapu uzivanje gledati lepo konstruisani gradovi izgledaju zivo ljudi konstantno rade kvestovi igri svode ubij vukova donesi biljaka e muzika dobra hoces noviju igru fazonu gothic a odigraj risen ,tehnologija,NA
 javim piratska verzija gears of war kec ofc pika lan co op palamuda hamačija hostuje jednog džoinuje drugog kompa mejn meniju znao a dopadla mu igrica oće pika ortakom co op opušteno ,tehnologija,NA
ladno radi fala domi,tehnologija,NA
el igra novi total war izmenjali ovoliko pohvatam nalazi im pas mater,tehnologija,NA
igram ja,tehnologija,NA
 vojska pravi gradovima generala ja debil,tehnologija,NA
imad ogranicen broj generala armija možed pomerad po mapi a vojska pravi iskљucivo gradovima možed unajmid plaćenike dosta skupљi održavaњe,tehnologija,NA
ček ja uzeo generala on izašo ispred grada ja odem recruit unit dodao komada kolko turn sledećem turn general jebeni vojske,tehnologija,NA
gothic trilogija četvorka piranha pravila nju računam obavezno štivo ozbiljnog rpg era gothic omiljeni deo kec kida trojka dosta drukčija svoj šmek volim delovi povezani najbitniji likovi pojavljuju svakom nastavku omiljeni naravno gorn priča odlična čovek uživi muzika fenomenalna a obzirom prva dva dela nastala očekivati grafika priča gejmplej ubrzo nadomeste,tehnologija,NA
sutra usa izlazi nba k istog dana moći skinuti igrati,tehnologija,NA
pojavice veceras verovatno,tehnologija,NA
 omiljeni naravno gorn e gorne gorn profilne slike og dela gothic a posto igrao cetvorku a vidim grafika izgleda gothic ,tehnologija,NA
bioshock skinuo igrica mlogo,tehnologija,NA
izašo nba k gb krekovan,tehnologija,NA
reloaded ja vidim giga de nađe ,tehnologija,NA
blackbox repack ekipa spakuje igricu krekovana zauzima manje a nikakvih gubitaka ja stalno skidam njihove stvari oćeš link poslaću ti pvt,tehnologija,NA
 ce krek fifu,tehnologija,NA
 krekuju krekuju pes ,tehnologija,NA
 pes igrao svidja ,tehnologija,NA
izasao too kay,tehnologija,NA
 upravo odigro trening campopet menjali alej up blesaveima fora dupli pas držiš pas pustiš ti vrati loptudriblinzi ostali višemanje isti,tehnologija,NA
 skinuo gledam tpb liceri ubijaju edit jesi biro bruklin ,tehnologija,NA
daj jbte ja skidam sati skinuo popizdeo promenio link program sporo ide podeli brzo skinuo,tehnologija,NA
dudane nekih promena majplejer pitaњu ja skidam neću naigrati petka čojstik servisu ,tehnologija,NA
spec ops line odlična pucačina psiho triler nekim trenucima samog kraja drži neizvesnost a završetak totalni mindfuck am alive mazohistička postapokaliptična survival drama jakim živcima total overdose vole maxa paynea gta xiii rađeno po francuskom stripu odlična priča dejvid duhovni glavni protagonista daje glas glavnom liku area pucačina vanzemaljcima odlično odrađena ponovo dejvid duhovni davalc glasa glavnom liku,tehnologija,NA
jbte podelite skidate ja poroditi dođe kraja dušane ti skinuo uopšte skinuo igru,tehnologija,NA
 k reloadedhtml imad skini torent budi strpљiv pocetku idlo sporo ide maksimalnom brzinom,tehnologija,NA
 početku sata laptop uključen ovog usranog nba juče podne skinuo celih ,tehnologija,NA
majplejer isti prvo jedna utakmica intervjui draft provirone ukucaj gugl partis slovenački sajt a mož skidrow peki postavio neću reklamiram sajt pomisliće ljudi plaćaju reklamiram edit eo jedva ušo net vukajliju jedva učitava ,tehnologija,NA
inače rejting nekih igrača jevrolige đedović serem ti nba njuška igri savan bjelica hriapa teo krle bo rašić gist ,tehnologija,NA
hriapa ,tehnologija,NA
aha on dijamantidisisto najbolji evroligaških igrača,tehnologija,NA
šteta onog bosanca sone reklame onako izrazito bosanske njuške uzo asocijaciji ,tehnologija,NA
 makaronac voleo štimeta timu ,tehnologija,NA
san trenera ,tehnologija,NA
rađeno po francuskom stripu odlična priča dejvid duhovni glavni protagonista daje glas glavnom liku odlicna igra znao molder dao glas,tehnologija,NA
 sider ličera piči nba k punom brzinom lololo torent,tehnologija,NA
bf beta izasla juce reci uzasno laguje igra gotivna skroz,tehnologija,NA
 keygen generator k,tehnologija,NA
 ti softver generisanje generatora serijskih kodova nba,tehnologija,NA
 misliš ulaziš igruza leka najbrži ti način staviš rođen odma iizbaci ,tehnologija,NA
aman keygen generator postoji tj valjda postoji a hoću nabavim raditi all star weekend kurcobolije generator serijskog ključa nekim navlakušama koštaju fake,tehnologija,NA
 probo fajk youtubu stvari vezano krekove kejgenove fejkza nbak tražio kejgen šurnejst sajtova našao budeš sreće nađeš javi,tehnologija,NA
e gorne gorn profilne slike og dela gothic a posto igrao cetvorku a vidim grafika izgleda gothic jeste četvorke ,tehnologija,NA
naucite skidate torente jbt preporucujem limbo zalepljenost stolicu kraja zagarantovana,tehnologija,NA
 pomogne nađem mod medieval total war raška,tehnologija,NA
katića,tehnologija,NA
skinuo dark souls kažu ljudi najtežih rpg ikada izgleda smorio očajne kontrole igra port igram xbox džojpedom,tehnologija,NA
skinuo dark souls izgleda rpg rekao hack slash nekog razloga zamalo napisem hek end ses valjda pod utiskom svakodnevnog slusanja ljudi forsiraju ses cigu al igrao prebrodis krizu kontrolama javi kakva igra zanima klanje pricu dijaloge,tehnologija,NA
 jeste hek end ses elementima rpg a onako gotivan probao odustao prvo uključio tastatura miš klasika odustao roku odmah moraš dosta koristiš izbegavanje uz kombinaciju kontrole kamere pegle mišem rigidnosti wasd kombinacije prezajebano uključio džojstik džojped onako osrednji analog prepoznao skinuo zajebanciju registruje namesti xbox kontroler pokrenuo tim igru a bajndovi gori namestim normalno naviknem koristim desni stik kameru r tabanje otvorim inventar jednostavno prepozna komandu rešio jebavam tim pokušavam nađem drugo pikam inače po uvodu reklo priču ti servira kašičicu krenuo kraha mojih avantura nekih minuta igre jebade kontrola naleteo ni jednog npc a eto nekog mog utiska voljan nameštaš izgleda dobra igra dosta hvaljena izazovna lepo izgleda al džabe inače obrnuo večeras jednu relativno kratku horortriler indi rusku igru koko hipsterski zvuči klip savetujem gledate spojlera preporuke stvarno dobra priča grafika pogotovo uzme obzir radio lik fazon ,tehnologija,NA
inače obrnuo večeras jednu relativno kratku horortriler indi rusku igru koko hipsterski zvuči klip savetujem gledate spojlera preporuke stvarno dobra priča grafika pogotovo uzme obzir radio lik fazon e cuo igru meseci hteo igram zaboravio moracu probam ovih dana igra rpg dobra strategija nadjem valja obrnuo zivo mrtvo,tehnologija,NA
e cuo igru meseci hteo igram zaboravio moracu probam ovih dana probaj ti oduzeti sat po sigurno a najverovatnije manje stvarno vredi igra rpg dobra strategija nadjem valja obrnuo zivo mrtvo ja al slaba vajda,tehnologija,NA
 wolf among us igra napravili tj prave telltale games kompanija pravila walking dead igru napravljena istu foru walking dead avantura kojoj odluke uticaja izasla prva epizoda svidja sama ideja genijalna uzeli najpoznatije likove prica bajki ubacili menhetn njujorku glavni lik vuk najpoznatijih prica vuk spominje formi coveka ulogu serifa gradu jedina stvar svidela ovoj prvoj epizodi veci akcenat akciji njihovoj prethodnoj igri igrao walking dead sobzirom dosta stvari resi dijalogom cenim ja izabrao takav put pri prvom igranju svakom slucaju svidela igra definitivno valja probati najbolje sacekati ostale epizode izadju odigrala kompletna prica odjednom edit dodam im serem nacin izbacivanja epizode po sat po gejmpleja svakih meseci,tehnologija,NA
 izlazila skoro igra tipa menadzerisanja pocinjes nule razvijas firmu pravis grad,tehnologija,NA
 game dev tycoon kreces godina pravis razne igrice stices popularnost prelazis novije kancelarije pocetku kreces garaze dosta mogucnosti a razvijas game engine,tehnologija,NA
 zanima papeta upišem,tehnologija,NA
laki skinuo nervira fazon izlaženja igrao hektora tri epizode doduše ubijalo pojam prekine zalaufam priča deluje interesantno dobra im ideja,tehnologija,NA
prštanje volf among as dočekati epizode npr hbo napravio seriju ovoga zacementirao ispred kompa odgledam epizode,tehnologija,NA
prštanje volf amon as dočekati epizode razbija ja sinoc krenuo snimio gameplay kog mrzi nek isprati ,tehnologija,NA
fino zvučiš ti spava ,tehnologija,NA
ma grlo zeza trenutno glas dublji inace,tehnologija,NA
ste izvalili ovom novom rome total war krene video slave uprising glavni rob stefan babović ti život im pobune prolaze im prolaze uostalom robovi vođu biraju stefana babovića inače odličan novi rome nekih bagova al tolko strašno javljaju stalno,tehnologija,NA
dajte rpg a skyrim ac batman,tehnologija,NA
fallout ,tehnologija,NA
 vampyre masquerade piše ,tehnologija,NA
vampire masqueradebloodlines,tehnologija,NA
fo igrao a dajte novije igara ovi vampiri bajati previše fazon skyrima npr ovako ,tehnologija,NA
 l igrao dragon ejdž inače dva puta prešao volf among as oduševljen krenuo igram voking ded celu sezonu isti fazon prekratim vreme sledeće epizode gorenavedenog odlična teltejl gejms jebu,tehnologija,NA
provirone probas kingdoms of amalur,tehnologija,NA
brate novi angry birds carting jebeeeee mario cart ste voleli kresha volecete imate hiljadu dinara date,tehnologija,NA
igrao nekoliko godina ovu igricu setim zove skijanje pitanju bile divizije napreduje kupuje bolja oprema pisite skijaske igrice naleti edit alpine ski racing uklapa opis skinem,tehnologija,NA
igram baldurs gateenhanced edition losa igra smara svih igara tog tipa prica takva ides koljes likove rade nekoga rade nekoga velika hijerarhija neprijateljskog reda prethodnog boss a secas nakon ubijes narednog prica takvih igara ostane secanju,tehnologija,NA
sutra izlazi arkham origins svim platformama,tehnologija,NA
izašao reloaded batmana,tehnologija,NA
 potpuno neocekivano znao ni planu dobar barem prosla dela ja presrecan,tehnologija,NA
 oće mu metnem najboљi torent svih probo,tehnologija,NA
 prc brže ide al duplo teži jebiga,tehnologija,NA
 vredi ponovo igram mass effect a tri dana prešao imal tom rangu,tehnologija,NA
skinuo sins of a solar empire deluje kul mass effect strategije svemir listu igara gledam tipa top sci fi top svih vremena top strategija nekoj listi nađe soase rekoh daj vidim,tehnologija,NA
ja igrao ranije delovalo glupo obrisao dana valja dead space ,tehnologija,NA
origins bolesna igra skinuo trećinu gb gledam gameplay borbe bosovima urađene naročito deathstrokeom onoga video,tehnologija,NA
 spojlujem sami početak premotajte gledajte epic ,tehnologija,NA
izašlo komp konačno ,tehnologija,NA
jebeni narutardi,tehnologija,NA
 fali izgleda gotivno igra ionako premalo tabačina kompu,tehnologija,NA
ma beži tiče tepačina trenutno najbolja pc konkurencije mortal kombat ,tehnologija,NA
 igrao red orchestra stavio skida izgleda lose,tehnologija,NA
dzabe skidas multiplayer igra doduse nekih botova,tehnologija,NA
fsmilos ja igrao ranije delovalo glupo obrisao dana valja dead space ja kupio ds original majke,tehnologija,NA
dobar dead space nekako pocetku nezanimljiv svemu los horor prethodna dva dela ni los d a izasle igre pc naruto batman arkham wrc odisej ekskluziva konzole cu vikend bacim prelazenju blacklista mrzelo igram pipnuo igru jedno nedelje d,tehnologija,NA
fsmilos ma beži tiče tepačina trenutno najbolja pc konkurencije mortal kombat naci nacinio srećnim coekom skinem prdti fala ti đe cuo đe cuo,tehnologija,NA
 odisej,tehnologija,NA
radi betmen svrdijo gaće,tehnologija,NA
 igra ,tehnologija,NA
odysseus west zove igra nsiam siguran napisao pravilno ,tehnologija,NA
uzeo skidam wolf among us čini kul a verujem ovima it teltejla igrao walking dead serijal oduševio jebeno repertoaru igranje trenutno stoje darksiders wow wotlk pes dead space cs path of exile poslednje diablo iii bolji diablo iii fan hacknslash franšize helou helou,tehnologija,NA
 poe bolji diablo trojke ja diablo igrao dugo vremena reci odlican misljenje d,tehnologija,NA
pun bagova betmenu malopre ubih bosa jednim udarcem,tehnologija,NA
e jebiga a ja radovao,tehnologija,NA
završio celu sezonu voking deda kakva priča kakav kraj dbcddbbdcddbdbadb futurama dbeddbcdbdbddb jpeg,tehnologija,NA
 pesma kraju walking dead najbolja igra igrao ,tehnologija,NA
 pesma oduševila dobra legla datom momentu najbolji saundtrek kraj jedne epohe kraju fear iii jebeno ,tehnologija,NA
 l gleda serija prvo igrao igricu voking ded pošto ja ložim horore al kažete igra dobra rekoh probam l ovih epizoda cela igrica ,tehnologija,NA
 moraš naravno likovi serije igri okruženje walking dead principu svet tih epozida čine celu igru dovoljno sati ubiješ brini dobra igra stvarno probaj,tehnologija,NA
izašao naruto ninja storm komp brat pola mojih drugova naložili ,tehnologija,NA
ja mislio decu godina dalje osećaju predju starosnu granicu,tehnologija,NA
jeste jebemumater meseci punoletni likovi lože nacrtane likove biju kolo,tehnologija,NA
aj tom džeri tematika kojot razumem ,tehnologija,NA
a brate mortal kombat nacrtani likovi biju veze godinama zabavno doduše probao igru bitno moraš naravno likovi serije igri okruženje walking dead principu svet tih epozida čine celu igru dovoljno sati ubiješ brini dobra igra stvarno probaj potpisujem zombiji ti dopune priču bazira igra hororu priča sezona ,tehnologija,NA
realno tabačine igraju multiplejeru blejama sprdnje inače totalni šit simulacije sportova,tehnologija,NA
mislio gledanje animea igranje multipjera,tehnologija,NA
nerviraju bagovi betmenu kaće pec,tehnologija,NA
 anime osim dobrih betmen superheroji,tehnologija,NA
 anime osim dobrih lol,tehnologija,NA
poludeću bagova,tehnologija,NA
mortal kombat vamo preporucio ispuni ocekivaњa svih mogućih ocekivaњa topla preporuka svima kasno paљeњe ja tek culi izadla najnovija verzija pi ,tehnologija,NA
yeahbatch poludeću bagova jutros prešao story počeo ubijem vreme sporednim misijama video bagova odmah obrisao igru arkham city skoro dve godine računaru padalo pamet brišem story čudan donekle predvidiv dva najavljena lika uopšte igri,tehnologija,NA
umal razbijem laptop bijem fajrflajem kredova igrica sred borbe ti sunce ti sramota izbace ovakvu igru,tehnologija,NA
skinuh how survive rpg zombijima,tehnologija,NA
skinuh how survive rpg zombijima kakva igra preporucite mmofps multiplejer pucacinu po mogucstvu besplatnu piratska igra neta,tehnologija,NA
yeah izasao apdejt metnema,tehnologija,NA
e fala ti dođem posledњeg bosa baga pređem detence mu ,tehnologija,NA
 vredi,tehnologija,NA
ja ni poceo razmisljam pocinjem uopste ju nahvalio vidim drugim forumima ju pljuju uopste ,tehnologija,NA
skinuo metroll igrao čini loša,tehnologija,NA
papers please losa,tehnologija,NA
 jes dobra how survive dobar trip voli fore zombijima a uz rpg igra odlična imageshow kovacs rules,tehnologija,NA
arkham origins krenuo normal stigao ribe shive shibe batalio krenuo pocetka hard upravo zavrsio reci dobar sati svim side questovima postoje sem enigme tice skupljanja unustavanja kamera otvorenim svim kulama gluposti izmenio izbacio generalno odlicna igra kome svideo prvi drugi svidece mu deo drago magicnih protivnika covek glina otrovna ajvi slicne kazem neozbilje decije naivne stvari problem nerealno nemoj decije naivno sasvim ok new game nervira proslom delu protrcavas igras jedino story misije ti xp skroz nabudzen a side quiestove apsolutno izignorises gubis radis am nigh zivot kraja zanima tezina iskopa ja guglao nigde nasao kojoj tezini normal ok bice principu lako hard ultra jebeno delova igri recimo bane boss fight prvi drugi dosta laksi svih tih bagova jedini desio enigma kulom nece udje ventilaciju ostale bagove radila igra savrseno a uspeo ovako zaobidjem kazem radi fizike kiler krok blinkanje nestajanje prvi put drugi put radilo normalno,tehnologija,NA
ja uspeo ni pređem znad kraju bijem čokerom onoj kapeli razbije prozor uzme sece staklom uopdte branim pritisno,tehnologija,NA
dajte zaebani rts a qc,tehnologija,NA
el igrao novi rim total vor kaki ,tehnologija,NA
ja jesam loš zahtevan pm ja igram skoro low a pored dugo čeka odigraju ostale države,tehnologija,NA
yeahbatch klikces desni klik brzo,tehnologija,NA
moneky island ,tehnologija,NA
ja jesam loš zahtevan pm ja igram skoro low a pored dugo čeka odigraju ostale države burazer zalio procitao negde ovih novijih peceva ubrzava deo igraju ostale drzave probaj tim pomogne,tehnologija,NA
školjkabojče tek vidjeh pitanje gore dobra igra drugo ti znao preporučim prekinuo igrama neta,tehnologija,NA
jesam deksteru pokudavao držim inace napadaju nekim noževima kurcima vredi nidta gledao voktru pojavi plavo čokera napada pide pritisned desni klik jok,tehnologija,NA
 igrao igricu zeza nemaš novi patch ukloni bagove postoji,tehnologija,NA
instalirao apdejt vredi jebed mu mater nakanim izbrisaću igru instalirati pod uslovom ostane sejv probam,tehnologija,NA
igra vožnje preporuka noviji reli,tehnologija,NA
probaj dirt a wrc izašao a raja loži staru reli igricu richard burns rally ti vidi ti godi,tehnologija,NA
 richard burns igrao ranije pretežak d ponovo skinem porastao d,tehnologija,NA
 vožnji tiče ja godinama igram fall out super probaj hoceš,tehnologija,NA
mislid flat out,tehnologija,NA
damešam fall out,tehnologija,NA
inače žanr igara igre poput oblivionatako preporučujem skyrimkoji kida,tehnologija,NA
dobar origins iako bagove prva dva dela drugi naročito postavili lestvicu visoko startu očekuješ nestvarno svim bagovima origins pojam open world igara,tehnologija,NA
igrao flat out jedno vreme redovno peglao crviće online worms armageddon new edition ljudi moji kakva ekipa skupljala tom serveru pijanih rusa drogiranih jamajčana,tehnologija,NA
 betmen vam sveto ovim sprda,tehnologija,NA
 ljude gotivili voking ded a znaju jedna bonus epizoda trebala poveže prvu drugu sezonu koštunica al eto,tehnologija,NA
 igrica ,tehnologija,NA
kakav elder scrolls oblivion,tehnologija,NA
dojajan,tehnologija,NA
 los plastican pomalo morrowind djevojka sela prirodna ljepotica,tehnologija,NA
 trovao oblivionom prije godina auuuuu,tehnologija,NA
instalirao how survive losa nervira ti obelezeno mapi odradis pravili debile inace kul igra hek en sles rpg elementima,tehnologija,NA
 trenutno dosade preporučite prezahtjevna trke eventualno dje miš,tehnologija,NA
deka mis problem,tehnologija,NA
 laptop neam miša a pri parama ,tehnologija,NA
 cekaj dana uzmi misa jebote znas kakvih miseva odlicnim popustima nisi svestan d,tehnologija,NA
došao samog kraja how survive brate zadnji fajt normalan au sunce ti ,tehnologija,NA
pređoh how survive opa,tehnologija,NA
 izgleda nekako previše jednostavno bar video ćubu,tehnologija,NA
probaj pređeš zadnja dva ostrva zajebano a pričam zadnjem dijelui jebenom napada iskrcavam normandiju eto probaj edit kasnije dosta opcija kombinovanje itema fazon formule dobra priča svemu dobra igrica padne noć tad najbolje najbolji trip,tehnologija,NA
mogao skinem mrzelo ovako nemam igram ,tehnologija,NA
 izgleda ,tehnologija,NA
 voleo gta san andreas ,tehnologija,NA
scarface ja voleo gtaposebno psuje roka bandea najače zove šofera dinodino dont care if have a baseball bat in ass want my car now,tehnologija,NA
 dosta prednosti odnosu gta stavio ponovo skida uhvatila nostalgija,tehnologija,NA
probaj pređeš zadnja dva ostrva zajebano a pričam zadnjem dijelui jebenom napada iskrcavam normandiju eto probaj edit kasnije dosta opcija kombinovanje itema fazon formule dobra priča svemu dobra igrica padne noć tad najbolje najbolji trip ja skinuo sinoć poginuo jednom toku cele igre finalnom ostrvu poginuo glupost opkolili pokušao spavam jeo kulenje igrao jednom rukom jebiga napravio razna oružja puške strele samostrele tripli bumerang pol skols medj long range tepanjem kome igra a ovoga andjete dela bone kosti l combinacija mačete sekire naoštrite kombinujete medjusobno keve,tehnologija,NA
fallen enchantresslegendary heroes turn based strategija mesavina civilizacija heroja odlicna igra jedino ai debilan cuo popravili pecevima nazalost steama skinu,tehnologija,NA
ja vratio maunt blejd tim skinuo mod prophesy of pendor zove potpuno prerađena igrica nova muzika novi zvukovi nova mapa novim državama vitedkim redovima sektama a pricom naravno jako jako težak mod jod stavio sejvovaњa gaze majmuna ludi vitezovi gaze tepih њih pobije mojih trupa cak ni previde slabe a neću gajdove gledam inata jako interesantan mod picili vanila igricu naubijali dovoљno kergita rodoka preporucujem,tehnologija,NA
valja wrc fia world rally,tehnologija,NA
upravo skinuo dark souls prepare die edition kažu kritike jedna najboljih najtežih rpg igara ikad edit igra igranje računaru obrisana mater,tehnologija,NA
izašao d voking ded sezona epizoda jes jes jes,tehnologija,NA
uuuu ,tehnologija,NA
uuuu znaš jeste prešao kratko slatko jedva čekam ostale,tehnologija,NA
kerbal space program,tehnologija,NA
 zaraza majko mila,tehnologija,NA
moz predlozi dobru pucacinu sinoc premoto cod mw brata cu uzmem black ops mw spec ops line dajte dojajano ,tehnologija,NA
counter strike,tehnologija,NA
counter strike ja l bohor zajebava jedino kanteri dosade skidaj igraj ka čoek,tehnologija,NA
 mu reko battlefield arma cs go,tehnologija,NA
far cry crysis operation flashpoint dragon rising rainbow six las vegas,tehnologija,NA
lol counter strike zove tema igre muzej,tehnologija,NA
 predlog stariju strategiju pucacinu tipa far cry strongholda,tehnologija,NA
daimyo max payne puta igra dosadi,tehnologija,NA
 predlog stariju strategiju pucacinu tipa far cry strongholda strategija zanimljiva a kasnije pomalo warcraft dota heroja filing warlords battlecry iii oćeš poteznu strategiju probaj heroes of might magic petica ti vjerovatno radila ti radi farcry kec pucačina cod fear trebalo radi stalker daj spec tvog pc ja ti reć tačno a edit e sas dobra igra amislim starija ,tehnologija,NA
skidam max payne bog dapazle warlords online igra,tehnologija,NA
max payne sije daimyo veruj ,tehnologija,NA
valja novi call of duty ghosts ,tehnologija,NA
pazle warlords online igra staro ka grčka sumnjam vjerujem postoji playerbase nekim hamči,tehnologija,NA
 igricu ,tehnologija,NA
dungeon siege troika valja igra cemu,tehnologija,NA
 toplo preporučujem ,tehnologija,NA
 ti dva,tehnologija,NA
