post,tema,topic
ajaxe odlicna,umetnost,2
među dobrima najbolji budi životu uzmi ti nudi al jedna misao nek uz jednom znaj životu pisanje brisanje al jedno konstantno kikojebisanje,umetnost,2
rudyard kipling sačuvaš prisebnu glavu gube svoju okrivljuju veruješ sumnjaju pridodaješ njihovim sumnjama čekaš a ti dosadi čekanje prevaren varaš omrznut mrziš a pri tom izgledaš predobar premudar sanjariš a snovi ovladaju tobom maštaš a ti maštanje cilj suočiš uspehom neuspehom smatraš dve varke potpuno iste podneseš istinu rekao izvrnu nitkovi napravili zamku budale posmatraš propast onoga čemu posvetio sav život pogrbljen dotrajalim alatom novo stvaraš prisiliš srce nerve tetive služe dugo nemilice trošio izdržiš nišega sem volje ti dovikuje istraj razgovaraš nižima istakneš svoju superiornost društvu višima sačuvaš dostojanstvo ni prijatelj ni neprijatelj uvrede cene previše ispuniš minut sadržajem traje šezdeset sekundi zemlja iznad bićeš čovek prijatelju ,umetnost,2
 spava zaboravio jutros pesmu jednu ja pesmu jednu snu svu noć slušao čujem uzalud kušao pesma sreća zaboravio jutros pesmu jednu ja snu svome znao buđenja moć zemlji sunca jutra zore danu gube zvezde bele odore bledi mesec a kreće umrlu noć snu svome znao buđenja moć ja jedva znati imadoh san očin nebo nečije lice kakvo dečije staru pesmu stare zvezde stari dan ja jedva znati imadoh san sećam ničeg ni očiju tih san ceo pene il oči duša van ni arije ni sveg drugog noćas snih sećam ničeg ni očiju tih slutim a slutiti jedino ja slutim oči čudno po životu vode gone snu dođu radim slutim a slutiti jedino dođu oči ja vidim tad oči ljubav put sreće njene oči njeno lice njeno proleće snu vidim vidim dođu oči ja vidim tad njenu glavu krunom kose kosi cvet njen pogled gleda cveća gleda kaže oseća brižno pruža odmor nežnosti svet njenu glavu krunom kose kosi cvet ja nemam svoju dragu njen glas mesto kom živi počiva zašto nju san java pokriva spava grob tužno neguje stas ja nemam svoju dragu njen glas spava očima iznad zla izvan stvari iluzija izvan života njom spava neviđena njena lepota živi doći ovog sna spava očima izvan zla vladislav petković dis,umetnost,2
ubi prejaka rec… ubi prejaka rec stigoh sklonim rece jutros uz slavujevu pesmu tugu tedku zalud gonim њeno zbogom bede premnogo cesmu mojih mucavih reci bolnog ponižeњa… puce rec bic fijukom vremena jod necem nadah bejah sav sobom niko nidta – svoja sena osuden bor hridi pred vetrovitim dobom ubi prejaka rec umrede snoviđeњa… rece krivac metak reci nekuda odskakuta gipka srna… prodlo vreme parastos jeci a negde ispred oka mota kosa crna badem zreli nadodlo voљeњa… doći pobegnu laste leto zaboravim sav jesen odem lepo zaspi a noć pocne raste mrak okom ubodem… ubi prejaka rec umrede snoviđeњa… toj noći ja svojim snom umreti kunući zbogom izrece a nikom svom bolu sveti ide nebu nek’ sudi vasiona… ubi prejaka rec umrede voљeњa… branko miљković jes,umetnost,1
zeleno volim zeleno zeleno volim zeleno zelen vetar zelene grane brod moru konj planini opasana senkom sanja verandi zelene puti kose zelene ochima hladnog srebra zeleno volim zeleno pod lunom cigankom stvari pilje nju a vidi zeleno volim zeleno velike zvezde inja dolaze ribom senke shto otvara put zori smokva trlja vetar korom svojih grana a breg machak lupezh jezhi ljute agave ce doci odakle cheka balkonu zelene puti kose zelene sanjajuci gorko more kume dacu ti konja kucu sedlo njeno ogledalo nozh njen ogrtach kume dolazim krvareci kabrinih klanaca mogao mladicu lako nagodili ja vishe ja niti dom vishe kume hocu umrem pristojno svojoj postelji chelika moguce holandskim charshavima zar vidish moju ranu grudi grla trista crnih ruzha pokrivaju beli grudnjak krv ti vri mirishe pojasa ja vishe ja niti dom vishe pusti bar visoke verande pusti popnem pusti zelene verande verandice mesecheve kaplje voda penju dva kuma visoke verande ostavljajuci trag krvi ostavljajuci trag suza drhtali krovovi fenjerchici lima hiljadu staklenih defova ranjavalo zoru zeleno volim zeleno zelen vetar zelene grane dva kuma popela shirok vetar ostavljao ustima chudan ukus zhuchi mentola bosiljka kume reci gorko devojche puta chekala svezha lica crne kose toj zelenoj verandi nad ogledalom bunara ciganka njiha zelene puti kose zelene ochima hladnog srebra mesechev stalaktit leda drzhi nad vodom noc postala intimna mali trg pijani zhandari lupali vrata zeleno volim zeleno zelene vetar zelene grane brod moru konj planini,umetnost,2
 zadnje citanke srednje jelda,umetnost,1
 citanka davno izgorela asocirade zelena slova cetu lorku,umetnost,2
bezimena svetozar lavida krajolik bježao srna bježi lakše ponekad pucati prazno šumu bol stvarnost izađe mali rak obasjao suncem prestade kamenju ruka uhvati osjeti mali rak veliki život došao kasno uvukao krevet dvoje ljudi dišu draga ulovio srnu vidio suzu njenom oku suze srne malog raka donio našem sinu igra on vidi a rak preživjeti njegovog povratka šteta jedemo strvine ubijamo živote potrebe srne znaju plaše veće životinje životinja divljih prestani jednom želim spavam hoću mir makar po noći draga mir nemoguć ubili mir mrtav ćuti spavaj krećemo sutra grad lisice dosadile životinje plaše idemo kući,umetnost,2
pesma momaka krњace neprejebiva stavih profil objadњava živim krњaci zemљi klodara pudim pijem volim bijem a zemљi klodara nade devojke same kurvice sede baru pude karu a zemљi klodara,umetnost,1
irska molitva nađi vremena rad rad cena uspeha nađi vremena razmišljanje razmišljanje ključ moći nađi vremena igru igra tajna večite mladosti nađi vremena čitanje čitanje osnova mudrosti nađi vremena ljubaznost ljubaznost otvara put ka sreći nađi vremena voliš budeš voljen ljubav privilegija bogova nađi vremena osvrneš samoživosti dan suviše kratak nađi vremena smeh smeh muzika duše kelti objašnjavaju,umetnost,2
 vidis unisteno delo svoga zivota jedne reci ponovo gradis uzdaha protesta podneses gubitak onoga dugo tekao budes zaljubljen lud ljubavi budes jak a ostanes nezan mrzis mrze a boris branis slusas reci izvrcu nevaljalci razdraze glupake cujes luda usta lazu a kazes ni jednu laz sacuvas dostojanstvo slavu budes skroman iako savetodavac kraljeva volis prijatelje bracu a ti ni svja znas razmisljas posmatras upoznajes a postanes skeptik ni rusilac znas sanjaris a ti san gospodar mastas a budes mastar budes cvrst divalj budes dobar budes pametan a nisi cistunac sitnicar zadobijes pobedu poraza a dve varke podjednako primis sacuvas hrabrost glavu ostali izgube tada ce sreca pobeda zauvek tvoji poslusni robovi vredi slava bices covek sine kiplingna veliku žalost ovu pesmu koriste potrebno,umetnost,2
moderato cantabile – arsen dedic rijeka donosi jesen dugo umire grad ljeta sirocad svijeta reci ces nocas moci ostavit svoju kucu navike ljude poci a znati gdje mrznjom isprate draga zivot ceka cas citav svijet bit ce novi dom kazu avantura zaliti neces stvari ime ni grad hladnoj sobi hotela bit ces slobodna mrznjom isprate draga zivot ceka cas citav svijet bit ce novi dom kazu avantura duga ocajna kisa magla zastire zrak nekim putem tijesno kroz jesen ce odvesti vlak,umetnost,2
good weather is like good women it doesnt always happen when it does it doesnt always last man is more stable if hes theres more chance hell stay way or if hes good he might hang on but a woman is changed by children age diet conversation sex moon absence or presence of sun or good times a woman must be nursed into subsistence by love here a man can become stronger by being hated,umetnost,1
jesenjin šantić setiću ,umetnost,2
vilijem blejk fglorka majakovski leonard koen dis pesama čovek peva rata,umetnost,1
stavite pesmu izmenim uvodni post,umetnost,2
gregori korso jeseњe jutro dokokuji sinoć posmatrao plejade dah video mesecini gorka uspomena poput ispљuvka zacepila grlo razmotao vreću spavaњe asura verandi pod gustim jeseњim zvezdama snu pojavila tri puta devet godina besna hladna optužbama probudio posramљen љut besmisleni ratovi srca skoro jutro venera jupiter prvi put vidim blizu,umetnost,1
ave serbie sunce nose zastavama ti živid besnom ponosu sinova svetlo nebo poneli zore zrace putima snova jod uz sveta majko muce muњe maceva sevu nadoj krvi reke huce vetri nadem osvetnickom gnevu sudbina udarac tvog srca svemiru vecna udes pisan celu tvog sina mac њegov rec ti stradna neizrecna mlekom dojke otrovala bolu slavi budemo prvi dva blizanca svet dala mucenik heroj kap suze krvi ti znak nebu svetlost noći kolevko grobe odeći sunca ti gorki zavet stradaњa moći jedini put vodi vrhunca trube pobede vali tvog ogњenog suncanih reka dobra majko dali svagda kapљu krvi kap tvoga mleka,umetnost,2
 go gentle into good night go gentle into good night old age should burn rave at close of day rage rage against dying of light though wise men at their end know dark is right because their words had forked no lightning they go gentle into good night good men last wave by crying how bright their frail deeds might have danced in a green bay rage rage against dying of light wild men who caught sang sun in flight learn too late they grieve it on its way go gentle into good night grave men near death who see blinding sight blind eyes could blaze like meteors be gay rage rage against dying of light my father there on height curse bless now your fierce tears pray go gentle into good night rage rage against dying of light dylan thomas,umetnost,2
your life is your life don’t let it be clubbed into dank submission be on watch there are ways out there is a light somewhere it may be much light but it beats darkness be on watch gods will offer chances know them take them can’t beat death but can beat death in life sometimes more often learn it more light there will be your life is your life know it while have it are marvelous gods wait delight in charles bukowski,umetnost,2
piše l poeziju ,umetnost,2
onanišem radomir belaćević onanišem dana ljubav neprestana činim nagona ljubavnog progona tad zamišljam raznovrsne žene jednom doći zamene svakodnevnu praksu vodim ljubav strasnu onanišem malena žena smeo im priđem bliže pored đoka diže hvataću jednog dana jebati svane zora rana žena onaniše,umetnost,1
narodna ljubim kuka jeo beli luka,umetnost,1
piše l poeziju ja pidem objavљujem poezija previde staromodna znad metrika ritam rima pravilni stihovi mom stilu ducića pope nastasijevića vasiљeva a verujem dobra elem ja podelio jednu ducićevu jednostavno covek znao zavrdava pesma vrbas nosi reko srpska krv nadih sinova krvave reke svud nade međe macevi ubica istog kova nosi unuke kud nosade pređe primi krv nejaci svetle ti pene puta umirala polocu pogane hijene metnu њu otrova kala nade pobede zastave nade veliki zavet gordosti besa jedine ogledade jedine digle nebesa bede tada slavna a sveta pevaj krvava kroz њive luge nada zvezda slave daљe cveta svaciji sužњi neg icije sluge nosi krvi pokradu nosi reko srpska krv nevinih žrtvi radosne pobede heroji dadu stradnu pravdu izvojuju mrtvi jednu hajneovu kraj tanan dadrvana kraj tanana dadrvana gdje žubori voda živa detala dana sultanova ćerka mila dana jedno ropce stajalo kraj dadrvana vrijeme prolazilo ropce bљeđe bљeđe jednog dana pitala sultanova ćerka mila „kazuj robe odakle plemena kojega “ „ja zovem el muhamed plemena starih azra љubav život gube umiru љube“ inace dtulićev bend azra dobio ime po ovoj drugoj pesmi originalu naslov der asra,umetnost,1
ja pidem objavљujem poezija previde staromodna znad metrika ritam rima pravilni stihovi mom stilu ducića pope nastasijevića vasiљeva a verujem dobra ja pišem nak svoju dušu drugima sviđa,umetnost,2
 sred nida dank danka majka traži sina branka nadla ispod stola pijanoga vola sine branko muko huda sudba avtor gospodin avtara,umetnost,1
šarl bodler strvina sećaš dušo mila dan beše letnji nebo spokojno jasno zavoju ceste šljunku šetnji strvinu gnusnu ugledasmo nogu dignutih uvis žena bludu sklona otrovnim znojem vrenja ružnih nehajno bestidno širila trbuh sav prepun isparenja kužnih gnjilež grejalo peklo sunce vrelo savesni vredni pekar željan mnogostruko prirodi vrati delo sastavila nebesa gledala bujanje mrtvog tela poput cveta stade rasti smrad beše silan htela nesvest travu pasti roj muva zujao kraj creva kraj usta a bataljoni crva siti gmizahu naokolo tečnost gusta prelivahu dronjak živi beše talas čas nadut čas razliven meso kipelo vrenju telo čuva dah živ skriven težeći umnogostručenju brujaše čudno vetar plima voda razlije il zrnje žita ritmičnim pokretima svom rešetu vejač trese oblici nestajahu san slika tek mutnu skicu liči zaboravljena kičica umetnika po sećanju tek uobliči jedna kuja podalje ljutim okom posmatraše uznemirena vrebajući trenutak kosturu skokom ugrabi komad svoga plena a međutim ti ćes ličiti smeće ovu kužnu hrpu gnoja ti sunce moga sveta očiju mojih cveće anđele strasti kraljice draži ti ćeš dođe čas pomašću zadnjom kreće među kosture sići zajedno buđate pod travu pod tušto cveće tada kaži crvima kroz tminu ljubljenjem gladnim budu obasuli ja čuvam oblik nebesku suštinu ljubavi truli,umetnost,2
ja volim agresivnu poeziju nastalu rezultat frustracije iako sama skoro nkad pišem takvu mojih omiljenih odlomaka oblaka pantalonama vladimira majakovskog poema podugačka a turam celu oblak pantalonama odlomci nežni vi ljubav stavljate violinu talambase mećete grube a možete ja izvrnuti svoju kožurinu svuda samih usana verujem postoji cvetna nica proslavljaju pomoću ljudi uparloženi bolnica poslovica otrcane žene važno ni bronze ni srce gvožđa hladnog bije noću čovek svoj zvek žensko meko želi skrije halo mama vašeg sina divno boli mama zapaljeno mu srce vene recite sestrama ljudi olji on kuda dene svaka reč šala štura izbljuju njegove usne goruće izleće gola kurva zapaljene javne kuće ranije mišljah knjige prave ovako dođe pesnik odmah zapeva volite rasklopivši usta lako izvolite a ustvari grudima mu mrvi ključa zapeva koprca glupava riba nadahnuća tiho žabokrečini srca tiče faust orgiji čarobnoj mefistom tocilja niz nebeske parkete ja ekser čizmi mojoj strašniji mašte geteove ja najzlatoustiji svaka reč teška dušu vaskrsava telo rukotvori kažem vredi života najmanja komadeška sveg stvorio stvorim slušajte propoveda jecajima kricima današljih dana zaratrustra mamurnošaršavnim licima usnama obešenim luster zatvorenici grada gubave zlato đubre gubave stvorilo rane čistiji neba venecijanske plaveti suncima morima oprane no vi ljudi ste uvredili ste draži bliži ste videli pas ruku tuče liže ja kroz ceo život vučem milion ogromnih čistih ljubavi milion miliona malih ljubavi boj prilepiti hiljadu lica devojke majakovskog izdajničko vreme mraka dinastija carica krunisanih srcu jednog ludaka vladimir majakovski,umetnost,2
 naravno najbolja pesma šarla bodlera albatros mejnstrim heotontimorumenosudariću ljutine zle mržnje mesar mojsije stenu negdar tvom oku dubine vode svojoj dam sahari prosut vale mračnog jada želja puna nada vrh slanih suza krstari brod pučini punoj a sred mog srca leče tvoji dragi grcaji ječe doboš zove boj pogrešno sazvučje usred božanske simfonije nezasitne ironije razdire vuče mom glasu kreštava krv piće mutno ja ogledalo zloslutno rospija udešava ja ožiljak korbač ja šamar lice golo ja krakovi kolo žrtva nevina koljač ja svog srca čudovište onih otuđenih večiti smeh osuđenih al smeju šarl bodlerheotontimorumenos naziv jedne grčke komedije a prevodu kažnjava,umetnost,2
httpandrijastanulovicblogspotcom,umetnost,1
dobrica eric dobar covek ljubav ratara njegove žene noci oranja tek san sklopi dečje glave ruse goluždravi vlašici ozebu ratar žena sastanu čardaku zemlji nebu ruke vazdan milovale gvožde njenim vrelim bedrima vijore ratar ljubi mulja grožde ratar grli ženu njivu ore mlada noć pocepa ruho carsko stari bog nebu zvezde izbeči ratar oranja štalskom tavanu svoju ženu raščereči levi mu dlan brsti beloj glavici oštri zubi oru brdu orlovcu desna ruka vična biču zdravici striže crnu ovcu dolu vranovcu oran orač potrbuške pruži povilenile sede starice znale ratar nocu pluži mnoge carice bile ratarice ratar voli ratuje ruši zidove tesnoj ćeliji ratar vodi ljubav argatuje nekoj dalekoj zemlji dembeliji a ratarica mlečna mlekarica slatkomučenica andjeoskim likom skida zlatnim prstima skorup karlica razorana pupka tupim raonikom pucketaju kosti pucketaju grede sručuje ceramida krova ratar drma stablo trese zvezde puca motre preci rova cvili pod njim ženica violina podmazana belim lukom sirćetom a slušaju breg dolina prete nekim teškim berićetom ljubavi bitke ratar hrče buklijom dojke svom dlanu sanja mu njene ruke vitke sipaju melem krvavu ranu dva tela van voda zemljine teže sudariše večernjoj tami smirena topla spokojno leže senu kumovoj slami,umetnost,1
sergej jesenjin kurva ženu priznajem kurvu poštene nek naljute izgubih svu radost svoju izgubih pute kurva dade tražih slasti jedne žene pokuša ukrade ni delić uspomene volela nadje okruzena čašama vina pokuša snadje mnom dobila sina ženu priznajem kurvu postene naljute ,umetnost,1
rekvijem ovoga puta umro blizu rekvijem sivom parku pod zatvorenim nebom žene pošle mrtvim telom smrt ostala praznoj sobi spustila zavesu osetite svet postao lakši ljudski mozak prijatna tišina ručka bosonog dečak sedi kapiji jede grožđe zar iko ostane veran onome izgubi žurite smrću niko nikog liči sinovi misle igračke opraštajte pri odlasku smešno pogrdno miodrag pavlovic,umetnost,1
zarni vlač grlam stolno sanoćnjivo rečim akolim ovdujem beskrajim nikadni vid uvekovni mar tocilam titanje tvojenje tvojujem jednim skapalo jadnim krovujem nad ti neisprekidano veđam dokujem pad veče dokujem prolaženje kosam koso kaonim koso kose sećanja sevanja končam kičmenim zverim lomnim zrim jerim psim kasnujem sramom srmim svim takujem takujem večnim svojim svojim sebim suncaranja grozduju noćno zarnio ramno zorno zagrezam gorko zazor svudujem olujam lestedajim humorim usnam usnivam navekni zadir beogradan nigdan gora a ondan osian žaljen ciglan plamen iglan korim korenim kolenim poljno čekanja kamenim vodoskiti okomim okolim jet jezgro zagranjen muč ramenim bolno ceo smešan svet plamnim ipakanja nem nemi vid kopnim kapnim kap kapka zlatoustih tamnika pakle pakla paklenim maglim krv grom sleđen grcalni zrcalni bora bola vir ja san ja sen seni jasan jasen jeseni dušan matić,umetnost,1
epilog mika antić vodopad bradu grof lntolstoj stvari jutro po peni razapinje dugu ja priznao jednoj ženi život prosto a prosto ja mislio cu ići pravo pretvorim lenjir a našli krugu našli lutanja srozanog vriska šaputanja prošao oktobar među nogama drveća polako zaudara vlagu krv ulica poslednji put kisne sirovom suncu sedite kraj kraj groba minut pošte preminulo najrumenije doba sedite kraj vidite dobar iza uha okoreo mlaz usirenog poraza streljanom vojnom beguncu proletele ogromne zlatne kočije kroz utrnule oči a sačuvali nismo mlado rzalo usni uvelo gorko smeha slatko plača dozvolite dalekoj nekoj gospođici napišem jedno pismo onako nostalgično pišu senilni penzionisani admirali preživeloj posadi potopljenog razarača gospođice kazaću gospođice gotovo cveće pokojno prodaju razliveno parfemske flaše spokojno vetar šamarao drvored po oknu pleo gospođice kazaću ovu jesen frigidnu turistkinja skandinavskim pasošem odjednom sed beo ti jedina nahranila svu moju glad mesa sna jedina sita mojih noktiju dlanova voleo tvoji budući sinovi naslede boju moga glasa kćeri nose moju tugu prslučićima svile voelo sačuvaš najdivnije vrhove horizontalama tvog dna proneseš oči kroz tišinu tuđih očiju stanova oktobar kroz tuđe aprile ispovest gore molitva hiljadu puta jutros volim hiljadu puta jutros ponovo ti vraćam hiljadu puta ponovo plašim izgubljenu vrtlogu geografskih karata podeljenu plakat kakvim ljudima mera po kojoj znaš boli pred tobom drugi goli mera po kojoj znaš otima plaća među svim tvojim životima komadić najplavijeg oblaka grudima najkrvavijeg saća dani ukus piva dosade ponekad kaplju kiše čudno spokojno nemam volje ni živim ni ubijem sasvim nalik lađu luta posade želi zbriše svoga oka uzaludno pokojno golubije znaš žene nemaju pravo uobražavaju prvi žutokljunac republike – podignem zarozane čarape lično bogorodici dostojanstvo prerušen nežnosti tvom pragu spavaju mali žuti psi mokrim nabreklim crnim sisama gospođe keruše sasvim zakopčan sluzokože duše zuba ljubav onako jecaju onako pevuše ti svakako razumeš gotovo uplašeno pijan prazan ponekad naiđe zabrinuto voli pazi kome otkrivam putokaze mog usijanog temena nikome nemoj reći ja najmanje sreći hteo nespretne sreće tom nekom novom dam umire drveće vetar po lišću gazi hteo mu ime izvesnog aorista ljubavi davnoprošlog vremena nećeš verovati hotelima raskrstio sasvim neopaženo hoteli nekako liče istu bajku postelje sobama smeškaju isti glas portiri isti način brinu onako rodački im laku noć kažemo portiri onako brinu majke znaju dalje ti javim pijana hladnoće subotnja noć valja satovi odavno povečerje odsvirali dalje zaista ti javim jedino ostala najlepša medalja najlepšeg rata kome srce amputirali gospođice ja tobom onako obično gimnazijski zanesen tabana minirano inače zapamtio ljubav najgolubija onim kricima poklone prvima dozvoli nečeg nasmešim ovu jesen pomalo krišom kroz suze pomalo demodirano ja najnežniji pastuv medu pesnicima ja najsuroviji pesnik medu pastuvima,umetnost,2
probudi probudi dešava nemoj reći nisi znao sudbina rješava mogli ti jednom žao probudi dešava kajaće prespava probudi dešava ti jasno reći ni laž istina prava al osjetim dugo traje probudi dešava kajaće prespava probudi dešava prostoru izvan volje ljubavi spasava govori probudi dešava kajaće prespava,umetnost,2
gotika les métamorphoses du vampire la femme cependant de bouche de fraise en tordant ainsi quun serpent sur la braise et pétrissant ses seins sur le fer de son busc laissait couler ces mots tout imprégnés de musc — «moi jai la lèvre humide et sais la science de perdre au fond dun lit lantique conscience sèche tous les pleurs sur mes seins triomphants et fais rire les vieux du rire des enfants remplace pour qui voit nue et sans voiles la lune le soleil le ciel et les étoiles suis mon cher savant docte aux voluptés lorsque jétouffe un homme en mes bras redoutés ou lorsque jabandonne aux morsures mon buste timide et libertine et fragile et robuste que sur ces matelas qui pâment démoi les anges impuissants damneraient pour moi» quand elle eut de mes os sucé toute la moelle et que languissamment tournai vers elle pour lui rendre un baiser damour vis plus quune outre aux flancs gluants toute pleine de pus fermai les deux yeux dans ma froide épouvante et quand les rouvris à la clarté vivante à mes côtés au lieu du mannequin puissant qui semblait avoir fait provision de sang tremblaient confusément des débris de squelette qui deuxmêmes rendaient le cri dune girouette ou dune enseigne au bout dune tringle de fer que balance le vent pendant les nuits dhiver srpski prevodi bar ovi po netu glavnom katastrofa preobražaji vampira žena kojoj usta jagoda sočna zmijoliko saviv struk bedra moćna gnječeći grudi tvrd rub korzeta šanu riječ hlap mošusa cvjeta vlažna usna iskusna žaru postelji savjest zavesti staru plač svačiji suše pobjedna njedra starcu izvabim gugut smijeha vedra onom tko vidi nagu vela nadomještam sunce nebesa cijela mudrače bludnih vještina puna čovjeka smamim rukom baršuna il grudi predam ujedima zuba razvratna plaha nježna gruba ležaju ovom stenje strasti anđeli sami morali pasti moždinu svu isisa kosti okrenuh k njojzi iznemoglosti cjelov dadem vidjeh tada mješinu ljepljivu gnojnu punu smrada sklopio oči sav leden strave a otvorih svjetlosti jave mjesto krepke lutke leža uza napojena krvlju mojom pomame drhtao kostur škljocavih vilica cvilio suho vjetrnica il cimer šipci trulo klima uz jauke vjetra zimskim noćima,umetnost,1
ja našo jednu starokelcku pesmicu mog nađem prevodal dojajna og du den vakre engel vis oss dei láâ¦re av gud og lagnad fratatt makt og áâ¦re og fáâ¸rste jaga grunnláâ¸st vekk fra land og by som alltid sláâ¥tt til jorda reiser deg páâ¥ ny du allting veit er háâ¦rskaren underváâ¦ra ein far som kjenner alt og gjáâ¦r deg fri páâ¥ ferda fordáâ¸mt eg jaga og spedalske er du vakt og viser gjennom kjáâ¦rleik paradisets prakt datan vis miskum du som lag med dáâ¸den gammal elskerinne ved gamla háâ¥pet vakre gale kvinne du gir den fredlaus oppvekst ro og disiplin sáâ¥ han kan dáâ¸mme folket rundt sin giljotin og du som ser dei etter prakta okerstykket der gud misunnelig har gjáâ¸mt fine smykker du som med kláâ¥re augo kjenner kvar ein hall der ligg láâ¸yn dei laga blinkande metall datan vis miskum dom láâ¦rte oss nauda og til traust og meining og blande svovel og saltpeter foreining som setter ditt máâ¸rke sluagh lystig hjelpemann páâ¥ panna til ein kráâ¸sus náâ¥delaus tyrann er lys forskar stav alle drevne bort ein tráâ¸yst intrigant og folk ved dáâ¸dens port du foster far dei som gud páâ¥ heilsjukt vis eit dom fekk jaga ut av jordisk paradis,umetnost,1
 ovu volim počinje romantikom postepenom gradacijom završava snaf jebačinom incestom onoj prevesela glava hod lik sasvim lepi lep predeo licem ti igra smeh veseo svež vetar svodom jasnim prolaznik žalni sena ozaren tvog zdravlja svetlost javlja tvojih ruku ramena boje zvuk oseća kojim kitiš rub steznika bacaju dušu pesnika sliku baleta cveća lude suknje obim tvog duha resama čudnim ludo kojom ludim mrzim volim ponekad sred lepog vrta kud vukoh svoj bol ćutljiv primih znak podrugljiv sunce prsa razdrta proleće sjaj sinu poniziše srce kažnjavah cvetne vrpce drskost prirodinu stog hteo jedne noći čas sladostrašća poje blaga ličnosti lupež bešumno poci ti kaznim put veselu ti gnječim žud duboku načinim tvom boku ranu prostranu vrelu vrtoglavo blaženstvo ti kroz nove usne jasnije raspusne slijem svoj otrovmoja sestro,umetnost,1
 l pisao čezare bordžija svojoj sestri lukreciji ,umetnost,2
bukovski oda izuzetnoj dami jedna omiljenijih mnogi kerova noćas hrču po trotoarima nesumnjivo sanjaju kosti ja sjećam tvojih kostiju mesu a najbolje onoj zelenoj haljini smeđim cipelama visokom petom vječito psovala popiješ kosa ti opadala a ti htjela eksplodiraš onoga mučilo trulih sjećanja trulu prošlost kojih kraju pobjegla smrt a ja ostao trulom sadašnjicom džejn mrtva godina a ja pamtim ma drugu jedina ti shvatala svu uzaludnost našeg postojanja druge žene nervirale besmislica uporno histerisale nad glupim sitnicama džejn ubilo previše znala dižem piće kosti ker uvijek sanja,umetnost,2
čezare bodlerdžija edit lažeš manijače keltski germanski,umetnost,2
adrijen žak prever adrijene nemoj duriš vrati adrijene nemoj duriš vrati grudva snega bacio šamoniju prošle zime sačuvala eno kaminu pokraj svadbenog venca pokojne majke ubio pokojni otac giljotiniran jednog tužnog zimskog jutra proletnjeg grešila priznajem znala ostati duge godine vraćajući kući nikada ti rekla zatvoru grešila priznajem često tukla psa volela adrijene nemoj duriš vrati vrbova grana mali foksterijer crko prošle nedelje sačuvala eno frižideru ponekad otvorim vrata uzmem pivo ugledam jadnu životinju strašno rastuži a ja uradila jedne večeri skratim vreme čekala adrijene nemoj duriš vrati vrha kule senžak bacila prekjuče ubila juče zakopali jedno divno groblje mislila večeras vratila sobu po kojoj šetao go vreme živa čekala adrijene nemoj duriš vrati redu grešila duge godine vraćala kući ti krila zatvoru grešila priznajem često tukla psa volela adrijene nemoj duriš vrati prever rat iskrčite kreteni iskrčite mlado drveće starom sekirom isecite iskrčite kreteni iskrčite a staro drveće starim korenjem veštačkim zubalom sačuvajte okačite natpis drveće dobra zla drveće pobede drveće slobode pusta šuma bazdiće po starom crknutom drvetu ptice pobeći a vi ćete ostati pevate ostaćete kreteni pevate defilujete,umetnost,2
često tukla psa hehe,umetnost,1
crko ,umetnost,1
httpvukajlijacomforumtemepoezijastranapost sklepani pateticni pokudaj parodijekavera dokon zaludan onoj nevesela pokojni mrdt snebљivi lik januare seju tropskim predelom aritmicni hod tvog trupla izbledelog telom verbalizovan posmrtni krik nimalo drukcija sopstvene sene prolazniku neopaženo kroz podne klizne nijanse mraka prelamad kroz prizme ti gordo nosid nakaradne gene viskozna žuc napaja ti vene gorca soka utrobe zveri razgara žeљu kroz dveri raspustim mahnite silene mrklom neprobojnom mraku kažњavam tifusne puti zamahom korbaca krutim vratim natrag memљivu raku stanem ploda tvoga brati sacuvaj setno pokojnicko lice a ja ti poput vedtog brice kamom tupim osmeh naslikati lolok,umetnost,2
jesi ti bede pisao dprdњa kaver rejvena kolko sećam plakaњe ae baci link pocetim ,umetnost,1
 naslov pesme izrecitovao tomislav nikolić jednoj emisiji њegova pesma kažed daleko brda tvrda opora zemљa daleka iza beskraja plavi snu javi ceka kažed smirena jutra sutra svanuti takvo jedno cedno umiveno prelepo divna jutra ceka kažed jod stoji dedina kuća pred њom žuća dљiva lipa potok reka daleka snu javi ceka kažed љudi nalik vredni leњi dovoљno dugih ruku muku skriju kažu cesto viđo takve ceka kažed pevali ste lepe pesme skupa prepuna klupa pevaca glasovi neba pevaju pesma ceka kažed pitad zadto otidao њih svih znanih dragih osoba komdija otero pudka mina sacuvam sina odnela reka daleka iza beskraja plavi snu javi iko ceka,umetnost,1
jesi ti bede pisao dprdњa kaver rejvena kolko sećam plakaњe ae baci link pocetim ispala httpvukajlijacomforumtemepesnickocosestranapost,umetnost,1
 izvrištah ,umetnost,2
drugar poslao pjesmu ovu pasusu izmanevrisaću nekako čitljivija nigdje netu nađem ljubomir simović subota milovanje predostrožno trbušno grudno nožno zebnja mišljah bezrazložno košulja mu lanolin mišici tetovirana vera lenger rukavu ruzmarin mu izvezen šešira šišmiši zvezde izbezumljivanje naprosto presvisla lepše onim kapetanom lep bog petak a sredu suknja hemijsko čišćenje dvesta banki a ja lično trolejbus venerično,umetnost,1
httpwwwyoutubecomwatchvznzxeceq,umetnost,1
