post,tema,topic
au vi poredite ovdje prvo kartera daj nađite jednog igrača nevjerovatan odraz a uspio igra odlično poslije e godine koljena razjebu skroz pogotovo ste odraz koristili maksimalno karter npr džordan poslije godine manje manje izvodio akrobacije poslije svake utakmice led koljenja vejd godina počeo ledenim kupkama ledom koljenima pogledajte prije sezone kolika razlika skakanju vratolomijama ti igrači vidjeli koljena idu pm morali uspore durant vjerovatno najbolji strijelac forsira većina zvijezda veoma teško čuvati mu parirali visinom čuvati ka svih ki nba gotovo postoji brza mogla čuvati dobar odbrambeni čuva ka on prednost visini strašno brz jednostavan silu odličan šut selekciju šuta lebron jeste super dobar igrač počeće on usporava fizički moš igraš lud e tada koristi iskustvo šut a šut jača strana svih ovih godina procente šuta podizao ulazi pod koš koristi snagu zaleti koš dvokoraka metra koša karmelo strijelac bolji šut karmelo problema čuva jaka trojka slabija četvorka problem karmela ispucava troši lopte lud po najgori timski igrač svih superstarova vestbruka opisujem sivonja kopitar obični trunke inteligencije brajant pokazao najbolji igrač poslije džordanove ere osvojio prstenova znalo osvojiti mislilo jedva po doći on povlači ručnu kreće igra tim manje stigle godine moš igrati minuta glavni terenu ja polažen nade kajrija rouza nadam rouz makar onoga prije povrede takav klasu bolji svih njegovoj poziciji pokazalo čikago jak njim slab nekako osnovna stvar po kojoj mjerim kvalitet nekog igrača tim igra njim drago vraća pomalo odbrana čitavoj sezoni čikago denver indiana memfis ekipe vole odbranu igraju a stoje čunjevi tugujem početka sezone minessota sastaviti igra svim zdravim igračima sastavili utakmica igraju najbolji glavu dajem lagano ušli play off imali nenormalni broj povreda,sport,NA
 rouza sigurno najbolji plej svih lol durant asistira oće stigne lebrona inače lebron popravio igru leđima posebno fej d vej dokaz savršenstva popravljao tokom godina bacanja igru leđima šut timsku igru ustanovili kajri mašina zdrav ja pitao poslao onog retarda vestbruka tri pizde materine dao novi ugovor bradi al imali drugačije ideje slažem ,sport,NA
 ovi elegantniji znaci boљi igraci rekao bolji igrači usta čitaš procente šuta podizao ulazi pod koš zaboravio kažem čendler bolji procenat šuta prošle sezone radio šutu poludistance fej d vej fadeaway fejdavej,sport,NA
ja durent morao asistira stigne lebrona l on plej lebron nabija statistiku parametrima njegovu poziciju bitni nabudžio cv lebron sjajan timski igrač svhata on igru asistira dosta gledao mečeve igrao pleju igrao surovo al on šut imati fizikalije splasnu doduše moći igra pleja budži asistencije mile volje lebron najbolji defanzivac pomenutih činjenica fizički najdominantniji mu automatski olakšava igra odbranu durant igra lošu gotovo očajnu odbranu čuva nekog jačeg al čuva radi mu volja zaustavi duranta ti sreto predstavio lebrona velik čovek visok centar ti on jeste viši brajanta džordanove visine al deluje jebeni tenk krene prodor durant viši radi lakoćom brzo al silu solidne fizikalije dve sezone pol pirs mu objasnio igra odbrana lako mu pretrčava pirsa matorije ja mrzim brajanta al činjenica jebena čovek sme ni sekundu ostane inače daje koš kraj gledao protiv okca prošle čovek ladno onom sefološi stoji uz pomera trpa koševe pičke on kuca ide ulaz al dalje trpa koš poludistance a lebron krene šut ol staru popije bananu matorog čoveka pritom niži cm a verovatno pola metra slabiji odraz sramota nek ol star pitanju ,sport,NA
fej d vej hahahahah fejdavej jebeno d,sport,NA
remac upravo poceli rade dosta njegovoj post igri neminovno ce skorije vreme usporiti koristi fizicku dominaciju nad drugim igracima howard brzinu muskulaturu ekspolozivnost pirs spor njegovih godina igra dobrone vidim lebrona poentira cusku tim godinama belezi iste brojke najkorisniji igrac ligi trenutno durant mu pridjeali poredjenje jordanom nerealnobrajant primat osnovu broja titula cinjenica ,sport,NA
ja niko osporio lebron trenutno najbolji ukupno gledano on mleka pije stigao brajanta džordan nedostižan ,sport,NA
a timi osvoji titulu najbolji poslije džordana a,sport,NA
 dominacija durentule izneverovao ,sport,NA
 ček vidim skoro asistencija po meču durentula loše čoveka igra trojku de objasni bandi leba ti,sport,NA
eto čim spomenu sparsi odma ignorisanje jednostavno ljudi uzimaju ozbiljno,sport,NA
zaključak lebron jaje čoeka igre tiče jak konj brz relativno mlad odnosu ovu staru gardu kobija pirsa toliku dominaciju fg fantastično šutira poludistance gore reče razbija uvlači pod koš on znanja jednostavno kobiša pirs stara škola znaju fore ti prodaju fintu šuta iko prosto ljepota najviše zapamćen igrač osvojio najviše prstenova igra najljepša najelegantnija mami čoeka gleda jordan bryant pierce bill russel najviše prstenova mj najveći svih vremena čim slažu potvrđuje ja govorim lebron stekne potrebno znanje a krenuo teško uraditi popušiće kitu radi tome postae veliki a uzme titula a npr reggie miller prosjek karijere poena uzeo prsten najvećih legendi košarke zašto ovoga t mac uzeo prsten a smatra jednim najboljih igrača nba ikada imala zašto ovoga nadam dovoljno jasan ste shvatili džejms napravio veliko veliko iznad postavio,sport,NA
 kari objasnio ,sport,NA
kakav šut igre ovog karija usta ladno postane najbolji trojkaš istoriji zajebe šupka allena ovako nastavi plus spot up shooter pravi playmaker brdo asistencija,sport,NA
alen prve sezone dao ni trojki prebacio a ni kraj lolol,sport,NA
 volim ja lebrona ni razumemo pričaš tačno ostaće on upamćen itekako pošto nažalost uzeti verovatno prsten godine jedino indijana boston doduše drugo verovatno totalno navijački gledano po šansu sjebe ostatak lige slabo žao golden stejta krenuli plej of im opasnosti lejkersi igraju a sudije guraju stara vremena portland dobili isključivo sudija protiv denvera probali popušili djoku valjda bogut vratiti uskoro biedrins debil kompletan,sport,NA
indijana prstena il vrati pravi rouz im slabije šanse a boston igra ronde pole džordže,sport,NA
hahahhahah al popizdeo greg ovog svršavanja megrejdija kakav car greg,sport,NA
 neobjektivnosti pristrasnosti strana lebron čejms ostati upamćen davao poena minut brate fakeru pretera svetlosnu godinu puta mvp lige bliži mu cetvrti put a tek dva po meseca napunio godina najkompletniji igrac ikada igrao kodarku pored trenera analiticara tim cak skip bejls covek kome posao troluje pљuje vaљa slaže kompletniji mečika daleko boљe odbrane potpuno drugaciji tip igraca mekgrejdija kartera sezone sezonu mu poboљdava dut ofanzivno gledano postaje savrden igrac pretњom svake moguće pozicije utakmica samoj ivici tripl dabl ucinka najmlađi predao cifru soma poena naravno otidao klivlenda normalan otidao lode vođene frandize ajverson kojeg hvalid tražio trejd filadelfije otidao nagetse kobi tražio trejd mu uprava lejkersa dovela gasola ostao čejmsu doveli deka godina slobodan igrac leto gilbert pametno lode rukovođeњe klubom svalio čejmsa okružio lodim timom kakvi mu saigraci govori sezona potpisao majami drugi najgori rekord lige kojem jedno vreme pavlović ulogu startera godina mu dovede dobre saigrace kavalirsi budu ravnopravan konkurent titulu bostonu sparsima lejkersima gilbert mogao potruditi pet rajli dovede veliku trojku svoj klub al lika ocigledno boleo kraju krajeva zadto čejms jedini igrac titulu uzeo svog pipena no tice sezone potpisujem dabov post majamiju glavna konkurencija istoku indijana cak idao korak daљe rekao pejsersi favoriti protiv hita ukoliko spolstra promeni nacin igre,sport,NA
najkompletniji igrac ikada igrao kodarku lebron stvarno,sport,NA
brate kompletniji medžika jebeš,sport,NA
 mislite igdje srbiji naći dres redžija milera,sport,NA
 mečik neverovatan pregled igre raznovrstan igrac igra keca cetvorke odlicna mu kontrola lopte a pride veći atleta boљi defanzivac rekoh prvi rekao a daleko najstrucnijeg vi ostali rekao vraća prica užasno volim starije boљe novog starije možete ocekivati igra kodarka ni igrala kodarka a godina igrati ni danadњa kodarka sport evoluira a њim tipovi igraca,sport,NA
medžika ubacio centra finalu plejofa dao poena skokova asistencija iznervirao rekao lik kompletniji medžika pizdim prosto jebenoj ruki sezoni umesto karima,sport,NA
 jebote eeee,sport,NA
čovek najviše asistencija puta dva puta vodio ligu ukradenim skokova sezoni jednoj a jebenog pleja igrao toku cele karijere skokova asistencija kažem sem iznervirao,sport,NA
lebron igrač kristiano ronaldo čovjek puno radi nevjerovatan atletanije brz šprintu cera košarci bitno sezone sezonu usavršava vjerujem sigurno sezona vrhunskom nivou zavisi povrede zaobici poređenje kobija lebrona moguće trenutno džejms bolji igrač kobija sagledaš njihovu karijeru vidječeš džejmsu pure približi kobiju moći učiniti tek obojica završe karijeru prestigo mj potrebno prođe barem dosta vremena nađe takav igrač niko ovih današnjih moći postignuti on postigo,sport,NA
dipere iskuliraj jebaće mančo lololo,sport,NA
 zaboravio kažem čendler bolji procenat šuta prošle sezone radio šutu poludistance generalizacija banalni primeri gore teško reći kompletniji nezahvalno upoređivati košarka menja godine godinu vraća prica užasno volim starije boљe novog starije ,sport,NA
kivati igra kodarka ni igrala kodarka a godina igrati ni danadњa kodarka sport evoluira a њim tipovi igraca upravo tadašnja košarka jedino analizirati skladu tim vremenom govori danšnji majami otreso kojeg prvaka tog perioda otreso nju orleans također otreso,sport,NA
 valjda možemo složiti svrhe upoređivati medžika lebrona,sport,NA
generalizacija banalni primeri gore ti kažem rekao čovek godine godinu poboljšava svoj procenat šuta igre a nisi uzeo obzir manje šutira poludistance tri a ulazi pod koš ja dao glup primer lololol,sport,NA
 rekao poenta on popravio šut jednostavno radio popravio preciznost šutira daje rešio tekmu dan šutirao odlika velikih igrača uzeti loptu rešiti ti ide pritom igra leđima prouzrokovao poboljšanje jednog segmenta igr poboljšanjem drugog jednostavno najbolji ja lično vidim potrebu poredi zvezdama nebitno govoriti tome nemoguće utvrditi džordan prozvao džejmsa zog titula a rekao bil rasel najbolji košarkaš istoriji zadržati trenutnom stanju,sport,NA
 pričamo vreme lolol,sport,NA
 minuta branio medžika ti sin rofl faker napisao ste nastavili,sport,NA
ma pročitao prvu rečenicu rekao pričamo ni ostalo,sport,NA
 odmah razumemo brate skolse mečika uzeo tim čordana volim њegov nacin igre razumed hoću kažem odgledaj majami cikago gledaj čejms pokrivao radio odgledaj seriju plej ofa drugacije ti objasniti mečik asistencija daleko vremena loptu rukama najvide vremena provodio poziciji pleja spomened čejms pretekao mečika jod sezonu po broju poena spomiњed mečikove asistencije ni ja spomenuo podteno imajući vidu primarne pozicije obojice igraca mečik trenutno najboљi ol araund igrac ikada poređeњem њega њegove čejmsa њegove dajem prednost čejmsu daleko boљe odbrane ni pregledu igre zaostaje puno mečikova najveća prednost odnosu ostale igrace,sport,NA
 medžik skokove asistencije ukradene poene bolji džejmsa pritom viši a igrao nižu poziciju jebeno centra odigrao ruki sezoni videćemo lebron kraja karijere uradi medžik neprikosnoven edit bolji procenat bacanja veoma bitno lolololol,sport,NA
 lebron vrhuncu snage gori edit pogledu statistika zamisli krenu mu opadaju statistike ostari,sport,NA
 ti puka statistika brate skolse čejms rampi proseku nebitno poređeњu igraca statistika pokazuje mnoge stvari bitne upravo odbranu kontrolu lopte kretњu kontrolisaњe napada igre generalno jod dtodta ja zanemarujem mečik gomilu navrata dodude puno ni gledao њegovih utakmica ak celih snimkama mogao poentira izabrao doda proigra nekoga proigrao nekog drugog a takve stvari idu statistiku primera radi elis statisticki golden stejtu ispred ronda boљi igrac upravo zavrdi karijera nekog igraca poredi drugima ponovim naviku љudi krivo shvataju starijeg igraca poredim danadњim onoliko godina danadњi brate skolse nadi nećemo љutiti jedni druge jod netu ,sport,NA
brate gledao statistiku čembrlenu niko mogao prismrdi,sport,NA
realno,sport,NA
 zasnovao statistikama time potkrepio lolol ajde ajde kul lol,sport,NA
eh vilt њega nadimak bog dominacije,sport,NA
zver ,sport,NA
 jeku mogućeg vraćaњa čordana parket jedna zanimљiva trivija d big dipera netsi godina zvali vrati penzije,sport,NA
statistika pokazuje mnoge stvari bitne tome pričam dippere vidim poznaješ košarku budi realan određeni momenti definišu veličinu igrača niko pomenuo džejmsovu nesposobnost riješi tijesne situacije clutch jedna velika razlika između drugih igrača lopte povjeravaju vejdu allenu boschu chalmersu džejmsu zagusti stvar definiše veličinu jednom velikom dijelu moraš priznati voliš džejmsa pristrasan edit razumijemo džejms trenutno najbolji igrač lige najkompletniji izuzetkom sposobnosti igra četvrtoj četvrtini maximalnom nivou nesposobnosti uzme late game šuteve jednostavno vam djeluje nedovoljan razlog veličina kobe pierce kg navodim jordana ranijih generacija ni eleganciju ni ljepotu igre nadam ćete shvatiti tema lebronu nba uopšte daj promijenite temu d smorio lebron boga narod,sport,NA
hhaahha dobra slika inace vidite majami radi niksima pravi im decu ,sport,NA
fejkeru odgledaj tekme diper nabrojao a lebron glavni akter blistao posledњoj cetvrtini tacno najbitnije majami natuce tekma uđe posledњu cetvrtinu d a igrao klivlend morao uradi većinom važne utakmice kiksao posledњoj cetvrtini protivnici većinom imali kompletnije timove mogli drže koncentraciju celu tekmu lebron druge strane mogao pokrije nedostatke svojih saigraca odlicnih utakmica tom smislu pogledaj rekoh tekme diper nabrojo odnosno seriju protiv cikaga celokupan put klivlenda finala a plejofu klivlend cistio pred sobom stigo orlanda pogodio milion trojki protiv klivlenda klivlend dobio jednu tekmu dve ukupno čejms pogodio trojku zvukom sirene hehe istina dobar klac igrac kakvih ni toliki raspad druga istina najboљi dut dva izvan reketa ni lode popraviti slobodna bacaњa sećam onil jednoj tekmi vežbaњa slobodњaka privatnim trenerom zabijao nekih otprilike d a čejmsov dut tri poena cak odlican gledamo statistiku sezone kobi primer brajant zabio trojke čejmsa a dutiro puta uporedimo nekim vrhunskim duterom ume iritira ovoj temi čejmsu traži najmaњa mana potencira veliki problem a kobi upropadtava drugi drim tim lejkersa put ni plejof uđu uzdiže nebesa lejkersi napune tim velikim igracima kobiju proradi komleks on dokazuje celom svetu on glavni lejkersima niko drugi obazirući posledice igrac uspeo uđe plejof ni jednim timom klivlenda kojim čejms udao midљeњe kobiju,sport,NA
e ovako brate ni ja lud čoek bar pratim nba redovno jebenih strimova ludim slike propuštam tekme ulovim pratim emisije šek barkli keni gledam statistike redovno sveopšti znalac dovoljno usro četvrtih četvrtina odigro ja jesam subjektivan volim svejedno lupetam pričam nekim razlogom sudbinski splet nalijetao kompletnije timove ti reče zadržavanje koncentracije fora truba četvrtoj pravu prve oduvaju nemaju potrebe zatezanje kraju osim ponekad kobija tiče on masu mana doći ćemo tema tek zahuhtava xd dokazao zbir dobrih stvari uradio puta veći onih zasrao a kažeš kompleks zapažanje ranije sjetio good point,sport,NA
a kobi upropadtava drugi drim tim lejkersa put ni plejof uđu sreto tim lejkersa drim tim jezeraša ti lejkerse izgleda nisi gledao,sport,NA
 barnse mađijo aj stižite ,sport,NA
sreto tim lejkersa drim tim jezeraša ti lejkerse izgleda nisi gledao zajebavaj znaš mislio prošli put timu kobe shaq malone payton uzeli titulu kobija howarda nasha teško uzet vrati phill jackson vjerovatno uzeo pod stigli finala ni ni on bog,sport,NA
čekaj fejkeru kakav drim tim nešom godina hauardom em problema povredom em boli ekipu najverovatnije odlazi lejkersa kraju sezone,sport,NA
kakva tekma kakva tekma kakva tekma,sport,NA
uf indijana čikago klok višnja torti večeras ,sport,NA
sinoc hjuston dalas ak ,sport,NA
zanima jedna stvarjesu najveci niz pobeda istoriji nba napravili klipersi onih pobeda gresim jesu majami lagano obara rekord veceras minesotom sledeca orlandom filadelfijom fazon protiv indijane,sport,NA
gonzo reći tim slabiji prodlogodidњeg a prodle godine lejkersi mucili osmo mesto razumed najboљi centar lige ol star krilni centar najboљih defanzivaca niskom krilu kobi nekadadњi mvp ned tim bar među prve ekipe zapadu a ,sport,NA
džanki ni blizu klipersi najvećem nizu tih pobeda ti link najduže nizove,sport,NA
žao kliperse pm borili al ubiše sudije četvrtini d a bilaps drogiran dovoljna prosečna partija pobedu,sport,NA
gonzo čekaj fejkeru kakav drim tim nešom godina hauardom em problema povredom em boli ekipu najverovatnije odlazi lejkersa kraju sezone dotični ti objasnio sreta dteta gonzo reći tim slabiji prodlogodidњeg a prodle godine lejkersi mucili osmo mesto razumed najboљi centar lige ol star krilni centar najboљih defanzivaca niskom krilu kobi nekadadњi mvp ned tim bar među prve ekipe zapadu a ,sport,NA
brate fakeru brate sreto brat gonzo sportski novinar akcentom kodarku coek prica slažem њim služim mu advokat al cisto covek prica kojedtarije braun im prijao dentonija ni zaboraviti drugi treneri drugaciji stilovi igre dentoni timu hauarda artesta kobija timu potpunosti boli odbranu hauard jeste najboљi centar lige igra takav nidta boљe bajnam prodle sezone cak dtavide prednost dao bajnamu њega ocekivale partije tipa kakve ocekuju hauarda gasol igra ni blizu dve tri godine zadњa dva ol stara burazer mu boљoj formi artest kobi daљe a ned doprinosio napadu dteti odbrani godina ni on kondicije snage ranije po imenima im jaci tim sezone čabe im imena nemaju igru dodude zadњe vreme igraju odlicno imena dobijaju utakmice igra zaboravim najbitnije nemaju klupu jod otvorio ovu temu pomiњao im problem matorce odmeni a brate fakeru ti lebrona primer utakmica memfisom vece sekunde dao poena posledњe sekunde meca nakon dao tri koda igre tada ti poeni jesu mudadki a klac zadњi dut zadњih pet minuta neizvesne utakmice a zadњi dut čejms ni među top dutera svojoj ekipi cega on uzimao duteve alena batijea milera čounsa iskusni boљi trojkadi,sport,NA
pekman versus birdman ddd,sport,NA
 slažem lebron pika odlično četvrtinu četvrtinu klač poslednjim sekundama mu jeste slabija strana al on loš dobar hauard jeste najboљi centar lige igra takav dalje implicira najbolji ostatkom izlaganja prilično slažem klupa lejkersa solidna loše majk deli minute klark mašina šuter nosi okne prokinem prezime leba hil povredio džejminsona ubila atmosfera timu mu igra,sport,NA
ma kakav hauard pored noe gasola pekovića čendlera ibake,sport,NA
 igraca redovno skida utakmicama a matoru ekipu a čejmison matorac premalo a osim klarka klupe igraju promenљivo usrano čodi miks broj al duter druga varijanta pada pamet stiv blejk al on plej,sport,NA
jeste miks mogao prokinem blejk igra standardno primeti primeti,sport,NA
dantonijeva najbolja sezoni trenerskoj karijeri sansima imali skor amare igrao peticu a merion q rich krila zamisao lejkersima pije vodu sezone pogotovo igracima cine samu srz nba lige svih vremenakoji gledamo pisu istorijutu brajanta vrv kraju najboljeg igraca fransizenesha jednog najboljih plejmejkera svih vremena zvezde poletu howardgde ego prsti strane pogotovo relaciji brajant howard lejkersi brajantov tim ce zavrsi karijeru igra ce prilagodjavati njemunzm dal citao last season fila dzeksona skine pdf netugde covek po kosarkaski psiholog iznosi vezano sezonu pistonsi izbacili hall of fame ra brajantov odnos trojicom e nekako kritikuju dantonija izgubio prase vasaru obicnu marionetudok dal ce lejkerse krcati sarlot ce savladati oklahomu zavisi onoga desava svlacionici van terena jedini uticaj vidim smanjenu minutazu gasola coveka zasluzan poslednje titule lejkersa skoro brajant tice nasha on odbranu ni igraokroz karijeru kaze dippernemaju klupunemaju dubinu san antoniodenver recimo klipsi doneklea svojih mana itekako igrac meri clutch sutevimapo tom kriterijumu horry najbolji igrac onom radi dodje tog eventualnog suta negooo veterani koprcaju parketu drazi carterov kljakavi tomahawk lebronovo preskakanje jona lucasa pirsova cuska westbrukova srljanje pet igraca ostane ziv,sport,NA
igrac meri clutch sutevima naravno uzeli segmenti igre mu mogla naći mana inače on najbolji svetu dileme ja mrzim izgubi posl sekundi kažu dade trojku a razmišljati desilo ranije tokom meča promašen zicer bacanja slično,sport,NA
 kobija dek meloun otidli pejton hitu morao duzme titulu,sport,NA
bandi favorizujem lebrona stojim iza onog rekao njegovu igru tridesete big upravolejkersi tim ce povucejos godine navodno,sport,NA
lejkersi tim ce povucejos godine navodno krenulo igraće on umre mu dupe zinulo tom šestom titulom nahranio ego izjednačio džordanom,sport,NA
 ja manji problem nazadovanje durantovo napredovanje d polako rastu asistencije po meču postaje kompletan a odbranu igra sasvim ok,sport,NA
more pretekne daљe čordanovoj senci prve tri titule uzeo lejkersi dekova ekipa dek najboљi igrac jezerada a čordan poosvajao on gazda ukratko kobi pipen a dek čordan trojstva neću ni pomiњem jod čordan uradio a ,sport,NA
 lejkersi šekovi ljudi nba vrti rejtinga kobi lice lejkersa franšize lice lige a igranje big market timu mu pomaže tome džeri donekle drugačiji ostalih vlasnika furao titule čovek primarno poslu para a najviše para donosi kobi dokle budu mogli koriste igrača igraće kasnije menadžment poput medžika jeri vesta ostalih njihovih legendi boston lejkersi la žiži javnosti a donosi pare bitan izgled kluba svakom planu igrači treneri uprava upravo godine liga uradi pogurala plejof donose gledanost ponavljam papagaj izračunali jedna utakmica majami lejkersi majami oklahoma gledanija cele finalne serije spurs pacers suma sumarum kobi donosi lejkersima pare lejkersi donose ligi rejtingsegledanost rejtingsi donose reklame reklame donose ligi pare sem kobija bole kobas džordana šeka ostale,sport,NA
uzeće gonzo prvo uđu plej of d jaoooooo smejem doguraju plej ofa bruka d odlično gs dogura bar plej ofa a iskreno nadam matorci pišem sparsi deluju nestvarno ja sećam ljudi dobili čini finiks fazon glavnih igrača ja šoku iskreno voleo recimo okc uzme skapirao klipersi teoretske šanse protiv ovih jačih ekipa uopšte deluju impresivno štaviše suprotno voleo varam ,sport,NA
 ce jordanovoj senci prvo on komercijalizovao nba globalnom nivou javio pravo vreme primat mu devedesetih udarno vreme tice nekog poredjenja lebronbrajant lebron prvu titulu uzeo duetu jednim trojice najboljih ligii cetvorkom jednom najbolji ligi kaze crnobiznis kinta,sport,NA
 ni puta životu gledao noćnu neplej of utakmicu uzeo veceras gledam majami minesota vidim izgleda evropska ekipa protiv ovih koњina pretpostavљam jod gledao voleo objasnite svirali dvedu dutirao trojku l cini barein faul iskљuceњe,sport,NA
brate fakeru brate sreto brat gonzo sportski novinar akcentom kodarku coek prica slažem њim služim mu advokat al cisto covek prica kojedtarije dipperu ja reko priča koješta štaviše ođe glupi ljudi kolko vidim inteligentni komentari razmjenjujemo mišljenja niko pravu priča braunu dantoniju bespredmetna dvojice kompletan trener jedini odgovara kobiju povlači konce timu jeste zen master on ujedno sluša kobija lupi šakom iskontroliše njegove postupke gasol trenutno burazer pretekao jedno svjetlosnu godinu osporavam radio prošlih sezona truba nash igra odbranu uopšte većinom fizičkih nesposobnosti godina nemaju klupu klupu clipsi suprsi npr sasvim drugačija priča klupa kolateralna šteta dovele onolike zvijezde klupa truba tiče lebrona niko spori on popravlja najkompletniji igrač govore ja ponekad zašto muda uzme poslednji šut zagusti istog razloga kojeg mogao uzme titulu prosječnim timom morao upari svim onim silnim zvijezdama kraju svede karakter tj pičketina duši shvataš veoma emotivan tiče košarke ja vukojebini crne gore boli lebron prešao klivlenda majami bit svejedno,sport,NA
ja vukojebini crne gore boli lebron prešao klivlenda majami bit svejedno svejedno živim cg lololo kontam žrtva lige nakon nikada veća gledanost majamija lige uopšte decision prenošena nacionalnoj tv uživo jebote svejedno volim ni ni vejda ooooogromnu pomoć sudija ujedno odgovor stivenovo pitanje bareu kakvo isključenje kakvi bakrači,sport,NA
klupa lejkersa sasvim dovoљna obzirom kakva im prva postava boston imo krd igrace velike trojke mladog ronda mucio uđe plejof osvojio titulu lagano godina kasnije majami velike trojke nidta nakon pomalo težeg starta sezone zavrdio skoro pobeda udo finale gasol igra lode znamo gasol pitaњe zadto igra lode stvari osim brajanta igraju lodije verujem trenera cini loda atmosfera među igracima istina fil čekson al trener ceka priliku vodi jak tim њegova prilika proslavi ni spoelstra boљi trener uostalom dentoni kobijev dobar drugar jod odavno moguće kobi licno predložio dođe a vrati čekson pricalo,sport,NA
 barea ,sport,NA
ja pobornik mišljenja dovoljnu dobru klupune najbolju ligi al dobri majk rotira dovoljno ispovređivali on ni provalio klark ,sport,NA
 kontam žrtva lige nakon nikada veća gledanost majamija lige uopšte stern bog on naćera pređeš jednog tima drugi ti nećeš pogura donese odluku umjesto džejmsa krivica želim čujem osim osim tačno ispao pizda pokušaj pravdanja neosnovan ja pobornik mišljenja dovoljnu dobru klupune najbolju ligi al dobri majk rotira dovoljno ispovređivali on ni provalio klark trebao dobar ruki im energije kontam mogao dokaže odma al pošto ispovređivali došao izražaja četvorka igra odbranu gasol ni pola onoga a odbrana najviše al snila baba milo zabodu nekog solidnog sledeće godine nash ide kobiša ide ubrzo a tim zasniva howardu sposobnost vođa tima moraju dugoročno razmišljaju vrhu godinama drastično loših sezona oscilacija pali moraju gledaju budućnost dovode nove talente grade tim naredne sezone,sport,NA
e pravu potpuno rukija al ni imali visok pik nikako dovedu dobrog iskopa talentovan igrač ispaštaće smene generacija tek osim izvedu opasan trejd,sport,NA
crno lejkersi šekovi ljudi nba vrti rejtinga kobi lice lejkersa franšize lice lige a igranje big market timu mu pomaže tome džeri donekle drugačiji ostalih vlasnika furao titule čovek primarno poslu para a najviše para donosi kobi tada jesu dek tada ikona lejkersa cele nba lige sećam tom periodu obožavao deka lejkerse tek on otidao kobi postao glavni baja a punim pravom pred kobijem vidimo minimum dobrih sezona a pred dekom ni upola boston lejkersi najpopularnije frandize tice marketinga brate crno lejkersi niksi ubedљivo cak ispred majamija seltiksi postali atraktivni okupili ovu veliku trojku popularni ovolikom nivou jod vremena brda mekhejla perida lebronova desižn najveća popularna glupost istoriji nba lige stevan ni puta životu gledao noćnu neplej of utakmicu uzeo veceras gledam majami minesota vidim izgleda evropska ekipa protiv ovih koњina pretpostavљam jod gledao voleo objasnite svirali dvedu dutirao trojku l cini barein faul iskљuceњe dvedov faul prodle sezone faul al podto uveli reči miler pravilo jeste sme namerno mlatarati nogama inicira kontakt a barea jeste zaslužio tehnicku iskљuceњe jeste imbecilno faker tiče lebrona niko spori on popravlja najkompletniji igrač govore ja ponekad zašto muda uzme poslednji šut zagusti istog razloga kojeg mogao uzme titulu prosječnim timom morao upari svim onim silnim zvijezdama kraju svede karakter tj pičketina duši shvataš veoma emotivan tiče košarke ja vukojebini crne gore boli lebron prešao klivlenda majami bit svejedno brate fakeru naravno razmeњujemo midљeњa niko pravu rekoh čejms jeste najkompletniji igrac danadњice najkompletnijih ikada obzira timu tri cetiri boљa dutera њega cega on uzimao zadњi dut tim kavalirsa cak ni prosecan lod pogledaj sezonu otidao majami najgori tim istoka drugi najgori tim lige cisto razume covek doprinosi timu њim najboљi tim istoka lige sezonu ranije zadto on jedini istoriji lige morao istu osvoji podrdke kvalitetnih saigraca rekoh gilbert pametno svoju krivicu њegova nesposobnost tacnije prebacio њega odmah postao omražen,sport,NA
barea isključen kasnijeg verbalnog prepucavanja,sport,NA
 timu tri cetiri boљa dutera њega cega on uzimao zadњi dut ma tome stvar kaže ja uradim uradi on strah uzimanja zadnjeg šuta uradi promaši čitava liga bruji tome on sucks pojma al riskira profitira oću kažem fino preuzme poslednji šut odgovornost prihvati patrick ewing uzimao zadnje šuteve a sigurno imalo boljih šutera starks npr plus on centar dovoljno govori lamarcus aldridge vazda uzima poslednji šut a boljih šutera mjerilo edit a ste govorili prethodno mu povećao fg potvrdio moju konstataciju primijetio šutira spolja snagu izgura igrače koš reketu samim tim rekao timu bolja šutera on krilo najbolji igrač timu a boljih šutera govori njegovom šutu,sport,NA
 dosta ,sport,NA
naravno bruji najbolji as omašio šut pričali tome omašio zicer titulu jebiga najbolji hejtuju dosta protiv memfisa odlučio meč onom trojkom,sport,NA
dippere brate fino al uglavnom ulazi neću cjepidlačim jes clutch ja ti veoma inteligentan shvatio ja mislio ja poštujem on ni kobe ni mj ni jebeni joe johnson tiče clutch situacija spada najveće,sport,NA
 au au auuuuuuuuuuuu,sport,NA
 poena minuta ,sport,NA
 pošao d,sport,NA
 pamti kraja života,sport,NA
ma jok kaže bolelo rame čini rekao mogao propusti tekmu,sport,NA
kakva noć sinoć rasu im kobiša vraća lejkerse razlike nevjerovatan četvrtini vanzemaljac howard uradio jes igarali prethodno al izvukoše lebron game winner ulaz al aj akcija bostona priručnika greenov game winner pobjedu sinoć veče pamćenje,sport,NA
jesi bacio a d šalu stranu stvarno ludnica kie pobeda,sport,NA
brate ja svršio puta snimak lob sitija d lom lom lom d,sport,NA
gaze jezerasi ulete posinoc prvi put igrali ekipa,sport,NA
 večeras tandere,sport,NA
gaze њu orlinsa jedva d kobi poceo razigrava ni stigli misim cini hajlajt klipu al stigli razlike zadњoj cetvrtini respekat,sport,NA
iskustvo jebiga d večeras tekme odlične,sport,NA
a oklahomu nju jork bruklin jutu dalasbice bice veceras dobre tekme igrao denver oklahomu au ,sport,NA
