"post","tema"
"Koga to moje lepe plave oči vide","umetnost"
"Jedan čovek bi hteo da te jebe,
On noćima ne spava zbog tebe,
Svakodnevno mašta kako ti ga meće,
Kad te vidi crkava od sreće,
Egzistencija njegova počiva na tebi,
Budi dobra pa se sa njim jebi!","umetnost"
"Ovo je (po mom mišljenju) jedna od najboljih, najsnažnijih i najekspresivnijih srpskih pesama. 

Miloš Crnjanski - Lament nad Beogradom

JAN MAJEN i moj Srem,
Paris, moji mrtvi drugovi, trešnje u Kini,
priviđaju mi se još, dok ovde ćutim, bdim, i mrem
i ležim, hladan, kao na pepelu klada.
Samo, to više i nismo mi, život, a ni zvezde,
nego neka čudovišta, polipi, delfini,
što se tumbaju preko nas, i plove, i jezde,
i urliču: „Prah, pepeo, smrt je to.“
A viču i rusko „ničevo“ –
i špansko „nada“.
     Ti, međutim, rasteš, uz zornjaču jasnu,
     sa Avalom plavom, u daljini, kao breg.
     Ti treperiš, i kad ovde zvezde gasnu,
     i topiš, ko Sunce, i led suza, i lanjski sneg.
     U Tebi nema besmisla, ni smrti.
     Ti sjajiš kao iskopan stari mač.
     U Tebi sve vaskrsne, i zaigra, pa se vrti,
     i ponavlja, kao dan i detinji plač.
     A kad mi se glas, i oči, i dah, upokoje,
     Ti ćeš me, znam, uzeti na krilo svoje.
ESPANJA i naš Hvar,
Dobrović mrtvi, šeik što se u Sahari beli,
priviđaju mi se još, kao utvare, vatre, var.
Moj Sibe poludeli, zinuo kao peš.
Samo, to više nismo mi, u mladosti i moći,
već neki papagaji, čimpanzi; neveseli,
što mi se smeju i vrište u mojoj samoći.
Jedan se „Leiche! Leiche! Leiche!“ – dere.
Drugi mi šapće: „Cadavere!""
Treći: „Leš, leš, leš.“
     Ti, međutim, širiš, kao labud krila,
     zaborav, na Dunav i Savu, dok spavaju.
     Ti budiš veselost, što je nekad bila,
     kikot, tu, i u mom kriku, vrisku, i vapaju.
     U Tebi nema crva, ni sa groba.
     Ti blistaš, kao kroz suze ljudski smeh.
     U Tebi jedan orač peva, i u zimsko doba,
     prelivši krv, kao vino, u novi meh.
     A kad mi klone glava i budu stali sati,
     Ti ćeš me, znam, poljubiti kao mati.
TI, PROŠLOST, i moj svet,
mladost, ljubavi, gondole, i, na nebu, Mljetci,
priviđate mi se još, kao san, talas, lepi cvet,
u društvu maski, koje je po mene došlo.
Samo, to nisam ja, ni Venecija što se plavi,   
nego neke ruševine, aveti, i stećci,
što ostaju za nama na zemlji, i u travi.
Pa kažu: „Tu leži paša! – Prosjak! – Pas!“
A viču i francusko „tout passe"".
I naše „prošlo"".
     Ti, medutim, stojiš nad širokom rekom,
     nad ravnicom plodnom, tvrd, uzdignut kao štit.
     Ti pevaš vedro, sa grmljavom dalekom,
     i tkaš u stoleća, sa munjama, i svoju nit.
     U Tebi nema moje ljudske tuge.
     Ti imaš streljača pogled prav i nem.
     Ti i plač pretvaraš, kao dažd, u šarene duge,
     a hladiš, ko dalek bor, kad te udahnem.
     A kad dođe čas, da mi se srce staro stiša,
     Tvoj će bagem pasti na me kao kiša.
LIŽBUA i moj put,
u svet, kule u vazduhu i na morskoj peni,
priviđaju mi se još, dok mi žižak drhće ko prut
i prenosi mi zemlju, u sne, u sne, u sne.
Samo, to više nisu, ni žene, ni ljudi živi,
nego neke nemoćne, slabe, i setne, seni,
što mi kažu, da nisu zveri, da nisu krivi,
da im život baš ništa nije dao,
pa šapću „ñao, ñao, ñao“
i naše „ne, ne“.
     Ti, međutim, dišeš, u noćnoj tišini,
     do zvezda, što kazuju put Suncu u tvoj san.
     Ti slušaš svog srca lupu, u dubini,
     što udara, ko stenom, u mračni Kalemegdan.
     Tebi su naši boli sitni mravi.
     Ti biser suza naših bacaš u prah.
     Ali se nad njima, posle, Tvoja zora zaplavi,
     u koju se mlad i veseo zagledah.
     A kad umorno srce moje ućuti, da spi,
     uzglavlje meko ćeš mi, u snu, biti, Ti.
FINISTÈRE i njen stas,
brak, poljupci, bura što je tako silna bila,
priviđaju mi se još, po neki leptir, bulke, klas,
dok, iz prošlosti, slušam, njen korak, tako lak.
Samo, to više nije ona, ni njen glas nasmejan,
nego neki kormoran, divljih i crnih krila,
što viče: zrak svake sreće tone u Okean.
Pa mi mrmlja reči „tombe“ i „sombre“.
Pa krešti njino „ombre, ombre“. –  
i naš „grob“ i „mrak“.
     Ti, međutim, krećeš, ko naš labud večni,
     iz smrti, i krvi, prema Suncu, na svoj put.
     Dok meni dan tone u tvoj ponor rečni,
     Ti se dižeš, iz jutra, sav zracima obasut.
     Ja ću negde, sam, u Sahari, stati,
     u onoj gde su karavani seni,
     ali, ko što uz mrtvog Tuarega čuči mati,
     Ti ćeš, do smrti, biti uteha meni.
     A kad mi slome dušu, koplje i ruku i nogu,
     Tebe, Tebe, znam da ne mogu, ne mogu.
ŽIVOT ljudski, i hrt,
sveo list, galeb, srna, i Mesec na pučini,
priviđaju mi se, na kraju, ko san, kao i smrt
jednog po jednog glumca našeg pozorišta.
Samo, sve to, i ja, nismo nikad ni bili više,
nego neka pena, trenutci, šapat u Kini,
što sapće, kao i srce, sve hladnije i tiše:
da ne ostaju, ni Ming, ni yang, ni yin,
ni Tao, trešnje, ni mandarin.
Niko i ništa.
     Ti, međutim, sjaš, i sad, kroz san moj tavni,
     kroz bezbroj suza naših, večan, u mrak, i prah.
     Krv tvoja ko rosa pala je na ravni,
     ko nekad, da hladi tolikih samrtnički dah.
     Grlim još jednom, na Tvoj kamen strmi,
     i Tebe, i Savu, i Tvoj Dunav trom.
     Sunce se rađa u mom snu. Sini! Sevni! Zagrmi!
     Ime Tvoje, kao iz vedrog neba grom.
     A kad i meni odbije čas stari sahat Tvoj,
     to ime će biti  poslednji šapat moj.","umetnost"
"Jedno vreme bih svako veče legao da spavam uz Lament; jeste, izuzetna je. 

„Koliko, koliko još moram da budem ovde
Zatočen medju ovim sumornim predgradjima
Prostačkog duha? Gde god sada pogledam
Pomaljaju se crne ruševine moga života
Toliko sam godina ovde bio
Trošio i rasipao, i ništa nisam stekao.
Nema nove zemlje, prijatelju, nema
Novog mora, jer grad će te pratiti,
Lutaćeš istim ulicama bez kraja,
Ista duhovna predgradja klize iz mladosti
U starost,
Najzad pobele u istoj kući – grad je kavez.
Nema drugih mesta, uvek ovo
Tvoje zemaljsko pristanište, i ne postoji brod
Kojim bi pobegao od samog sebe.
Zar ne vidiš
Da baš kao što si upropastio svoj život
Na ovom jednom parčetu zemlje
Tako si upropastio sada
Njegovu vrednost svuda – po čitavoj zemlji“?
Iz Aleksandrijskog kvarteta","umetnost"
"Sebicno je voleti samo jednu zenu, to znaci da zaboravljas na sve ostale kojima je potrebna tvoja ljubav i zastita...","umetnost"
"...""Spram šalitrene i kamene večeri
opremljene nevidljivim britvama
jedan crveni neodgonetljivi rukopis
ispisuješ na mojoj koži i te rane
prekrivaju me kao odelo od plamena,
gorim ne sagorevajući, tražim vode
a u tvojim očima nema vode, ima kamenja,
a tvoje grudi, tvoja utroba, tvoja bedra
od kamena su, tvoja usta mirišu na prašinu,
tvoja usta mirišu na zatrovano vreme,
tvoje telo miriše na jamu bez izlaza,
uski prolaz ogledalâ koja ponavljaju
oči žednika, nogostup
koji se vraća uvek tački polaska,
i ti me vodiš slepog za ruku
tim tvrdokornim salama
prema središtu kruga i uspravljaš se
kao sjaj koji se ledi u sveću,
kao svetlost koja ume da zdere, očaravajuća,
kao gubilište za osuđenika,
osetljiv kao bič i stasit
kao oružje mesečevo blizanče,
dok tvoje naoštrene reči kopaju
moje grudi i pustoše ih i prazne,
otimaš mi jednu po jednu uspomenu,
zaboravio sam svoje ime, moji prijatelji
među svinjama grokću ili se kvare
dok ih sunce jede u provaliji"".

Iz zbirke ""Himna medju ruševinama"" Oktavia Paza","umetnost"
"DESANKA MAKSIMOVIĆ – U proleće

U proleće
dok se raduješ prvom listu na grabu,
dok pogledom pratiš pticu laku
što pod nebesa ode pravo,
misli o izmaku
mladosti i sveta
naiđu naglo, vrtoglavo.

Obuzima te osećanje,
moglo bi se zvati i tuga,
kad se srce ne bi radovalo
što će i taj pljusak munjeviti,
i ta duga,
proplanak cvetni,
maslačak, ljutići,
biti isti takvi, istovetni,
kada ti tuda ne mogneš ići.

Nizaće se lanci crvenih buba
kao davno
u travnoj porti brankovinskoj,
oko lipovih žila;
u cvetu, rumenoj čaši vinskoj,
dva stvorenjca će se zagrliti,
kao sad što su se zagrlila.

U zeleno nebo
pretvaraće maslačak livadu ranu,
u bilu će mu teći sunce,
neće znati šta će sa zlatom trava.
Kao na nebu belo runce,
kao maslačka zrele krune,
tuga mi srce razvejava.

Da mi je samo posle sto leta,
posle stotinu leta samo,
doći u onaj zakutak sveta,
da se radujem opet
klici i kaplji, kamičku riđem,
da se opijem svačim,
da zaljubljene zaobiđem,
mrava na stazi prekoračim.

Ne krijte se od mene, 
zaljubljeni, 
ruke spletene ne rasplićite,
ne rastavljajte žedne zene;
i ja sam niza te staze vite,
pokraj paprati,
išla, a rojili se oko mene
vreli šapati.

Ne krijte se od mene,
zaljubljeni,
ostanite kao da ste sreli
pticu u žbunu,
oblak koji po nebu pliva,
jutros i ja spadam
u ta stvorenja nezlobiva.

Ptico, ne beži,
i ja hoću
jutros da pevam o tom što i ti,
o svetloj daljini,
o zvezdi, nebeskoj jagorčevini;
i ja tražim jutros samoću,
u mladoj šumi bogaz skroviti.

I na mene nailazi poplava sete,
slađe od slasti,
i meni se sviđa pepeljasti
pevač na grani,
jasno mu i ja čujem srdašce:
bije li, bije.
I meni se sviđa, lepši od bašte,
Suncem obasjan vidik Srbije.

Obuzima me osećanje
velikoj nekoj radosti slično;
moglo bi se zvati rodoljublje,
da nije u njemu sve tako lično,
da se ne vezuje tako snažno
za svaku sitnicu,
biljku, kamičak, neznanu priču.

Penje se penje radosna vatra
I celo srce obuzima,
misliš ovako topla sunca
nema ni Sumatra,
nema ni stepa te rosne trave,
ni kolibri nemaju perje svetlo
što žuna ima.

Da mi je doći posle sto leta
i pogledati
kako s proleća cveće cvati,
kako duga
zaljubljeno oko brega ruku ovi;
da mi je znati
kakvi će biti ljudi novi,
kako će se životu radovati.

U proleće
kad pupoljak stane da prska,
kad se trava zagrcne rosom,
pesnika što stari zgrabi tuga;
ali tuga kojoj tuđa proleća
nisu mrska,
već žudno gleda sunčanom kosom
po svetu bilja
i blagosilja.

I kada mene ne bude bilo,
neka me opet cveće zameće
u plodove,
i neka peva zeba,
nek na sastanak Sunce zove,
nek prska pupoljak mladog neba.

Dok je proleća,
nek i pesama bude o njemu;
neka se peva o brezi, klenu,
potoku što srebrom dolinu proši,
o jutru vatrenu
i o oblaku kišonoši.

Dok je žena pesnika,
nek se u proleće peva o ljubavi,
o srcu što ga, kao plod granu,
ona polomi, do zemlje povi.
Neka niču ti topli stihovi
Kao proleće goluždravi.

Dok nam je zemlje,
dok je njenih zelenih griva,
zlatnih nedara,
hrabrosti njene gordih plima,
neka je pesnik u stih saliva,
nek večno o njoj pesama ima.

O, da mi je posle stotinu leta,
kada na srcu već nikne zova,
moći čuti
o proleću i otadžbini,
njenoj vedrini,
budućih pesnika stih nadahnuti.","umetnost"
"Kristalno more, pesak, usamljeno, tropsko ostrvo... I neka devojčica, slatka k'o lubenica","umetnost"
"Stratimire možeš od toga da sastaviš haiku pesmu, nije jednostavno (mada danas imaš i moderni haiku, koji ti daje više slobode) ali bi moglo ispasti odlično.

https://www.youtube.com/watch?v=-rumi_Ugomc","umetnost"
"...i odmah vidi se...opet je bio grub...njegovi otisci...po njenom telu su...ne izlazi napolje...u 4 zida je...samo za tvoje oči...ona skida se...
youtube.com/watch?v=xWE2bAGPeGU","umetnost"
"Remek - delo https://www.youtube.com/watch?v=3wVTmlD86a8&ab_channel=Tamino","umetnost"
"Melky kenja mi se od ovoga Melky ne može se slušati duže od par sekundi","umetnost"
"- Hoćeš kesu?
- Melky, melky","umetnost"
"Računao sam svoje godine i otkrio da mi je ostalo manje vremena za život od onog koji sam proživeo dosad.

Osećam se kao dete koje je dobilo kutiju slatkiša, prve je pojelo sa zadovoljstvom, ali kad je videlo da ih je ostalo još malo, počelo ih je jesti sa posebnom pažnjom i uživati u svakom zalogaju.

Nemam više vremena za beskonačne konferencije u kojima se govori o statutima, pravilima, procedurama i unutrašnjim odredbama, znajući da ništa od toga neće biti postignuto.

Nemam više vremena da podnosim apsurdne ljude koji, uprkos poodmaklim godinama, još nisu odrasli.

Nemam više vremena da se borim sa neostvarenim. Ne želim da budem na skupovima gde se ego naduvava.

Ne mogu da trpim manipulatore i oportuniste. Nerviraju me zavidni ljudi koji pokušavaju da diskredituju sposobne da bi osvojili njihove pozicije, talente i dostignuća.

Moje vreme je prekratko da bih raspravljao o naslovima. Želim sadržaj, supstancu, mojoj duši se žuri.

Nije ostalo još puno slatkiša u kutiji.

Želim da provedem život sa ljudima koje krasi istinska čovečnost. Ljudima, koji umeju da se smeju vlastitim greškama. Ljudima koji razumeju svoje predodređenje i ne kriju se od svojih dužnosti. Onima koji brane ljudsko dostojanstvo i žele samo da budu na strani istine, pravde i pravednosti. To je ono što život čini vrednim življenja.

Želim da budem okružen ljudima koji znaju kako da dodirnu srce drugih ljudi. Ljudima koje su teški udarci u životu naučili da odrastu i sačuvaju nežne dodire duše.

Da, žuri mi se. Žuri mi se da živim tim intenzitetom koju samo zrelost može dati.

Ne želim uzalud da potrošim više ni jedan slatkiš koji mi je preostao. Siguran sam da su još slađi od onih koje sam već pojeo.

Moj cilj je doći do kraja u miru sa sobom, sa mojim bližnjima i mojom savešću.

Imamo dva života i onaj drugi počinje u trenutku kad shvatiš da je život samo jedan.

(Mariju đi Andrađi (Mário de Andrade), 1893-1945, pesnik, pisac, esejista i muzikolog, jedan od osnivača brazilskog modernizma)

https://www.youtube.com/watch?v=u9kbvQwWwmw","umetnost"
"Đi Andrađi?

Totali Irelevanći, izmočam ti se u usta, uh jebem li ti sve, uh uh","umetnost"
"Uh kako te mrzim demončino jao jao","umetnost"
"Vise ne pisem poeziju, ali se nadam nekoj kvalitetnoj i energicnoj jebacini, makar na kratko, makar bez emocija, da je pustim da se usunja pod okriljem noci, ako zeli i ako joj trebam... Ne trazim nista zauzvrat, osim da se od mene ne trazi ljubav. Ljubav nije za plastiku... Ali mom revolveru, ljubav ni ne treba. Treba mu samo vrela i vlazna picka, da me baci u pozudu i strast, dok u dubini svoje duse, ostajem kaludjer, veran jedino Bogu, i od Boga jedino i voljen.","umetnost"
"1 

Kad noću dišeš, ja u polutami 
Osećam kako tišina svetluca, 
Dok slušam kako pored uzglavlja mi 
Na slepom oku tvoje bilo kuca; 
I tek u zoru kapke takne san mi, 
Kad tvoj se tanji od blizine sunca: 
Već godinama u sinkopi snimo, 
A naša ljubav stari kao vino. 

2 

Ja usnem pored tebe tek kad zora 
Zapara noktom dno neba kroz grane — 
Pa znam kad sanjaš, znam i kakav san je, 
Da li paslika vrta ili mora. 
I tako čitam noćno putovanje 
Na licu voljenome, još bez bora: 
Da putovanje svede ujutro se 
U trag na jastuku i miris kose. 

3 

Kada te pitam šta si snila noćas, 
Kažeš da ne znaš, ili se nasmešiš; 
Da l zbilja snito zaboraviš očas, 
Il zagonetku ne želiš da rešiš? 
Možda je bila pustoš i hladnoća, 
Pa zaboravom namernim se tešiš: 
Da mi je da ti mesto pesme ove 
Napišem čitak sinopsis za snove! 

4 

Već godinama znam da nestajemo 
3ajedno: tako pisah još u dane 
Kad vreme beše val sa slanom penom 
Mladosti, svetlom strašću usijane; 
Sada sve više znam da nestaćemo 
Kao dva pozna ploda s iste grane, 
Koje zajedno strese krajem dana 
Odlučna, blaga ruka baštovana. 

5

Da li osećaš ovo ubrzanje: 
To prostori se sabiru u nama 
Ko med u saće; daljine se tanje 
Kao folija: iza nje je tama 
I vrv od zvezda neznanih, postanje 
Nesagledanog, crno usijanje — 
A s ove strane stanjene folije 
Pozno proleće. I magnolije. 

6 

U disanje si moje upevana 
Ko molitva u obred. Tobom dišem. 
U rukopisu mom si upisana 
Između svakog slova koje pišem. 
Izuzmi sebe iz bilo kog dana, 
I ja ću biti izvesnosti lišen — 
A to su dani koje i ne brojim, 
Jer ne znam da li u njima postojim. 

7 

Jednom, kad dugo bila si na putu 
Po nekom podneblju što nije tvoje, 
A nisam znao pravac ni maršrutu, 
Ni šta ti na tom putu pisano je, 
Kada po dan bi stao u minutu, 
Kad morao sam da volim za dvoje, 
Uvežbao sam vrhovnu veštinu: 
Strpljenje. Neki u toj vežbi ginu. 

8 

Linije sveta vidljivog i inog 
Svetlucaju mi u tvojoj auri; 
u svetu izvan tebe ja sam inok 
U isposnici, leptir u čauri. 
U jednačini sveta mi smo binom: 
To nije reko Petrarka Lauri, 
No matrica je ista. Isti pokret. 
Govor duše s dušom, kako reče Sokrat. 

9 

Mi smo dve žiže u jednoj elipsi 
Što nepoznatom telu je putanja; 
Je li to zvezda? Il svetlost što misli 
Svoju težinu tokom putovanja? 
Mi smo dve žiže u jednoj elipsi 
Zbližene tačnom merom odstojanja 
Koje u svemu odgovara crti 
Što spaja žiže ljubavi i smrti. 

10 

Kad noću dišeš pored uzglavlja mi 
Ja slušam spori pokret zodijaka 
Nad ravnim krovom, glasove u tami 
Što boji prostor između dva znaka; 
Najbliži svetu onda kad smo sami, 
Kad duša sveta šapuće iz mraka, 
Učimo mudrost druženja s tišinom — 
I ljubav naša stari kao vino.","umetnost"
"jebote, Melkijades još...ko je beše pričao da je on umro?","umetnost"
"Verovatno sam Melkijades :)","umetnost"
"Nosila je ona
Majicu usku
Imala je ona
sisu dobru
I još jednu je imala
Sisu dobru
Znači, sise dve
Baš dobre
Voleo sam da je gledam
A tako jebao bih je","umetnost"
"Znamo da si ti ovaj pro-past zapato","umetnost"
"https://dupliespreso.wordpress.com/2021/07/03/stari-poete-transhumanisticka-ljubavna-poema/","umetnost"
"Jovo, ovo nije visokog kvaliteta iskr. Prilicno je derivativno, na stranu sto je stilski lose. Znam te stvari jbg","umetnost"
"Pa ja i nisam pjesnik, nego, eto dođe mi ponekad da napišem nešto iz zajebancije.
A na šta misliš kad kažeš ""te stvari""? Vjerujem da je tema već obrađena, ali možda ne na ovakav način, tj. transhumanističke teme su jako popularne u poslednje vrijeme, ali nisam naišao na to da je neko povezao stare pjesnike i njihovu relevantnost sa umnožavanjem digitalnih kopija i međusobnom ljubomorom između njih.","umetnost"
"Pa ""te stvari"", mislim da sam prilicno jak autoritet na polju pisane forme, and this... not good. Procitaj onu pesmu iz filma ""im thinking of ending things"" i videces kako treba zvucati moderna poezija","umetnost"
"mislim da sam prilicno jak autoritet na polju pisane forme

Sto se blamiras,jaoo","umetnost"
"Pa ti čim kažeš da postoji način kako treba zvučati moderna poezija znači da prihvataš neke nametnute šablone. Ja se s tim u startu ne mogu složiti. Naravno ako pišeš sonet, trebalo bi da ispoštuješ formu soneta, ali reći da postoji neko opšte pravilo za komplet modernu poeziju koje svi treba da se drže, to nema smisla.

Ipak, pročitao sam pjesmu ""Bonedog"" iz pomenutog filma, i mogu reći da je sjajna.
Ona mnogo dublje ulazi u svoju problematiku, i zauzima konkretan stav i na kraju daje i neki odgovor.

Ono što mojoj pjesmi nedostaje, je to što je isuviše optimistična, i nekako jedva površinski zagrebava neke teške teme. Zapravo samo otvara temu, postavlja neka pitanja, ali ne daje odgovore. I ono što sam ja pisao je vrlo spekulativno, u domenu naučne fantastike. Niko još ne zna da li će ikada postojati digitalne kopije ljudi koje su svjesne, itd. i koje žele da budu prihvaćene kao realne osobe. To ako se stvarno desi, to će izazvati takve tektonske poremećaje u praktično svemu, da više ništa neće biti isto. Tim stvarima se ozbiljno bave filozofi na nekim institutima na Zapadu, npr. Future of Humanity Institute... a ja ono što sam napisao je kako to doživljava jedan laik za te stvari, koji se ne usuđuje s tim ozbiljno baviti, ali koji naslućuje tek neke reperkusije toga svega, i koji iako se uglavnom drži po strani, ipak se dovoljno susreo sa takvim materijalima, da su oni na njega već sad ostavili neki utisak.","umetnost"
"ono što tvojoj pesmi nedostaje je da bude pesma. poezija bez rime je teško izvodljiva, a ti nisi uspio. ovo je besjeda xd","umetnost"
"to stoji :)
slobodni stih, ali ono, baš slobodni :D","umetnost"
"a dobro razumem te, naišla ti inspiracija sigurno i onda si samo pisao. ja se ponekad zajebem jer se ograničim rimom","umetnost"
"Lepo si ono napisao iako više volim kada ima rime. 
Da, zajebano je nekad da se usklade smisao i rima i da ostanu prvobitna misao i ideja neizmenjeni. Uvek nešto mora da se izmeni da bi bilo sve na mestu. Ako zapisuješ u neku svesku dopiši da strane prvobitno kako si zamislio ili naknadna ideja kako bi drugačije moglo. I posle nekog vremena kad i zaboraviš da si sve to napisao, otvoriš svesku, izlistaš kao da čitaš nešto tuđe, i prepraviš kako ti se sviđa i kako misliš da je bolje.","umetnost"
"https://dupliespreso.wordpress.com/2021/07/05/dva-piva-u-kazinu-za-dz/","umetnost"
"Kada skočim ja u more
otplivam do bova
dobar čovek Jova
za sok je najbolja zova","umetnost"
":)","umetnost"
"Sviđa mi se što ti je pozitivna poezija, nije neko crnilo i setno kukumačenje za izgubljenom ljubavi s kojom si šetkao zelenim poljima punim cveća, buba, zmija i ostalih znanih i neznanih akrepa i karakondžula.","umetnost"
"""Rasputnica"" Ljubomira Simovića AKO NEKA NEGDE IMA, NAĐE - RELATIVNO HITNO MI TREBA!!!","umetnost"
"Ravnodušna pesma, Sima Pandurović

Čovek se, katkad, povuče u samoću,
Zbog starosti, umora il’ razočarenja,
Il’ možda zbog svega skupa. I tad, noću,
U časovima neželjenih bdenja,
On vidi duboku i jadnu prazninu
Srca k’o života, života k’o sveta,
I da duše kao leptirovi ginu,
I da svaka nada k’o magla odleta.
I, za čudo! Tada ništa mu ne smeta:
Ni šum mrvih seni, ni idoli pali;
Sam se pita zašto i šta da se žali?
A jedan se osmeh rađa polagano:
Osmeh koji ništa ne mrzi nit voli,
Osmeh blag, sažaljiv, kad se sve preboli,
I sadašnji jadi i nadanje rano,
I bol što je muklo naša srca cep’o
Sve postaje jedno. Pa i to je lepo…","umetnost"
"Ovo je moje. Volela bih da mi kažete mišljenje. Već je izašla u jednom zborniku ali želim vaša mišljenja.
Poslednje što sam napisala. Dugo, baš dugo ne pišem. Pamtim taj trenutak. Izgledao je kao smrt ali niko nije umro.

          I

Niko ti nije više dao
ušećerenih snova,
niti te je iko gledao
očima zvezdanog žara;
Niko te nije ledom želeo,
niti vatrom odbio od usne
samo da bi te poznao
po najvećoj daljini
u korak, u dah, u treptaj oka.

                II
Nisam živela dok nisam razumela
da život ne treba da se razume već živi.

Imao je oči od divljeg plamena,
zarobljene nekom tugom ali slobodne
dovoljno da pokore i postanu porok.

               III

Nisam se saplela o tebe.
Tebi sam se vešala o vrat.
Ti si se spotakao o mene.
I skinuo me s vrata.

Dajem ti slobodu za sva vremena. 
I sva vremena u zarečju ukoričenih rana.
U svakoj rani ikonu tvog lika
Da me njome pomiluju kada me osude 
za sva nedela i dela iz ljubavi
prema onome čega nema.","umetnost"
"Zvuči ok, proza, malo teško se čita.. zanimljive, ali malo mračne misli","umetnost"
"simp alert","umetnost"
"Pa da. Jer Šekspirova rima u poeziji se smatra prevaziđenom. Sve što sam u njoj napisala - odbijeno je. Debili postavljaju pravila o šatro slobodnim formama ...

Evo još jedna i neću vas smarati ...

Poezija je stopostotno dosadna većini.

        Tišine

Tišine su surove.
U njima se bol najbolje izleže.
Tu se množi, gomila i sustiže.
One su gnezda njegova i postelje.

Tišine su stroge.
Po tačnom redu zabadaju noževe
u svaku poru, boru, u sve pregibe.
Biva to oštro, pogromno usecanje
slika i glasova što terete sećanje.

Tišine su čiste. 
Iako tamne i uvek iste, mirnoća njina
istinom boji prostranstva muka.
Iako pune strahota, jauka, 
iako krvave i sasvim crne 
od vatre njihove
- duše se prečiste, telo utrne.

Tišine su beskrajne.
U njima sve se sastavlja, sve traje, 
i raja i pakla tu su odaje;
Sve vode i sve luke jedno bivaju,
pod velom tajne počivaju.

Glas 
- i pobune se u isti čas.
Krik
- uguše mirno, prečest im trik.","umetnost"
"simp alert

Ne znam kako ovo da shvatim, pozitivno ili negativno. Biće da je negativno svakako.
Hvala na čitanju elem! :)","umetnost"
"Tišine imaju jake momente.","umetnost"
"Hvala.","umetnost"
"Uffff, ljubavne žalopojke, gorko i teško za čitanje, mračno, depresivno nekako, meni lično odbojno. Neko je morao i ovo da napiše.","umetnost"
"Hvala škoddie što si podneo tu žrtvu","umetnost"
"the council of men approves and praise skodi","umetnost"
"Men? Hahahahhahahahahahaha","umetnost"
"dobro dobro prerasli autisticni asocijalni djecaci :((","umetnost"
"Uffff, ljubavne žalopojke, gorko i teško za čitanje, mračno, depresivno nekako, meni lično odbojno. Neko je morao i ovo da napiše.

Zašto mi se izvinjavaš? 
Prvo - TIŠINE nemaju veze s ljubavlju, više su egzistencijalna filozofska monodrama.

A drugo - patetika je život, druže. To što ti od nje bežiš i klasifikuješ je kao žalopojku je tvoj problem, ne moj. I nisi jedni naravno. Celokupna svetska umetnost se temelji na dva aspekta - apsurdu i patetici. Ti biraš da pobegneš od suštine... Poezija je suviše uzvišena za ljude koji beže od visina. Žao je i meni, i ovo je morao neko da kaže.","umetnost"
"Sve sam u pravu. Zato me i mrzite. Voleće me neko kad umrem, neko ko me bude čitao. Ja nisam Andrić, ja sam ženski poeta naturalis. Ostalo me ne zanima. I da, slažem se da sam odabrala sirove stvari ali samo njih imam u telefonu. Laptop mi je crko, ovde knjigu ili zbirku ne mogu da okačim ... jbg. Komisijo praznine i pustoši. 
Vi ste zapravo jedan ogromni vašar taštine. Pretužno. Svako ima pravo na mišljenje ali ne možeš generalizovati moje stvaralaštvo na osnovu dve traši pesme, jer jesu traši slažem se..Mislm da nešto bolje okačim ovde da bi me razapeli","umetnost"
"Zašto mi se izvinjavaš?

A đe sam se to izvinuo? 
Nije to visina, visina je optimizam, patetika je gušenje u blatu besmisla.","umetnost"
"I sam sam pisao takav toksičan sadržaj i kad sam uzeo da prebiram šta valja da skrpim zbirku za konkurs više od pola sam preškrabao kao škart i upravo te žalopojke.","umetnost"
"t r a š i
r
a
š
i","umetnost"
"Eh kako mi nedostaje autorka Avvl od kako je otisla, kao da je jos uvijek cujem","umetnost"
"Kvarna sarma

Napetost je prošla
Misliš da je kraj
Ali grdno si se prevario znaj

Stomak počinje da krčka
I izbija mlaz ko iz vedra neba
'Bem ti kvarne sarme
Tako ti i treba","umetnost"
"the council of men approves and praise skodi

https://c.tenor.com/J5A9wZzn3ZYAAAAM/robert-redford-jeremiah-johnson.gif","umetnost"
"Zašto mi se izvinjavaš?
Prvo - TIŠINE nemaju veze s ljubavlju, više su egzistencijalna filozofska monodrama.

A drugo - patetika je život, druže. To što ti od nje bežiš i klasifikuješ je kao žalopojku je tvoj problem, ne moj. I nisi jedni naravno. Celokupna svetska umetnost se temelji na dva aspekta - apsurdu i patetici. Ti biraš da pobegneš od suštine... Poezija je suviše uzvišena za ljude koji beže od visina. Žao je i meni, i ovo je morao neko da kaže.

sve do kraja tacno, ali

Sve sam u pravu. Zato me i mrzite. Voleće me neko kad umrem, neko ko me bude čitao. Ja nisam Andrić, ja sam ženski poeta naturalis. Ostalo me ne zanima. I da, slažem se da sam odabrala sirove stvari ali samo njih imam u telefonu. Laptop mi je crko, ovde knjigu ili zbirku ne mogu da okačim ... jbg. Komisijo praznine i pustoši.
Vi ste zapravo jedan ogromni vašar taštine. Pretužno. Svako ima pravo na mišljenje ali ne možeš generalizovati moje stvaralaštvo na osnovu dve traši pesme, jer jesu traši slažem se..Mislm da nešto bolje okačim ovde da bi me razapeli

cemu ovo? prozivas ljude za tastinu, sto ruku na srce ovde jeste stanje, ko sto je i svuda, a prva se ljutis redom na sve posto im se ne svidja tvoja poezija i kazu to.","umetnost"
