post,tema,topic
često tukla psa hehe,umetnost,NA
crko ,umetnost,NA
 poezijastranapost sklepani pateticni pokudaj parodijekavera dokon zaludan onoj nevesela pokojni mrdt snebљivi lik januare seju tropskim predelom aritmicni hod tvog trupla izbledelog telom verbalizovan posmrtni krik nimalo drukcija sopstvene sene prolazniku neopaženo kroz podne klizne nijanse mraka prelamad kroz prizme ti gordo nosid nakaradne gene viskozna žuc napaja ti vene gorca soka utrobe zveri razgara žeљu kroz dveri raspustim mahnite silene mrklom neprobojnom mraku kažњavam tifusne puti zamahom korbaca krutim vratim natrag memљivu raku stanem ploda tvoga brati sacuvaj setno pokojnicko lice a ja ti poput vedtog brice kamom tupim osmeh naslikati lolok,umetnost,NA
jesi ti bede pisao dprdњa kaver rejvena kolko sećam plakaњe ae baci link pocetim ,umetnost,NA
 naslov pesme izrecitovao tomislav nikolić jednoj emisiji њegova pesma kažed daleko brda tvrda opora zemљa daleka iza beskraja plavi snu javi ceka kažed smirena jutra sutra svanuti takvo jedno cedno umiveno prelepo divna jutra ceka kažed jod stoji dedina kuća pred њom žuća dљiva lipa potok reka daleka snu javi ceka kažed љudi nalik vredni leњi dovoљno dugih ruku muku skriju kažu cesto viđo takve ceka kažed pevali ste lepe pesme skupa prepuna klupa pevaca glasovi neba pevaju pesma ceka kažed pitad zadto otidao њih svih znanih dragih osoba komdija otero pudka mina sacuvam sina odnela reka daleka iza beskraja plavi snu javi iko ceka,umetnost,NA
jesi ti bede pisao dprdњa kaver rejvena kolko sećam plakaњe ae baci link pocetim ispala pesnicko cosestranapost,umetnost,NA
 izvrištah ,umetnost,NA
drugar poslao pjesmu ovu pasusu izmanevrisaću nekako čitljivija nigdje netu nađem ljubomir simović subota milovanje predostrožno trbušno grudno nožno zebnja mišljah bezrazložno košulja mu lanolin mišici tetovirana vera lenger rukavu ruzmarin mu izvezen šešira šišmiši zvezde izbezumljivanje naprosto presvisla lepše onim kapetanom lep bog petak a sredu suknja hemijsko čišćenje dvesta banki a ja lično trolejbus venerično,umetnost,NA
marko kraljević musa kesedžija vino pije musa arbanasa stambolu krčmi bijeloj musa nakitio vina poče pijan besjediti devet godinica dvorim cara stambolu ni izdvorih konja ni oružja ni dolame nove ni polovne al vjere tvrde odvrć ravno primorje zatvoriću skele drumove okolo primorja načiniću kulu primorju kule gvozdene čengele vješaću mu hodže hadžije gođ ture pjano govorilo trijezno bješe učinilo odvrže primorje ravno pozatvora skele drumove okolo primorja kud prolazi carevina blago godinu po trista tovara musa ustavio primorju kulu načinio kule gvozdene čengele vješa caru hodže hadžije caru tužbe dodijaše posla njga ćuprilić vezira njime tri hiljade vojske dođoše ravno primorje polomi musa po primorju uvati ćuprilić vezira saveza mu ruke naopako a sveza mu noge ispod konja posla caru stambola stade care mejdandžije tražit obećava nebrojeno blago tko pogubi musu kesedžiju odlazaše stambolu on dolazaše care ljuto zabrinuo al mu veli hodža ćupriliću gospodine care stambola kraljeviću marko zgubio musu kesedžiju pogleda care poprijeko on proli suze očiju prođi hodža ćupriliću pominješ kraljevića marka kosti istrunule puno tri godine dana vrgo tavnicu nijesam otvorio veli hodža ćupriliću milosti care gospodine dao onome junaku ti živa kazo marka veli care gospodine dao mu bosni vezirstvo promjene devet godina tražim pare ni dinara skoči hodža noge lagane otvori tavnici vrata izvede kraljevića marka izvede pred cara čestitog kosa mu zemljice crne polu stere polom pokriva nokti mu orati mogo ubila memla kamena pocrnio kamen sinji veli care kraljeviću marku jesi l đegođ životu marko jesam care rđavu sjede care kazivati marku musa počinio on pita kraljevića marka marko pouzdati otideš primorje ravno pogubiš musu kesedžiju daću blaga ti drago veli kraljeviću marko aja bogme care gospodine ubila memla kamena ja ni očima gledat kamol musom mejdan dijeliti namjesti đegođ mehanu primakni vina rakije debela mesa ovnujskoga beškota ljeba bijeloga posjedim nekoliko dana kazaću ti mejdana car dobavi tri berbera mlada mije drugi marka brije a treći mu nokte sarezuje namjesti novu mehanu primače mu vina rakije debela mesa ovnujskoga beškota ljeba bijeloga sjede marko tri mjeseca dana život povratio pita care kraljevića marka veće pouzdati dosadi ljuta sirotinja tužeći musu prokletog veli marko caru čestitome donesi suve drenovine tavana devet godina ogledam donese mu suvu drenovinu steže marko desnicu ruku pršte drvo nadvoje natroje al voda udari bogme care jošte vreme stade joste mjesec dana marko ponačini viđe mejdana ište suvu drenovinu donesoše drenovinu marku steže desnicu ruku pršte pusta nadvoje natroje dvje kaplje vode iskočiše tada marko caru progovara prilika care mejdana on ode novaku kovaču kuj sablju novače kovaču kakvu nisi prije sakovao dade trideset dukata on ode novu mehanu pije vino tri četiri dana pak došeta novaka jesi l novo sablju sakovao iznese mu sablju sakovanu veli kraljeviću marko dobra novače kovaču novak marku tiho govorio eto sablje a eto nakovnja ti ogledaj sablju kakva ti manu sabljom desnicom rukom udari po nakovnju marko nakovnja pola presjekao on pita novaka kovača oj boga ti novace kovacu jesi l ikad bolju sakovao veli novače kovaču oj boga kraljeviću marko jesam jednu bolju sakovao bolju sablju a boljem junaku odvrže musa primorje sablju sakovao udari njome po nakovnju ni trupina zdrava ostade ražljuti kraljeviću marko govori novaku kovaču pruži ruku novače kovaču pruži ruku ti sablju platim prevari ujede guja prevari pruži desnu ruku manu sabljom kraljeviću marko odsječe mu ruku ramena eto novače kovaču kuješ ni ni gore a naj stotinu dukata rani života tvoga dade stotinu dukata posjede šarca mejdana ode pravo primorje ravno skita a musu pita jedno jutro bješe poranio uz klisuru tvrda kačanika al eto ti muse kesedžije vrančiću noge prekrstio topuzinu baca oblake dočekuje bijele ruke drugom prikučiše reče marko musi kesedžiji deli musa uklon puta il ukloni il pokloni al govori musa arbanasa prođi marko zameći kavge il odjaši pijemo vino a ja ti ukloniti neću t jest rodila kraljica čardaku meku dušeku čistu svilu zavijala a zlaćenom žicom povijala odranila medom šećerom a ljuta arnautka ovaca ploči studenoj crnu struku zavijala a kupinom lozom povijala odranila skrobom ovsenijem često zaklinjala nikom uklanjam puta začu prilipa marko on tad pušća bojno koplje svome šarcu između ušiju deli musi prsi junačke topuz musa dočekao koplje preturio pak poteže bojno koplje udari kraljevića marka topuz marko dočekao prebio tri polovine potegoše sablje okovane drugom juriš učiniše manu sabljom kraljeviću marko deli musa buzdovan podbaci prebi mu tri polovine pak poteže svoju sablju naglo udari marka kraljevića al podbaci topuzinu marko izbi mu sablju balčaka potegoše perne buzdovane stadoše udarati buzdovanma pera oblomiše baciše zelenu travu dobrijeh konja odskočiše ščepaše kosti junačke pognaše po zelenoj travi namjeri junak junaka deli musa kraljića marka niti obori marka nit dade musa oboriti nosiše ljetnji dan podne musu bjela pjena popanula kraljevića bjela krvava progovara musa kesedžija mani marko jali omanem omahuje kraljeviću marko al učini tad omanu musa kesedžija udri marka zelenu travu pak mu sjede prsi junačke al procvilje kraljeviću marko đe posestrimo vilo đe niđe eda krivo zaklinjala đe gođ nevolje ćeš nevolji javi mu oblaka vila zašto brate kraljeviću marko jesam ti bolan govorila činiš neđelju kavge sramota dvome jednoga đe guje potaje glednu musa brdu oblaku otkud vila progovara mače marko nože potaje raspori musu kesedžiju učkura bijela grla mrtav musa pritisnuo marka jedva iskopao marko a stade marko premetati al musi tri srca junačka troja rebra jedna pod drugijem jedno mu srce umorilo a drugo jako razigralo trećemu ljuta guja spava guja probudila mrtav musa po ledini skače marku guja govorila moli boga kraljeviću marko đe probudila musa životu trista jada viđe kraljeviću marko proli suze niz bijelo lice jaoh boga miloga đe pogubih boljega on musi odsiječe glavu baci šarcu zobnicu odnese bijelu stambolu baci pred cara čestitog car stra noge skočio veli kraljeviću marko boj care gospodine živa dočekao mrtve glave poigravač car mu dade tri tovara blaga ode marko bijelu prilipu osta musa uvrh kačanika,umetnost,NA
 barabe poznaje žena modra prebivena opa opa gangnam stajl sinovi maњace,umetnost,NA
 omiljena ,umetnost,NA
neverna supruga odvedoh reku misleći devojka a imala muža noći svetoga jaga po dogovoru pogasili fenjeri zapalili svici poslednjem uglu ulice dodirnuh njene zaspale dojke odjednom otvoriše grane zumbula njena uštirkana suknja zvonila ušima komadić svile rezan deset noževa svetlosti svojim krošnjama drveće poraslo horizont pasa lajao daleko reke pošto prošli kupine vrbe trnje pod velom njene kose iskopah jamu vlažnom pesku ja skidoh kravatu skide haljinu ja otkopčah revolver skide četiri jelečića ni smilje ni puževi nemaju put finu ni velika ogledala blistaju tim sjajem njena bedra bežala ruku iznenađene ribe pola ognju a pola hladna noć projurio najlepši put jašući kobilu sedefa uzde uzengija čovek dolikuje kažem rekla savest nalaže budem diskretan prljavu poljubaca peska odneo reku ljiljani mačevali vetrom ponašao onako dolikuje pravom ciganinu poklonih kotaricu žute svile htedoh nju zaljubim imala muža a kazala devojka odveo reku lorka,umetnost,NA
 voleo tinejdzerka noći napisati najtuznije stihove pomisao osjecaj izgubio noći napisati najtužnije stihove napisati primjer “noć puna zvijezda trepere modre zvijezde daljini” noćni vjetar kruži nebom pjeva noći napisati najtužnije stihove volio a katkad voljela noćima držao svom naručju ljubio puta pod beskrajnim nebom voljela a katkad ja nju volio ljubim njene velike nepomične oči noći napisati najtužnije stihove pomisao osjećaj izgubio slusati beskrajnu noć beskrajniju stih pada dusu rosa livadu važno ljubav mogla zadržati noć zvjezdovita uz ista noć odijeva bjelinom ista stabla sami nekada nismo isti volim zaista volio glas iskao vjetar dodirnem uho drugome pripast drugome prije mojih poljubaca njen glas njeno sjajno tijelo njene beskrajne oči volim zaista a volim kratka ljubav a dug zaborav noćima držao svom naručju dusa nespokojna ju izgubila iako posljednja bol zadaje ovi stihovi posljednji nju pisem,umetnost,NA
 niko srce kuca a kuca veoma jako napolju mala bronzana ruka drvenim vratima pokreće miče miče ni vrhom malog prsta zak prever,umetnost,NA
ruže crvene ljubičice plave ,umetnost,NA
prijapkinje l život jeba gorak stiče nebo adam načinio korak a pramajku ostaje njegovoj deci no činimo naši preci jebemo načine a sila ljubavi odvešće buduću decu buduće rase čine vi branite madlenice vam vratim ljubim neštedimice dva tri puta dah izgubim izgubiv ljubavi moć jašući dan noć sačuvah poput cveta osećam kajanje mučenje takvo kulučenje ja nemam šesnaest leta l ćete držati sutra vi bezumno stvorenje vašoj slabašnoj ručici stroj mučenje on oholosti deset puta skrho kosti zar lepšeg dokaza igde otvorite pesnicu mila on vam pobeći nigde muda krila margo kitom ruci volimo vreme nudi pića životnoj muci sutra dan našeg žića smrt vreba a njen zakon stavi svoj zaklon duboku raku kletu tad zbogom ljubavne igre knjiga veli nigde jaše onom svetu priđite nimfe drolje kurcu nalik mašinu nemam volje blud baca prašinu znate l doba stara jebahu previše prijapi poveriše nasleđe muzara ja poput činim čuda slavna muda po nektaru izliše jalovost mori kolje naći nigde dupe dobre volje mladoj gospi lepotice strasti uživate jeba slati trljajući plast svoj prstom mante nepotpun način dajte ja potkačim karom dugom čvrstom ja veštak dobrog prca radim čista srca lepojku a ružna gruba volim pokraj stuba natenane klimam kakva slast dete zašto vi jebete jebačina sazda ja jebaću groba po cenu oka oba šiljak spreman vazda paklu čuvam veru jebaću uz nos luciferu uz nos plutona prozerpina đavola svih veličina utolim bludi razjebaše grudi fransoa de menar francuskog preveo danilo kiš,umetnost,NA
po kurcu bališ,umetnost,NA
kiš rimuje bališ zvučno kiti fališ,umetnost,NA
 godine čekam napiše mališ morao jače ,umetnost,NA
zar lepše nosit lepotu svodova tvojih postati stub grejuć svetsku grehotu pepo spalit srce lub tonut brodu trunut plotu djavolu jelu a vragu dub zar lepše vekovat santa maria della salute,umetnost,NA
 poezija kraju postaje elegija ja vetar dižem prah zar deco strah dete vi ćarlijam kojegdi vihor momče holo igram kolo naokolo vam cičim guja vetrić oluja zatvorite prozor vrata vetar zamlata ja vetar dižem prah zar deco strah eto ruže crvene ljubičice plave odgovara mitu najmanje jasno konfuzno predstavljanje stvarnosti stvarnost žao ti kome zaboravila nik,umetnost,NA
 gajo jesenjin trećeg,umetnost,NA
vesnam ti sudjena,umetnost,NA
dzointi pale pad padne bob marli oblacima buksne daj ,umetnost,NA
slavuj grane peva grajnd mesto glave čip oh majn got ju fak maj majnd proguto gadan trip,umetnost,NA
kurcu gra,umetnost,NA
 ničeovu čast five ears no sound in them world is dumb listened ear of my curiosity five times cast fishing line over five times pulled no fish up asked no answer came in my net listened ear of my love,umetnost,NA
često razmišljam svojoj vesni ajoj življu ste vi svesni kakav nemir tad besni pitam bitan očima njenim krupan sitan uzme ikad obzir iako načitan ikad mnom viđala tuđim licima priviđala tiho noću osetio samoću,umetnost,NA
au jbt realno pesme plagirali davico popa cesaric modovi obrišu istina,umetnost,NA
 shvatid nidta vredno muke postoji uzmed prazan list hartije zapocned mili moji pred tobom stradan zid deco a odtar vid b voz did v suicid ćihu ćihu ćihu hu,umetnost,NA
kiša pada cvetaju bandere ja volim ti cura,umetnost,NA
valdemare pozdrav ja izrazit laik ovoj oblasti reći jako godi konkretnost poezije logična paperjasta rima a kompleksan stih zavlačenja hermetičnog vesna vukelić vendisanja većina neafirmisanih internet pesnika forsira želju napišem pesme indijancima zameri pozz,umetnost,NA
jebemo karamo grobarima kite usta stavljamo indija pakistan svima pusi partizan lepa nadasve osecajna pesma,umetnost,NA
 bijo pevo,umetnost,NA
 mogo ociju doso popodne a pio sibo,umetnost,NA
am dreaming or its really have catch view solace found it in wine oh beloved where are in my life were joureny it seems have come an end last time if could turn would give life last view im so powerless anything but luck is all need need a guardian angel someone who will care while im far away alone in danger love but now im a stranger now im far far away there will stay on this painful side thats my life thats my ride l stavim ovdje il transfer blama,umetnost,NA
lord zero au jbt realno pesme plagirali davico popa cesaric modovi obrišu istina zaista miloje dončić reći mu rubinov vinjak popio mozak knjiga neorealizam sjeverne italije odakle preuzeta pesma čezarea pavezea navodno iskopirao davičo postoji postoji ni pesma pod nazivom sicilija postoji ni književna nagrada lorkina zvezda vajni pesnik pripisao blic postale najgore novine rade ljudi umeju provere najprostije informacije bitno stavili reč šokatno sramota stvarno nidta ovog nađe internetu ni nagrada ni pavezeova pesma ni kњiga navodno preuzet prevod morala pronađe izdata jugoslaviji kakve majmuncine mrtve,umetnost,NA
 pesma zaljubio srednjoškolski glupan dalje kupuje napisao ju a g matoš najvećim mukama umirao raka grla notturno mlačna noć selu lavež kasan ćuk il netopir ljubav cvijeća miris jak strasan slavi tajni pir sitni cvrčak sjetno cvrči jasan srebren vir teške oči sklapaju san neba rosi mir mrkog tornja bat broji pospan sat blaga svjetlost sipi visina kroz samoću muk tiši huk željeznicu guta daljina,umetnost,NA
pretenciozno,umetnost,NA
 pesnicko cosestranapost vlad,umetnost,NA
 jaci mame tate rade im kaže bogatadi њega plate krade vara laže њudku ker deco a soliter b proleter v premijer,umetnost,NA
kakav ludak covek stvarno mislio mu proći imati bolesnu potrebu nekom vrstom trolovaњa,umetnost,NA
oda pajdomanki hocu pajdo uzeo pajdo cist pajdo zdraviji jebanje usta ti smrdi siduspermupajdo dana star lesh tetreba odlucim brzo obolim preljutoti ces roba,umetnost,NA
stevan kakav ludak covek stvarno mislio mu proći imati bolesnu potrebu nekom vrstom trolovaњa izgleda vrsta postmodernističkog trola mislio pitanju običan prevarant pročitao članak objavio vidim pogovor napisao mr dušan stojković a skoro profesor književnosti gimnazije čovek prevarant veoma ozbiljan odgovoran istovremeno vrlo neobičan objavio između ostalog antologiju poezije samoubica detaljnije ,umetnost,NA
izgleda vrsta postmodernističkog trola mislio pitanju običan prevarant postojala suštinska razlika između pojmova postmodernistički trol prevarant književnost polako deknjiževizuje postmodernistički način a gadan prljav način uostalom postmodernizam zastareo jeste ostavio tragove uticaje skoro crko ostaće trolovanje ovakvog tipa pomislio napišem kažnjavati zabranom pisanja ujedoh prste sviđa poseri postani pet minuta faca brani postmodernizmom provale gadan slučaj nečega moglo nazvati književno medijski performans,umetnost,NA
zavrsicu pesmu svojuako ti volja srce ispunjuju nemirom uklonicu oci tvoga lica putu prestravljujemskrenucu udaricu drugim putem zbunjujem pletes cvetne vence izbegavacu usamljeni vrt voda cudljiva divljanecu proterati svoj cun pored obale ,umetnost,NA
 vreme zemlja zamahu stade čudovšta rađa gorostasna zašto živeh kraj džinovke mlade uz kraljičin skut mačka sladostrasna gledo telo dušom cveta slobodno raste igri poroka odgonetao l ljubavna seta stvara vlažnu maglu njenog oka prošao njena prostranstva golema penjo uz golet golemih kolena a katkada letikad sunce sludi izmorenu prostre trava snevo senci njenih bujnih grudi tiho selo kraj brda spava ,umetnost,NA
eto čemu bodler mogao osmjehne povremeno,umetnost,NA
 vam poezije vojinovichblogspotcom reklama mrzi kucam p,umetnost,NA
ćuti barem ti zlatoust ćutiš fin progovoriš greota govoriš ti ćutanje teret drugo ja ja govorim nevolje jezik udavi dam kidišu jezik razjeziče a neću ni ja dugo pričaj odem hoću ti kažem a zaboravim uzgred budi rečeno kažem ja gledam tvom pravcu čini pričam a ja pričam nikome pričam svoju priču a gledam vidim čemu gospodin a noću čuje svaka pjesma truje noć teduguje,umetnost,NA
neumorna pletisanko pletivo pleteš tanko međ javom međ snom,umetnost,NA
ja živim ja živim ja živim umem ,umetnost,NA
gledam tuznu jesenju noc pokisle grane lisce opada daljini cujem muziku pitam nisi volela vreme a ja zeleo jedno nismo mladi nekada dodji ostarimo zajedno ja dana proklinjem zasto drugom prepustih lako pevo pesme nado boljem bezbroj puta uz gitaru plako pamtis ljubavi ruze zajedno brali mladosti zasto ukrali,umetnost,NA
niježni div miša,umetnost,NA
jedna sviњa kaže drugoj sviњi sviњo jedna prava sviњa druga sviњa odgovara sviњi prvoj ja sviњa ti veća sviњa sviњa ti uzor sviњi ni ja sviњa tolko sviњa,umetnost,NA
car go tajna razotkrilo on stideo poceo krije naroda sklaњao sazvao zbor mudraca majke rođen go savete primade mudrac posavetova care druge ti ti odbaci moral lažni stidi go car posluda goloj koži sedi prestolu goli car sledeći zakon važi carica dvorske dame budale paževi po dvoru goli idu uđu odaje careve znak podtovaњa skinu osim kože pehara goli piju velikadi goste gole sluge kamin lože podrumu goli čelat muci gole sužњeve gole prve bracne noći privode mu device slatko golo sveže car razmidљa jod stideh go a ispade hoću narod sledi ministru svom naredi nek propide zakon svima carstvu odsad nosi krpu jednu mu uzmu ,umetnost,NA
valdemar epizodi poezija djecu ,umetnost,NA
hahhaha ja mislio ucita video evejlbl in jor kantri edit op prikazivao crnu pozadinu mislio stavila crnu sliku,umetnost,NA
oo rekao diferent kantri djeca znaju ujku svaka čast,umetnost,NA
 dete ukras badte,umetnost,NA
 kriknem čuo četa anđeoskih nenadano privine srce iščileo ja njegovog snažnijeg bića lepota početak strašnoga taman kadri podnesemo mu tol’ divimo nehajnim prezirom razori anđeo strašan uzdržavam gutam domamljiv krik grcanja tamnog ah koga možemo zvati pomoć anđele ljude dovitljive zveri primećuju nismo pouzdani niti kuće tumačenom svetu ostaje poneko drvo obronku viđamo svakoga dana jučerašnja ostaje ulica razmažena vernost navike kojoj svide uz ostade zatim noć noć lice razjeda vetar pun svetskog prostranstva kome ostaje željena razočarava blago trudno očekuje samotno srce ljubavnicima lakša ah prikrivaju jedno drugim svoju sudbinu ti znano baci ruku prazninu ka prostorima dišemo ptice proširen vazduh prisnijim letom osete rilke,umetnost,NA
umrem ostavite balkon otvoren dete narandže jede vidim svog balkona kosac žito kosi čujem svog balkona umrem ostavite balkon otvoren luna obla poput nara ušla kovačnicu dete gleda gleda dete neprestano gleda “beži oh luno luno luno cigani dođu napraviće tvog srca đerdane prstenje belo“ svakom veselju bol svakom vinu jad moram piti slutih gorko ostanem moram nedostojan ja nedostojan svake ljubavi izgaram nju ja blesak munja vatra oblaka ja vetar oluja ja melodija… ja uzimam ljubav upijam njenu slast suze večno prate veran nikom nit ikom pripadam odan svojoj zvezdi uništenje priziva užitak mučenje pretvara a srce voli slavi čarobnjak zavodnik sudbina sejem gorka zadovoljstva traju tek tren gospod vođa smrt riječi crne dubine pjesme zrele buke siknule tmine streme k’ pružene ruke pjesnik ja barem patnik katkad drage rane jecaj postat zlatnik a suze dat đerdane no imati cijenu jednom perli zlatu kolajnu vidim slavno obješenu ljubljeno dijete tvome vratu avgustin tin,umetnost,NA
pjesnici mačke,umetnost,NA
 tin majakovski,umetnost,NA
 psi ,umetnost,NA
gospođo vineti juče pokušao obesim a odustao čitave noći gledao otvorenih očiju tavanicu voleo onu drugu ženu sećam jedne rečenice dikensa početka jednog dombijevog pisma mila ja pas znate slade svojom patnjom oće sažaljenje drugih psi jedni,umetnost,NA
rin tin tin glumac a pesnik,umetnost,NA
tibore dama tvom avataru ružan glavatar šalim ružne obrve,umetnost,NA
tachno znao ce doci ovoga vesna draga pazi shta napisao nekidan temi nashoj madalini zamislim osecaju ostali zenski clanovi ovog sajta kojih njihovi mushkarci pene ovu prepichku npr vesnam verovatno komentari neshto gajgerka al brini ti idalje prioritet contentuploadsmadalina ,umetnost,NA
život bijaše prekratak drugi život život bijaše prekratak njegovanje znanja život komplet lepinja poezije sunca zemlje mravi strogo kolone pocnu haoticno bjeze plamen pocne heliolithesse ,umetnost,NA
 životu nemah vam reći životu ni ja znah no ja mogah namrštit obrve gledajuć mravlje kolone ljudi ginuvših ratu bježe tada život tužanpol sartr,umetnost,NA
pjan ja ljubi drugi ti san daleko krv ti dan,umetnost,NA
 životu nemah vam reći životu ni ja znah no ja mogah namrštit obrve gledajuć mravlje kolone ljudi ginuvših ratu bježe tada život tužanpol sartr d,umetnost,NA
imate konkurs šaljete pesme kratke priče poslati januara,umetnost,NA
 medunarodnog festivala poezije kratke price mihal babinka,umetnost,NA
jedna najvizuelnijih pjesama ljubomira simovića divnog književnika pjesnika ok netu pokušaću napametjako volim rasputnica ukrštaju kiše ispred lica lađi mornari sveti nikola vîna pune vetrove uleću vetrovi puni ptica ikonu ulazi lađa večeri miriše zlatibor jedna kuća daleko severo zapadu bêli he čujem ljude al trnem pesme njihove poštapajući batinom mu pun mesec zalazi iza glave svetac iskrada ikone putem njim kroz ognjeno žito lađom sâm oganj vodi sunce palo pogodi cilja promaši ostalo poznaje interesantnu pesmu vizuelno upečatljivu nek okači pišem trenutačno novi ciklus solo pesama glas klavir svaka ideja dođe,umetnost,NA
necu ucestvujem predsjednik žirija valdemarov rođak,umetnost,NA
 boj deo familije njim priča ,umetnost,NA
 bezbrižni laki nežni pomislimo tihi snežni vrhovi urala rastuži kakav bledi lik izgubismo jedno veče znamo negde potok mesto rumeno teče po jedna ljubav jutro tuđini dušu uvija tešnje beskrajnim mirom plavih kojih crvene zrna korala zavičaja trešnje probudimo noću ismešimo drago mesec zapetim lukom milujemo daleka brda ledene gore blago rukom gledo sinoć snu tužan mrtvu dvorani kobnoj idili cvijeća visokom odru agoniji svijeća gotov ti predam život žrtvu plako zapanjen stao dvorani kobnoj punoj smrti krasne sumnjajući tamne oči jasne odakle bolji život sjao mrtvo oči dah ruke očajanjem htjedoh oživim slijepoj stravi strasti muke dvorani kobnoj mislima sivim kosa živa reče miruj smrti sniva dvije d profa,umetnost,NA
 gore crnjanski matoš ja necu ni cega polovinu daj nebo celo zemlju celu more reku gorsku lavinu ja necu nikakvu podelu ni zivot zelim delu svali pleca ja tugu zelim celu zelim cela sreca pola hocu jastuka kom lezi kraj lepog ti lica prstena sjajna ruka sjajna zvezda padalica,umetnost,NA
zagrli pođi putem kuda idu kukavice pratiće oči lutalice žensko srce nežno poput lastavice bola umire zagrli jednom čovek budi laži odem traži napred okreći gledaj ja odavno slutim kukavica znala takva kukavica samnom spavaš druga ti nesanica bojis priznaš kukavica ti jedna kukavica ista devojčica laže ,umetnost,NA
 arkan,umetnost,NA
kardiamo ni hi en tahori meeeeni,umetnost,NA
 glave zete grada spuža krvavi lanac vojske pruža pritisli srbi turske livade turcima spuž zadaju jade a serdar vule visoke kule čeferdar pali kukaju bule lelecu turci kukaju bule oj lele lele vule a serdar janko sabљom made udrite braćo srpstvo nade,umetnost,NA
pushi svinjama,umetnost,NA
 rzzlphceu,umetnost,NA
ti nisi julija ja romel nočas nekaj gadno pojel,umetnost,NA
napisala priče konkurs vald apeluj rođaka žirija nagradu odnese bratska crna gora,umetnost,NA
potrudiću pobediš dođeš bure crnog nikšićkog,umetnost,NA
ma bure crnog crnog nikšićkog no bocun domaće lozovače direktno kazana pečenje žiriju ozbiljna namig,umetnost,NA
a podrazumijevaju pod kratkom pričom najviše riječi strana,umetnost,NA
 standard negde karaktera jedna strana,umetnost,NA
vord broji riječi eto otprilike jedna strana manje ok svejedno pišem nečim bavim,umetnost,NA
udri po tastaturi ,umetnost,NA
 ja sedim sobi velikom knedlom grlu plače jedem supu,umetnost,NA
 pero zubac dođe čas bože odmetnem drugu obalu među pomozi čas bar sretnem susreta boje im reći prećutati kakva vest sazna im dolazim vratim opomena kazna kucne ura krene nepostojanje duša vrt učini došla po lenka dunđerska a smrt,umetnost,NA
uh pesme jedna soloe vesnam stvarno laf lafica žeiš budem politićki korektan lololo edit naslov ,umetnost,NA
ma pero laf ču pero zubac misliti kakav čovjek kakva žila naslov dodje čas naslov a odma čas misli nadji naslov netu ,umetnost,NA
levi mu dlan brsti beloj glavici oštri zubi oru brdu orlovcu desna ruka vična biču zdravici striže crnu ovcu dolu vranovcu,umetnost,NA
 vukajlijaša novog voljan sjutra umjesto primi nagradu lijepo ime kaže ustvari,umetnost,NA
e fala vlade d,umetnost,NA
 veče izgubljena nado volesmo ljubismo kradom veče poslednje zbogom voleo voleo tobom,umetnost,NA
 tema trebala zakljucana ajaksove tijane,umetnost,NA
doduse tema pomesao ,umetnost,NA
jednog dana rešio deda ljubi niko gleda vezao podrum baku dao drogu jaku naguto cijalisa potpuno skoro skino al čudno zino kaznio bog strefio šlog jedne noći divne dođe mama intenzivne osmehom ludim stalo reče vrata ja aparata isključila gada a tata a tata tata a tata zbori pustite glupu baku neću matorog trune jarku dedu nosite trune jarku zum zum zum zu rum zum zurum zum zum zum zum zum zum zum zu rum zum zurum zum zum zum,umetnost,NA
asi ti napaćen udaljeni korisniče,umetnost,NA
 sklapam oči jasno vidim tuđim imenom zovem pružaš ruku polako dan dani jutro sprema tuđim imenom zoveš ,umetnost,NA
asi ti napaćen udaljeni korisniče ukoliko misliš ja izuzetno volim normalne osobe smatraju napaćenim oseti ljubav širi oseti moju patnju oseti moju udaljenost misliš izvini,umetnost,NA
oseti moju kurčinu,umetnost,NA
gle virtuelna kurčina osećam izvini,umetnost,NA
 nisi izrazio pravim rečima,umetnost,NA
vidiš ,umetnost,NA
suštastvena poezija ,umetnost,NA
 ti napišem podrugljivu pesmicu tvojoj virtuelnoj kurčini vidi naravno ukoliko hoćeš ja onih vređaju ljude eksplicitno zahtevaju,umetnost,NA
dve male zekane jure malog mrava rivaju nogama zabole glava hej zeko hej zeko rivaj ti cemo kumovi ,umetnost,NA
 srce traži duša želi jedne oči plave cvjetić bjeli hej vi hitri bjeli dani bjeli dani tamne noći l pusta želja ikada red doći sanjam cjele noći čim venem svakod dana jedne usne medne jedna ruža rana hej vi hitri bjeli dani bjeli dani tamne noći l pusta želja ikada red doći,umetnost,NA
ar ma di ljo,umetnost,NA
izbegavam svoj glas zvuci krik plasi sluti normalno izbegavam svoj lik starim slikama zena smeje ja ,umetnost,NA
mama voli bebu najvise svetu najvise svetu mama voli bebu tata voli bebu najvise svetu najvise svetu tata voli bebu beba voli tatu najvise svetu najvise svetu beba voli tatu beba voli mamu najvise svetu najvise svetu beba voli mamu,umetnost,NA
čika batu čika tetu čika čika svetu čika zeku čika medu ti čika stiže pojebe,umetnost,NA
pomesaj noci crnu zlatnu po mojoj kozi slikaj po platnu diraj usnama po telu vratu stavi ram pripadam,umetnost,NA
