"post","tema"
"Skočko makrobiotičar... Ko bi rekao! lololo","drustvo"
"http://www.youtube.com/watch?v=dKLxUwFNYNA","drustvo"
"Danas u menzi :
- Supa bez rezanaca
- Krmenadla od nesrećno pregaženog nerasta
- i boranija upola skuvana bez luka
+ dezert jabuka","drustvo"
"Skočko prešo u zdravojede  <3","drustvo"
"ne bi da kenjam,al 99 posto pogresno napise i kaze sta se klopalo kao poslastica posle obroka.","drustvo"
"ribu i pomfrit","drustvo"
"VanGoga
Skočko prešo u zdravojede <3

Samo uz meso :D","drustvo"
"Ako, ako, doći ćeš ti do stoposto zdrafe hrane! ;)","drustvo"
"@Valdemar, a i svima ostalima: gljive NIKAD ne potapajte u vodu jer se ubrza oksidacija i sjebe se ukus. Potopite ih u mlako mlijeko, na sobnoj temperaturi do 30 minuta (žilavija gljiva=duže stoji u mlijeku). Ondak radi s njima šta oš, a i mlijeko će dati malo šmeka. Poželjno je čačkalicom izbušiti šeširiće da gljive puste višak arome; optimalan ubod bi bio oko  0,3 mm, inače feng-šui se izopači i jednokratno pomogne ilovači u ratu protiv tebe :-)
Mljeeeko moš poslije koristiti u pripremi umaka ili ga ruknuti niz ždrijelo junačko, što i sam preferiram.","drustvo"
"Moj ćalac danas spremao piletinu sa mladim krompirom, šargarepom i tikvicom POD SAČEM. Znači, kad nemam reči da opišem koliko je dobro.","drustvo"
"Šumsko pile! Njam!","drustvo"
"Pečenog vola u rerni.","drustvo"
"Šumsko pile

Fazana?

Danas bome bilo traumatično, ja se vratio i vidim sestra pohovala oslić a bili neki glazirani fileti pa se samo raskvasio i ostao sirov. Baš se izbedačila, i ja šta ću probarim nešto mladog krompira i složim nekakvu musaku u tepsiju, bilo pristojno na kraju.","drustvo"
"šumsko pile od soje? :D","drustvo"
"Šumsko pile je vrsta pečurke čije je meso jako slično (po boji, teksturi) belom pilećem mesu :)
Ali je nemoguće ukusno! :)","drustvo"
"Šumsko pile je vrsta pečurke čije je meso jako slično (po boji, teksturi) belom pilećem mesu

Znači pečeni detlić, kruto.","drustvo"
"http://www.youtube.com/watch?v=12J4otN4VY4

Supa od detlića! :))","drustvo"
"Krenuo pravim picu i imam samo Lisicarke gljive, bi li one valjale ili moram da idem kupiti sampinjone?","drustvo"
"Samo ti rokni preko, i pusti dnevnik. Ako počneš da se smeješ na početku dnevnika znači da rade.","drustvo"
"Nemoj brate, greota je. Osim ako je praviš s original talijanskom mocarelom, deluks suvim vratom, koktel paradajzom i škampima.","drustvo"
"Čiken agen. 
Sinoćke ga začinila i metnula u frižider, jutros izbauljala iz kreveta samo koliko da ga stavim u rernu i uključim i vratila se u krevet još sat vremena. 

EDIT: Gogo, gde si nabavila tu fungoidnu živinu? Ubrala sama?","drustvo"
"ручавам рејвенку, ммммхмхм","drustvo"
"uh gril krle je odlican","drustvo"
"Whut?","drustvo"
"ja narandžu i kuvano jaje
aj lav maj lajf","drustvo"
"Suljpa da bude!","drustvo"
"ja narandžu i kuvano jaje 
aj lav maj lajf

http://blog.lib.umn.edu/reife014/myblog/anorexia-nervosa-image.jpg
Savetujem da se ne igraš džabe...","drustvo"
"ahhahahahahahahaha! :D","drustvo"
"http://i.imgur.com/PSASgDb.png","drustvo"
"хахаха, фуј. марш.","drustvo"
"Цовпа апрувз!","drustvo"
"Joj jes dobra crvenka, uh....

ja narandžu i kuvano jaje 
aj lav maj lajf

Šta ba sereš, kakav je ovo ručak? Ručak je obrok, ovo tvoje je.... Pa jebiga, dvije namirnice eto onako.","drustvo"
"Elem, ja ću derem pola pileta, pasulj, rižu i fokaću sa ajvarom.","drustvo"
"ma joj, želudac mi se raspada u posljednje vrijeme, bukvalno, ne mogu ništa iole teško da pojedem, da ne umirem poslije, pa sam odlučila da krenem na neku dijetu da se naviknem na laganu hranu i na jedenje 4-5-6 puta dnevno. mislim, već sam se i navikla, samo me voće smara, al jeb'ga :D","drustvo"
"ja ostao sam kući pa sam turio roštiljske kobasice u toster i ispeko. milina","drustvo"
"Kolko imaš kila ti?","drustvo"
"idi na ispitivanja kod gastrologa. ako si pila antibiotike, onda je to normalno a dijeta treba da je drugačija. svejedno, kod lekara moraš","drustvo"
"ma ne pada mi na pamet, svakako mi je ovako milion puta bolje, zdravo se hranim, često jedem, male porcije, taman. tako i treba. :D 

edit: radijacijo, to se damu ne pita! ;p","drustvo"
"Mačko, ti trebaš jesti 5-6 OBROKA a narandža i jaje ne čine obrok.","drustvo"
"5-6 obroka? Ne gradi Vidra jebote prugu union pacifik s crncima i kinezima.","drustvo"
"Doručak, ručak, večera i dvije užine, gradila ona ili ne....","drustvo"
"Doručak, ručak, večera i dvije užine

Bako, nisam znao da si i ti otvorila nalog na Vukajliji...?","drustvo"
"Po meni porodične vrijednosti NISU:

- osporavati LGBT populaciji njihova prava
- trošiti vrijeme i uzurpirati medijski prostor nekom pričom o prajdu
- boriti se protiv rodne ravnopravnosti i rodno osjetljivog jezika
- braniti pravo na abortus
- protiviti se uvođenju termina femicid u zakone
- boriti se protiv zakona koji kažnjavaju porodično nasilje

Po meni porodične vrijednosti JESU:

- omogućiti svakome da što lakše ostvari partnerske i bračne veze (uključujući i LGBT populaciju)
- omogućiti svakome da što lakše podiže svoju ili usvojenu djecu (uključujući i LGBT populaciju), tako što će se povećati dječji dodatak, tako što će država sufinansirati vrtiće, tako što će se davati bonusi na svako rođeno ili usvojeno dijete, tako što će se produžiti porodiljsko bolovanje, tako što će i muškarci dobiti određeno odsustvo s posla svaki put kad im se rodi dijete
- širiti svijest o tome koliko je razvod loš i razoran, kako za bračne partnere, tako još više i za djecu, a i za širu društvenu zajednicu. Edukovati parove da prevazilaze međusobne razmirice i da se očuvanje porodice promoviše kao vrijednost.
(Zašto je razvod loš, mogao bi posebno pisati, ovdje bi oduzelo previše prostora)
- promovisati pravednu podjelu poslova u domaćinstvu - ako oba partnera jednako rade, treba jednako da učestvuju i u kućnim poslovima. Žene su uglavnom te koje iniciraju razvode. A jedan od razloga ženskog nezadovoljstva je i taj što pored svog redovnog posla, snose i većinu tereta kućnih poslova. Ako je žena zadovoljnija, manje je šansa da će tražiti razvod. A što manje razvoda, to zdravije društvo, i to veća šansa za povećanje nataliteta.
- Ukazati maksimalno poštovanje, i dati finansijsku potporu višečlanim porodicama.
- Omogućiti besplatne udžbenike djeci u osnovnim školama, i besplatan eventualni prevoz do škole.
- Vakcinisati redovno djecu, da nam ne bi podmladak stradao od morbila i kojekakvih drugih čudesa... Evo u Federaciji ove godine preko 3000 slučajeva... RS blizu 200.
- Na sve načine se boriti protiv porodičnog nasilja. Zaštititi žene u tome, jer su fizički slabije.
- Ali istovremeno prestati sa praksom automatskog dodijeljivanja djeteta ženi pri razvodu. Žene su više vezane za djecu, i ako znaju da im dijete neće pripasti po automatizmu, malo će više porazmisliti prije nego se odluče na korak razaranja porodice. Dodijela starateljstva treba da se posebno razmatra od slučaja do slučaja i ne treba po difoltu da pripadne ženi.
- Otežati razvod: uvesti praksu u kojoj država i organi koji su za to već predviđeni uvijek prvo naprave ozbiljan pokušaj mirenja nego što odobre razvod.
- Širiti uvjerenje da idealni materijalni uslovi (koji nisu realno ni ostvarivi) nisu preduslov za podizanje djece. Upravo zbog takvih predrasuda (ja moram svoj djetetu sve da omogućim, da ide i na engleski, i na karate, i na školu programiranja, i svake godine na ljetovanje i zimovanje, a ja to ne mogu s ovom platom, mnogi se odlučuju na jebeni ABORTUS) Protiv takve predrasude se treba boriti, to jedino doprinosi tome da imamo sve manje djece, a ona koju imamo da su sve više i više razmažena.
- Isto tako raditi na smanjenju probirljivosti kod parova. Ta težnja za savršenstvom ubija u pojam i muškarce i žene. Muškarci misle da nemaju šanse bez bembare, gajbe, i pločica na stomaku. A žene misle da nemaju šanse bez napumpanih sisa, usana, i idealne tjelesne težine. Zato su svi iskompleksirani, i sve češće sami. Širiti tu ideju ""I'm OK, you're OK"". I'm good enough, you're good enough. Drugim riječima, spustite se svi na zemlju, ponašajte se u skladu sa realnošću i mogućnostima.
- Generalno rad na smanjenju nejednakosti među ljudima. Sve ideje koje naginju socijalizmu, koje poboljšavaju status radnika, smanjuju stres na poslu i izrabljivanje, i pravednije dijele privredni kolač su dobre. Benefit je dvostruk, s jedne strane sa smanjenjem nejednakosti, smanjuje se ekonomska borba za opstanak i težnja hipergamiji (da mi se što bolje udati / oženiti), a s druge strane, manje eksploatatorska poslovna klima omogućava svima da imaju više vremena koje mogu posvetiti sebi i porodici.
- Raditi na stvaranju community-ja gdje god je to moguće. Sve izmišljati samo da ljudi su više upućeni jedni na druge, a da manje vise na internetu. Znači razni KUD-ovi, sekcije, klubovi, udruženja, organizacije, to treba što više širiti da bi se ljudi više upoznavali i više oslanjali jedni na druge, a ne na odgovore koje im servira Gugl...

itd...","drustvo"
"Kako si porodicne vrednosti povezao sa svim ovim jbt","drustvo"
"Pa oće čovek da preformuliše pojam. Jer kad god neki tutumlaz krene da kmeči o porodičnim vrednostima, ugl znaš da misli na one stavke koje je jovor pobrojao u prvom pasusu kao negativne i nepoželjne + kamenovanje neistomišljenika i šetanje ikona po prometnim ulicama","drustvo"
"pa jeste u pravu covek, prebacuje se iz ""protiv"" u ""za"" mod, i onda vidis da kurac postujemo od porodicnih vrednosti ko drustvo.

al to nije samo do srbije, svuda se otislo u krajnost sa tim.","drustvo"
"Pitanje za family jovora glave famelije sta bi reko sutra sinu da mu dovede decka kuci. Vrv bi ga potapso po dupetu i reko

D O B A R S I
O
B
A
R
S
I

samo malo tisi da budete","drustvo"
"realnost je da je to mnogo manji problem nego sto mu dajemo prostora, tj sto se plasimo","drustvo"
"Tema se zove porodicne vrednosti a polovina stavki o abecednoj druzini. Nek smo zivi i zdravi samo","drustvo"
"Plus da nisi stavio ove stavke oko toga kako se treba boriti protiv razvoda, mislio bih da iza tvog naloga stoji Nina kriticki sto vodi

Na stranu sala ok razmisljanje","drustvo"
"Ne bi mi bilo drago, Cara, al to je na kraju njegova stvar. Ne moš ti od geja napraviti strejta, kao ni obrnuto. Sa tom svojom sklonošću ako je ima svako treba da se nosi na svoj način. Neko ako se vodi religijom i smatra da je to grijeh, može donijeti odluku da živi u celibatu, da se posveti drugim stvarima, ala Nikola Tesla. Neko drugi će to prihvatiti, i u okviru toga nastojati da nađe normalnu, stabilnu vezu. To je sve na njemu. Samo, ako ćemo govoriti o religiji, ja kao vjernik mogu da kažem nekoliko stvari: 1. ni jedan čovjek nije bez grijeha, 2. u društvu su prisutni mnogo gori grijesi koje društvo toleriše, 3. nije na nama da osuđujemo (""Ko je od vas bez grijeha nek baci prvi kamen!"", ""Nemoj suditi da ti se ne bi sudilio"")

Dakle, država, koja je kod nas sekularna, ne bi trebala da ljude diskriminiše na osnovu moralnih shvatanja, dok god ti ljudi druge ne ugrožavaju.

Mogu da razumijem protivljenje da im se omogući da usvajaju djecu, jer se postavlja pitanje kako će ta djeca biti vaspitana, ali protivljenje samim takvim vezama, nije nešto čime država treba da se bavi. To da li će im biti omogućen crkveni brak, to je na crkvi da odluči. Država treba da im omogući da imaju sva prava kao i normalni bračni parovi (eventualno može da se termin ""brak"" sačuva za zajednicu muškarca i žene, a da gej zajednice se identično tretiraju pred zakonom samo bez korištenja tog termina) , i da se i kod njih promoviše monogamija i stabilnost veze, a ne da se ti ljudi potiskuju u ilegalu, čime se stvaraju uslovi za veliki stepen promiskuiteta kod te populacije i širenja seksualno prenosivih bolesti.","drustvo"
"Ne bi mi bilo drago

e sad ne bi ti bilo drago, mora se podrzati dete de ces im krila seći to je najgore znas da mogu pederi i lezbejke tako postanu lol","drustvo"
"ova stavka je top

Isto tako raditi na smanjenju probirljivosti kod parova

hahahaha","drustvo"
"Pa kažem, ne bi mi bilo drago, prije svega zato što bi želio unuke, ali na njemu je. Ne bi mu se sigurno srao u život.

To je po meni stvar religije, i samim tim lična stvar. Ja bi mu mogao reći kako religija na to gleda, što on zna i bez mene. Ako on opet, hoće da prihvati tu stranu sebe, to je njegova odluka, kao odrasle, zrele osobe. Ako bi odlučio da ima dečka, ja bi tog dečka prihvatio, i možda bi nekad s njim išao na pivo ili stoni tenis. Ako bi me pobijedio u stonom tenisu ne bi mi bilo pravo... konto bi ""Na šta sam spao da izgubim od onog pederka..."" al šta da radim, ko gubi ima pravo da se ljuti.","drustvo"
"Ako bi odlučio da ima dečka, ja bi tog dečka prihvatio, i možda bi nekad s njim išao na pivo ili stoni tenis. Ako bi me pobijedio u stonom tenisu ne bi mi bilo pravo... konto bi ""Na šta sam spao da izgubim od onog pederka

hahahahahah kakva projekcija looooool

vs

Po meni porodične vrijednosti NISU:

- osporavati LGBT populaciji njihova prava

kontradiktoran si :)","drustvo"
"Isto tako raditi na smanjenju probirljivosti kod parova

Da to je utopija i prilično nerealno, što ne znači da na tome ne može da se radi. Umjesto što dovode kojekakve opajdare na TV i puštaju parove i ostale boleštine, mogu npr. da prave emisije sa parovima koji su se upoznali dok još niko od njih nije bio finansijski nešto posebno situiran, pa su sve postepeno, zajedničkim naporima stekli i napravili. Tako su na primjer, moji đed i baba. Niko tad nije imao neke pare ni uslove, ali su stekli. Vjerovali su jedno u drugo.","drustvo"
"haha dečko prvo naguzi jovorovog sina a posle i jovora pocepa na stonom tenisu

eeee moji jovicici","drustvo"
"Nisam kontradiktoran, jedno su moji subjektivni stavovi i to što kažem u sprdnji, a drugo je kakve zakone treba donositi. Svakako ne diskriminatorne.

Hoću da kažem, LGBT prava su ozbiljna tema... treba odmjeriti koliko toga treba da se prizna i omogući. Ali ono što svakako ne treba je antagonizovati te ljude, širiti hejt prema njima, i na negiranju njih, graditi neki lažni narativ o porodičnim vrijednostima, dok istovremeno te u suštini boli kurac za heteroseksualnim porodicama koje bi trebale da osiguraju budućnost nacije.","drustvo"
"Da to je utopija i prilično nerealno, što ne znači da na tome ne može da se radi. Umjesto što dovode kojekakve opajdare na TV i puštaju parove i ostale boleštine, mogu npr. da prave emisije sa parovima koji su se upoznali dok još niko od njih nije bio finansijski nešto posebno situiran, pa su sve postepeno, zajedničkim naporima stekli i napravili. Tako su na primjer, moji đed i baba. Niko tad nije imao neke pare ni uslove, ali su stekli. Vjerovali su jedno u drugo.

pa dobro kompeticija mora da postoji na ovaj ili onaj nacin, ne mozes je ukinuti. Mozes promeniti sistem vrednosti sto je ok al kompeticija ce i dalje postojati.

ovako se svi trude da budu ""nafurani"" u nekom drugom sistemu vrednosti bi tezili da budu hipici, opet imas i one kojima se gadi sve to itd itd

realno ako vec oces povecas populaciju zabranis abortus imo bi baby bum u dve-tri godine","drustvo"
"Ako bi odlučio da ima dečka, ja bi tog dečka prihvatio, i možda bi nekad s njim išao na pivo ili stoni tenis. Ako bi me pobijedio u stonom tenisu ne bi mi bilo pravo... konto bi ""Na šta sam spao da izgubim od onog pederka

haahhaha kako sam se iskidao na ovo","drustvo"
"dečko prvo naguzi jovorovog sina

Šta ti znaš ko bi tu koga guzio? xD","drustvo"
"Sve pedere okupiti, natrpati po vozovima i autobusima pa pravac vojvodina, da budu u prirodnom stanistu","drustvo"
"hahaha

best scenario: jovorov chad sin cepa nekog pederka dok mu jova jebe keve na stonom tenisu. posle mali plati i pivo kad je glup lolo","drustvo"
"xaxax odlicna tema","drustvo"
"realno ako vec oces povecas populaciju zabranis abortus imo bi baby bum u dve-tri godine

Ne nego bi žene radile abortuse ilegalno. Ajd ti meni nađi jednu državu koja je zabranom abortusa povećala natalitet?","drustvo"
"jova nakon ostvarene pobede u tri seta: asam te naguzio baci petaka hnjo hnjo hnjo","drustvo"
"ovako se svi trude da budu ""nafurani"" u nekom drugom sistemu vrednosti bi tezili da budu hipici, opet imas i one kojima se gadi sve to itd itd

Ima i tu istine (mogu da zamislim npr. subkulturu u kojoj bi najveći baja bio onaj koji poznaje najviše opskurnih hevi metal albuma), samo nije svako takmičenje jednako toksično. A sem toga može se težiti uslovima u kojima biti na vrhu neke hijerarhije nije neophodno za opstanak.","drustvo"
"Nije ni meni jasno, kako se ubeđuju ljudi da budu manje probirljivi. Od vrata do vrata, reklame na autoputu?

VOLJELA JE VISOKE MOMKE. A NJEMU REKLA JE NE. POSLIJE DVIJE NEDJELJE JE UMRLA. PROSLIJEDI OVO NA BAR 10 BROJEVA DA I TEBI SESTRA KURVA NE BI UMRLA.","drustvo"
"jebač, tebe ova tema baš inspirisala, nije da nije :D

Što se probirljivosti tiče, u suštini, uvijek će ljudi biti probirljivi. I to je okej. Al ajd da to takmičenje bude u nekim ljudskim kvalitetima, potencijalima, a ne da svi imaju u glavi taj neki kont, ako nisam zadovoljio 56 nekih arbitrarnih kriterijuma, nemam šta da tražim. Ili da isto to očekuju od partnera. Žene su tu realno probirljivije od nas, mada nismo ni mi cvjećke.","drustvo"
"Što se tiče toksične kompeticije, koja je u nekim krugovima poznata kao ""Moloch"", ima jedan dobar video:

https://www.youtube.com/watch?v=fifVuhgvQQ8","drustvo"
"u nekim ljudskim kvalitetima

moze neki, recimo da bude lepa i zgodna, iz dobre kuce i plemena, ne mora da zna da kuva i to jescemo po restoranima, fer inaf init mejt?","drustvo"
"Po meni probirljivost je u redu dok god nije kontraproduktivna. Ako neko zbog probirljivosti na kraju ostane sam, što se nerijetko dešava, on je fejlovao igricu, jer mu se gasi loza, a geni izumiru.

Mogu ja težiti ribama kao Anđelina Džoli, al džaba kad nisam njihova liga. Ako se tim kriterijima budem vodio, stara neće dočekati unuke.","drustvo"
"omogućiti svakome da što lakše ostvari partnerske i bračne veze (uključujući i LGBT populaciju)

dobro brt necemo ih tuci, cerati ulicama i braniti da rade ali nemojmo im bas ni pomagati bog s tobom i andjeli bozji","drustvo"
"Da se uvede rampa na vrata klubova kafića javnih mesta recimo, kao na mostovima što ima za visinu kamiona, možda bi to pomoglo…","drustvo"
"Nisam rekao pomagati nego omogućiti. To jest, ne sprečavati ih. Ako moraju da se kriju, veća je šansa da nikad neće ni imati stabilne veze.
Nije bez razloga ogroman stepen promiskuiteta u toj populaciji.","drustvo"
"Jebač pogledaj klip o Molochu. Nisam očekivao od tebe da miniraš ovaj argument.","drustvo"
"ne razumem zasto bi uopste trebali da imaju stabilne veze","drustvo"
"Scouser
ne razumem zasto bi uopste trebali da imaju stabilne veze

Pa potomstva radi brt. Oh wait...","drustvo"
"kako je to rucak nebitan lvl argumenta","drustvo"
"Mada ima smisla to, da ne sire polne bolesti medju populacijom, samo ne znam kako mislis to, dosta stvari koje Jova predlaze mi lice na distopiju","drustvo"
"Pa iz istog razloga kao i ti, kao i svaki čovjek uostalom.

Mislim, OK, poštujem ja da je tebi možda neko vrijeme interesantnije svako malo navatati neku kujicu i izjebati, ali na kraju i to dosadi, a čovjek nema u tome neku sreću i trajno zadovoljstvo.

Tako isto i oni.

Jebi ga ljudi su stvoreni za serijsku monogamiju, a ne za stalni promiskuitet.

Osim toga, promiskuitet dovodi do širenja seksualno prenosivih bolesti.","drustvo"
"Pa potomstva radi brt

resavaju to bolesnici tako sto usvajaju decu i gaje nove bolesnike oblikujuci ih dok su jos meki ko glina

znaci jezivo, ok nisam za kamenovanje u stilu mojsijevog zakona (MADA?) ali onoooo","drustvo"
"Ma miniram ideju da se probirljivost može nekako na nivou socijuma značajno izmeniti, nekim promovisanjem vrednosti ili šta već. Probirljivost diktiraju tendencije iz ranga ekonomije, dakle dolazi s dna piramide, neaš ti tu šta","drustvo"
"A realno moglo bi i zbog potomstva ako bi im se omogućilo da usvoje djecu ili da se na neki drugi način snađu (ala Ana Brnabić).","drustvo"
"Pederi demoni vajaju mekane glavice ko dokona hipsterka grnčariju","drustvo"
"ili da se na neki drugi način snađu (ala Ana Brnabić).

oooh ok nisam navikao da jova troluje","drustvo"
"Pederi demoni vajaju mekane glavice ko dokona hipsterka grnčariju

Moloh necastivi likes this, patrijarh srbski repost","drustvo"
"Za razliku od domova za nezbrinutu decu, koji izbacuju lekare i advokate na pokretnoj traci, eno ubiše se roditelji da dete pošalju u sirotište (doslovno lol)","drustvo"
"Ma miniram ideju da se probirljivost može nekako na nivou socijuma značajno izmeniti, nekim promovisanjem vrednosti ili šta već. Probirljivost diktiraju tendencije iz ranga ekonomije, dakle dolazi s dna piramide, neaš ti tu šta

Nije baš da nemaš. Probirljivost je najveća u zemljama sa najvećom ekonomskom nejednakošću, pogotovo ako je ona kombinovana sa prosječno niskim standardom. Tada uspijeh postaje glavni prioritet jer od njega bukvalno zavisi preživljavanje i opstanak, i svakome, a pogotovo ženama je prioritet da nađu što uspješnije partnere.

Dok u Švedskoj svima je manje više dobar standard, male su razlike među ljudima, nije toliko kompetitivno društvo, a i ljudi su manje probirljivi po pitanju partnera. Ili tipa probirljivi su ali po nekim svojim ličnim afinitetima, tipa, ja se ložim na gotičarke, ili sviđaju mi se plavuše sa velikim dupetom, a ona recimo voli likove koji nose bradu, ili šta znam, štrebere, a neka druga rokere, itd... I tu onda svako lakše nađe nekog s kim je kompatibilan. Dok s druge strane ako svi jure dokazivanje sa parama, ili žene tipa sa silikonima, ta kompeticija i probirljivost poprima mnogo veće i toksičnije oblike.","drustvo"
"Dok u Švedskoj svima je manje više dobar standard, male su razlike među ljudima, nije toliko kompetitivno društvo, a i ljudi su manje probirljivi po pitanju partnera.

Lol","drustvo"
"Kamenofil ostao suva kurca po svedskama confirmed (znam da je ozenjen)","drustvo"
"Popularna izreka: jebe kao migrant sa Balkana. Evo pola Skandinavije rađa proćelavu decu sa afinitetom ka avokadu, toliko sam gene raširio.","drustvo"
"Obožavam Jovorove teme sa podacima koji su ili anegdotalni ili imaju rektalno poreklo ili oboje.","drustvo"
"Divim vam se kako u pola radnog dana mozete ovolike ratimir tekstove pisati (u tebe gledam jovore) ali mi je drago da je jovo odlucio da preuzme tu ulogu zastupnika lgbt prava koja je meni nepravedno dodjeljenja","drustvo"
"Ne znam, nisam bio u Švedskoj, al po logici stvari tamo gdje je veća ekonomska jednakost i mnoge druge stvari u društvu su zdravije. Švedska ima Gini index (kojim se mjeri nejednakost) samo 27,6 dok je u Srbiji 33,3.

Međutim sam Gini index nije toliko bitan. Ako je nizak standard uvijek će borba za opstanak biti u prvom planu čak i ako su svi jednaki, tj. jednako siromašni.

Zato je pravo mjerilo Inequality Adjusted Human Development Index, koji uzima u obzir i standard i nejednakost.

https://en.wikipedia.org/wiki/List_of_countries_by_inequality-adjusted_Human_Development_Index

Tu su na prvih deset mjesta: Island, Norveška, Danska, Švajcarska, Finska, Irska, Holandija, Slovenija, Njemačka, i tek na 10. mjestu Švedska (što mi dođe kao iznenađenje, mislio sam da je više kotirana).

Treba obratiti posebnu pažnju i na ovo:

https://en.wikipedia.org/wiki/World_Values_Survey#/media/File:Inglehart_Values_Map.svg

Ovo je bukvalno mapa sistema vrijednosti na svijetu. Po vertikalnoj osi se mjeri stepen tradicionalnosti države, tj. koliko na primjer religija igra ulogu, a po horizontalnoj koliko je bitna borba za opstanak (survival values: u prevodu PARE), gdje su lijevo zemlje koje se bore za preživljavanje, a desno one u kojima to nije toliko bitno (jer je valjda već podmireno), pa mogu da se posvete nekom samoizričaju (u prevodu: art kujizam).

Mi smo tu debelo smješteni u zonu država u kojima vlada borba za opstanak, a s druge strane (što je malo možda iznenađujuće), tradicija i nema neku zaista bitnu ulogu. (Ako uzmeš da je guran ateizam tolike godine na silu, i ne čudi toliko)","drustvo"
"Plidu, ne radim trenutno, a ne pada mi na pamet da objašnjavam zašto i zbog čega. Imam neki angažman dogovoren od jeseni, ako Bog da, pa da krenem. Imao sam i nekih zdravstvenih zezancija prošle godine. Uglavnom učim još ono programiranje, (mada ima tu prostora za procrastination), prešao sam većinu stvari.","drustvo"
"Zivimo u drzavi gde je sve inace sredjeno, pa jos samo ta LG HDTV+ prava da sredimo, da postanemo utopija totalna. 

A probirljivost je tek lolcina, kurvetine se jebu po wcima klubova za mali Njamb, ti ""visoki kriterijumi"" su samo mastanje po internetu, veze nema to sa stvarnim svijetom","drustvo"
"Tišina počinje NOLE","drustvo"
"Sad možete da nastavite","drustvo"
"Haha! Znači bravo! :D
Jedini čovjek čiju su diktatorsku mjeru svi ispoštovali.","drustvo"
"Fala brt.","drustvo"
"Hahaha svidja mi se kako su svi ispostovali ovu stalkeru naredbu, sto bi reko bombi “to je taj sistem vrijednosti” vukajlijaski","drustvo"
"Nekog reda mora biti, zna se kako piramida ishrane ide.","drustvo"
"nisam bio onlajn.","drustvo"
"Sto stade ova tema","drustvo"
"Jer je gowno?","drustvo"
"Rekao si magicnu rec, dolece mesni u roku od odma","drustvo"
"Danas sam ustao na levu nogu ali sam se setio ovog i odmah se oraspolozio 

Ako bi odlučio da ima dečka, ja bi tog dečka prihvatio, i možda bi nekad s njim išao na pivo ili stoni tenis. Ako bi me pobijedio u stonom tenisu ne bi mi bilo pravo... konto bi ""Na šta sam spao da izgubim od onog pederka..."" al šta da radim, ko gubi ima pravo da se ljuti.","drustvo"
"što kae Jova volio bi imati i unuke, ali šta da se radi modž da se usvoji da bude tatko ko brnaba","drustvo"
"ćale ovo je za tebe lolo","drustvo"
"da li bi pederko onda bio zet ili snajka 

#philosoraptor","drustvo"
"Da l bi da ti sin radije dovede u kuću srbina ili bugarku?","drustvo"
"Bugarku.","drustvo"
"EU papiri, poštujem.","drustvo"
"Mnogo je neozbiljno pominjati pedere i porodicu u istoj rečenici. Pogotovo u spisku porodičnih vrednosti.
Pederi se zalažu za pederske zajednice. (Uža) Porodica je mnogo jasno definisana: roditelji i dete/deca. Čak i da jedan od pedera u zajednici zaista rodi dete, prava porodica bi bila taj peder i onaj koj joj je dete napravio.
Razvedeni roditelji, polubraća/polusestre, sve je to familija, i neki vid zajednice, ali teško da može da se svrsta u porodicu.

Pederski problem je ustvari mnogo lako rešiti.
Pošaljete muške pedere na jedno ostrvo bogato resursima (po potrebi, im dopremati šta god da im treba od namirnica), ženske na drugo ostrvo jednako bogato.
Bez mešanja sa ljudima, problem rešen u 2-3 generacije. Jednostavna prirodna selekcija.","drustvo"
"Uzas lolo

Znam jednog pedera koji je prico da mu neki lik blajvo a kad ga sreo sa ribom u gradu ovaj mejmun nije teo da se javi, fazon ne poznaju se lol

Inace poznajem samo tog jednog pedera tako da ona prica da ih ima pun kurac je biudalastina. Pre bih rekao da nastaju kroz kulturu i mejnstrim pederisanje nego sto se real rode takvi sto jova tvrdi","drustvo"
"I ovo u sad primer toga valda se 20-30%  populacije mladih izjasnjava kao  derpei de su bili ranije","drustvo"
"E da a po ovom rodno senzitivnom jeziku bi se posebno popiso u svakoj mogucoj prilici bas zbog normalnih porodicnih vrednosti a ne new age govana politicke korektnosti nabijem je na kurac","drustvo"
"Ja da imam vremena u životu da se bavim konačnim rešenjem lgbt pitanja tookovo bih L u ime sviju nas i nabio ih na kurac","drustvo"
"https://ibb.co/KDLYdsL","drustvo"
"Nema više deserta u kantini za tebe homofobe","drustvo"
