post,tema,topic
zena pravila pogacu kajmak ostalo stolu zanemario osim paradjza babine kujne al ni baba ziva moram nekome izjadam ozdrao ,drustvo,1
 napravim poparu,drustvo,1
rukama,drustvo,2
a ja taman opro noge,drustvo,1
 pereš noge pola dva,drustvo,2
iseckas stari leba ubaciš slanu ključalu vodu prokrčkaš odliješ višak vode umešaš sira kajmaka maslaca ,drustvo,2
 napravim poparu mislio nogama ajde zajebavaj kazuj poparu spremim,drustvo,1
 napravim poparu lakše staviš prokuva mleko nemaš voda a pola pola posoliš udrobiš starijeg hleba krupnije ti kašica mešaš brzo ti zagori minuta pazi izgoriš prste dosta pućka skloniš ringle izmrviš poparu sira staviš pavlaku kajmakzavisi ,drustvo,1
ja poređam hleb sir pavlaku polijem vodom zapečem rerni ,drustvo,2
oke a mleka stavim mleka ja hardkor,drustvo,1
 ulja vodu staviš ukusnije ,drustvo,1
zavisi voliš suvlju poparu ti pliva hleb odokativnom metodom ćeš znati sledeći put,drustvo,1
 nemoj sir proizvođača onoj listi kupi pijaci domaćica,drustvo,1
ja sinoć pravio dukat pavlakom šabačkim mladim sirom laganini,drustvo,2
ma veze nek crknem,drustvo,1
 javlja yb čoek obilazi pijace ,drustvo,2
pošto sir pijaci domaćica,drustvo,1
 ti dovoljno šolje mleka zavisi hleba gledaj ti retko zgusnuti z avreme kuvanja ispari vode mleka,drustvo,1
pošto sir pijaci domaćica retko kupujem kupim zaboravim cenu okrenem gomilu obaveza,drustvo,1
 pravio ovako ste opisale probaću prvom prilikom,drustvo,2
ma koi sir ja metnem pavlaku krem sir cade rekoste mleka stavim oću kremasto,drustvo,2
 dosadan eno ti gore mleko,drustvo,1
 rucavamo rucak pojesti gramatiku srpskog jezika uz prilog pravopisa klajna videću pižurice salatu,drustvo,1
fala nato,drustvo,2
ajoj odavno nidta boљe jeo prekinuo fala recept љudi ,drustvo,2
sendvič,drustvo,1
nezdravo ti sendvič ručak on topic grašak,drustvo,1
 smena traje sati ponesem drugo,drustvo,2
cepam prženice,drustvo,2
ja pljeskavicu pite ispod sača ovdje blizu preskupo,drustvo,1
bečke pire krompir,drustvo,1
lazanje,drustvo,1
 pjevam ručam httpwwwyoutubecomwatchfeatureplayerdetailpagevfbnwaqzgog,drustvo,2
bavarske kifle,drustvo,1
 dugo pisala vreme kuvanog nastavljam tradicijom prekjuce a tri obroka topli sendvici tebiju hleb slanina origano pecurke beli luk prahu naravno pripremanje tosteru,drustvo,1
belu pileću čorbu,drustvo,1
napravio picu pekara ni prici ,drustvo,2
kajgana bjelanceta žumanjka komad polusuvog kravljeg sira paprike punjene integralna riža posna mljevena junetina ič komada junetine g integralnih makarona kasnije zalijem cijeđenim sokom grejpa narandže minole jutros uradio treningu vala zaslužujem,drustvo,1
opa al fino ruča,drustvo,2
pasuљ becke dniclezajedno,drustvo,1
skocko jebote ja konto ja alav ,drustvo,1
 ti koliki ja valja nahraniti strvinu d,drustvo,2
skočo ja smanjijo ranu ti uraso čojek odma manje troškova osnovna hrana onom agregatnom stanju prikazanom dakle uvjeri httpwwwyoutubecomwatchfeatureplayerdetailpagevnzumueeiy,drustvo,1
hahhahahahahaha skočko bokte gdje ti stane d,drustvo,2
 subotu stiže mesina prduta slanina pite sarme verovatno ćufte jaja feferone prekid,drustvo,2
kurvo,drustvo,2
hehehe maki jede mesinu semenke ,drustvo,2
maki are ok d marš,drustvo,2
lobe some pola kila pirinač,drustvo,2
 dosad zvao odsad,drustvo,2
 malčice gej d,drustvo,1
 glupo neću ,drustvo,2
ma smeta eto volim ime a maki zvuči djevojčica ja nisamd,drustvo,2
kiflice kulenom,drustvo,2
krem supa vrganja sastojci gr suvih vrganja gr maslaca glavica luka pola manjeg celerovog korijena l vode so biber gr skrobnog brašna ml pavlake kuhanje sušene vrganje namočiti mlijeko h prije početka pripreme maslacu propržiti isjeckan luk zlatne boje stalno miješajući dodati isjeckan celer doliti mlaku vodu dodati vrganje so biber kuvati najjačoj vatri prokuva odmah smanjiti minimum poslije tak minuta dodati vode razmućeno skrobno brašno pazeći grudica a poslije min doliti pavlaku kuvanje promiješati izjednači posuti obilno bosiljkom alevom paprikom služiti odmah ovim čudom riješio prehlade dan preporučujem svima sličica httpimgimageshackusimgdscgojpg,drustvo,2
httpimgimageshackusimgimgqsjpg httpimgimageshackusimgimgtljpg pojo krmka,drustvo,1
imghttpiimgurcomsvqlmejpgimg,drustvo,2
gligorije skroman obrok a skočivoje skrušeno prizemno tek pojedeš obožavam ljudi mjeru,drustvo,2
ispekao pola pileta napravio pire umak sampinjona ,drustvo,2
 krmak posan zaklali čamcu,drustvo,2
g suvo pečenog belog mesa uz paprika,drustvo,1
 amazonski vodeni,drustvo,2
 meniju g piletine jaja g mladoga sira ml mlijeka ml zelenoga čaja al oderem momački opaaaaaaaa,drustvo,2
 supa riža limuna proradili kemeroidi,drustvo,1
e dodjavola gligorije gulaša odma reprekusije on topic hot spicy piletina,drustvo,1
uzo dva parceta leba namazo kecapom majonezom stavio dunku između umocio mleko jaja ispržio jes majku mu,drustvo,2
opa vid kreativnosti,drustvo,1
dva ražnjića rolovana slanini dva komada doooobrog svinjskog vrata marinirano roštilju krk,drustvo,2
 izo pola slanine kupovne grama bejade pola ja pola buraz bratsko deљeњe jelte izem ovu cokoladu dovoљno ,drustvo,1
mryi išta pravim zaklao paket kobasica nekih jedno petoro jaja toeto,drustvo,2
čiken end mašrums,drustvo,2
teletina kumpjerima,drustvo,1
krumpir rernu skočimiš predložio fala mu,drustvo,2
 jebote mrzi didem prodavnicu,drustvo,1
 jeo bem ti familiju diptarski sučuk jutros ranom zorom jeno grama љut prelep kosova jaja oci biberom paprikom bomba poso jedno grama sviњskog vrata grama kupusa bananu dve pomoranče cenim makar grama jogurta pas jebo nidta њega izijem pola kile leba jod musli rknem eventualno banan idem liježem mirne dude,drustvo,1
upravo ispekao domaći lebac vreo nasekao suvog mesa kobasice slaninice kiseli krastavci karfiol uz svejes kažu zdravo kasno krkatiali ,drustvo,1
 upišem pozdrav,drustvo,2
 dobar isprobani recept čiz kejk guglate sama pravio,drustvo,2
 instant sarmu kesice numem uvijam naseckanim kupusom spremim ukusnije ,drustvo,1
mogao kevu pitam recept pravila novu godinu božić medcini,drustvo,1
 smislila ,drustvo,2
numem uvijam e razočarala čovek komunista ja be muško ti spremim sogan dolmu sarmali dolmu govanca vinovom lišću tri komada zalogaj sarmu numeš uviješ najobičniju,drustvo,2
eeee vučice neš ti udat,drustvo,2
ja be muško vučica vuk muško naseckanim kupusom spremim ukusnije bogohuljenje ja banovao,drustvo,1
a jebiga bruce vredi pokušavala pokušavala razvilo pukla liska tokom uvijanja uvijanje vinovoj lozi želim razmišljam,drustvo,2
vučice pronađi yt seriju vita jela zele bor mira furlan lepo pokazuje uvijaju sarme x cm,drustvo,2
httpwwwyoutubecomwatchvpjnfvefxq ribam kupus tri sata znaš ti ja jebo jeo divljač,drustvo,2
jebeš ti pomalo a nato tačno napravim performans udavače bg doneti kamion kupusa kontejner mesa obučavam normalan život,drustvo,1
 pirinač nemo zaboraviš moram dođem perfomans gledam pojedem skuva ,drustvo,1
krompir usječen kolutiće pečen stepeni jedno četres minuta izvaditi preliti izmućenim jajima sirom pavlakom protresti tavu rasporedi ak minuta vratiti rernu zapeče ja uz uzeo ispečem riblje štapiće toetobon apetit,drustvo,2
spremio sinoć grujan mađija okačio odlično a ručam ostalo sinoć,drustvo,1
tortilje punjene spanaćem piletinom sirom,drustvo,1
 juce eksperiment al svidelo nasecko slaninicu suvo meso taaanke listiće salame kockice al male propržio minuta kraju surduknuo pavlaku ozgo tedo udavim juce imalo po kila rane ja pojo minuta,drustvo,1
 posti nekrsti ja jedem žužu dugavi imalo drugo pekari,drustvo,1
 imalo put napišeš mali navijač zvezde umre,drustvo,1
trenutno poslu ručavam mladenčiće koleginca donela prvi put godine zaboravila dan inače volim ,drustvo,1
a napidem,drustvo,1
 put ti љudima ispravљad gramatiku mali pujdo umre ,drustvo,2
ja jeo ajvarom a pekari napisali ajbar d,drustvo,1
yeahbatch a napidem prekini pujdu lažeš mrš mrš ja nikog ispravljam kažem mali navijači umiru,drustvo,1
umro mali pujdo vidra pujdoubica ,drustvo,1
aj stotine malih pujda ,drustvo,2
trenutno poslu ručavam mladenčiće koleginca donela pročitao mladunčiće kace šlagiro d,drustvo,2
crknite dabogda emotivno vezali životinju eventualno ljudsko otrgnuto najsuroviji način često veoma brutalan stići prokletstvo,drustvo,1
edamer rolnice cikinera hot barbacue sosom ,drustvo,2
belo some varivo tipa pirinač uželeo krompira al odbrok ,drustvo,1
pročitao mladunčiće kace šlagiro d hahahahaha jeste šlag šlog čitaš napisano ,drustvo,2
httpenwiktionaryorgwikischlagen,drustvo,2
ajde brzaka recept spremio jeo odlično brzo lako stvarno napravi špagete spanaćem piletinom sastojci kom pileći file g spanać smrznuti briketima pakovanja špageta kašike pavlake čena belog luka ulja soli vegete priprema špagete staviti kuvaju pola pakovanja grama sasvim dosta ja koristim integralne ukusnije obične smaram kuvaju špagete stvarno lakše pravljenja sendviča propržiti beli luk tiganju zatim dodati piletinu smanjiti ringlu pržiti lagano minut meso porumeni dodati spanać promešati pržiti minut nakon dodati pavlaku vegetu lepo izmešati ostaviti krčka špagete budu gotove špagete procediti ubaciti tiganj spanaćem pavlakom mesom zajedno umešati krčkati minut prijatno,drustvo,2
 slično spremam često time filujem tortilje zapečem rerni odlična kombinacija,drustvo,2
prženice mažem čemom dipka maćoree,drustvo,1
šnicle gude sobiber olupane debljinu papira rostfraj tiganj same odlepekrompir pire buterom vruć širokom tanjiru prekriven tankim kulenom vreo zarad ljutine šmeka domaći ivar,drustvo,2
yeahbatch prženice mažem čemom dipka maćoree dečko ti krvi holesterolu majke ti,drustvo,2
upravo pocinjem pripremom krompir isjeckan kolutice poslozim tepsiju nabacim red luka red krompira uzmem skuvam onih seri rajcica onako pogusto stavim persun vegetu bibercrvenu papriku vode fino prelije sav krompir minuta peceno nabacim odozgo adidas slaninice kobasice nekakvevoila,drustvo,2
kilo girosa,drustvo,2
tuna salata potrebno šolje sjeckane zelene salate konzerva tunjevine g cijeđene tune g senfa kremzer krupni dobri pravi originalni senf kašika dvije tabasko sosa mad dog najbolji bog batina kašike lana kašike paradajz sosa kašika baziliko sosa kašike parmezana sitnog smućkate izmiješate imate salatu xd jede uz tost ja dodatno kivija čašu cedevite light vam odoka kalorija milina jedna lagan ručak,drustvo,2
belo meso kackavaljem umotano slaninicu uspeo napravim zelena salata royal mix zaprzi najeo d,drustvo,1
obećao uslikati fini recept dakle krmenadlu kosti uguraš domaću kobaju pečeš rerni c porumeni vadiš režeš serviraš jedeš slika prilogu httpimgimageshackusimgdsclnjpg,drustvo,2
kuvam pasuљ,drustvo,1
jela pire ćufte paradajz sosu,drustvo,2
pušim pljugu dijetalni obrok,drustvo,1
 treniram telo slučaj rata daj bože sutra planiram vodu ukinem,drustvo,2
pasuљ vodeni mesomslabo mesa keva kuvala,drustvo,1
lešnici orasi piše koru stavljaju orasi idu orasi orasi isti efekat brašno koru ide brašno lešnici lešnici greške misli ukusniji orasi stavi umesto oraha pravi mozaik po tacni kore edit savete recept koga pravilo važan deo recepta ostalo lepo jede ostalo objasniti,drustvo,2
 klopao veoma jednostavna starinska veoma ukusna jela dan počeo preukusnim kačamakom natrpao sira kajmaka mleka domaće kakve kravice kakvi kurci ni prići mu a ručak majka spremila zelje kuvala mleku jbt slađe torte a propržila luk šargarepu dodala zelje mleko preukusno naravno ručak mogao proći preukusnih šnicli čist hedonizam,drustvo,1
lagan ručak krem čorba sremuša pržen pirinač povrćem,drustvo,1
seltike selticeto pravi dedajako ljudi forudobra stvarvrat naguras kobaju pecenjebanja,drustvo,1
supu povrćem crni hleb špinat totalno nepreldžijski ,drustvo,2
 vuce zdravu iskranua gej,drustvo,2
 slavim prvi maj utehu pripremio odličan pasulj kobasica suvo meso gusto skuvan feferonke prilog zelena salata uz domaći hleb naravno,drustvo,1
 sigurno godinu dve jeo ivici idem ispiranje elem ovako išlo jaja pola litre jogurta pljeskavica g tunjevina crni hleb tunjevina salata sladoleda kg mešanog mesa l piva l zero,drustvo,1
 puno pojo ćevapa dvije kobasce dvatri tanjira kotlića komad slanine lepinu al popio otprilike onih frešova ti jelen limun majku,drustvo,2
rucao pokvareni nedovoљno ispeceni ćevap diran prљavim rukama verovatno pidao rodtiљa smeće,drustvo,2
pire krompir argentinske ćevape komada salata skromno ,drustvo,1
skočimiš al popio otprilike onih frešova ti jelen limun majku oprostio primaš dupe trendu piješ jebeni fresh izdao hardcore nemaš pravo pisati temi teretn,drustvo,1
ja neću ni vam pišem jela hahahahaaa d,drustvo,1
jela grilovani maslačak sosu čuvarkuće jelde,drustvo,1
aaawwwskočkoja volela ti jedared zgotoviš ručak inovativan ,drustvo,2
nemaš ti pojma kakve ja kreativne salate pravim auuu,drustvo,2
skočimiš al popio otprilike onih frešova ti jelen limun majku jelen zašto limun majku druga limunpiva bolja jelenovog vodenjkastohemijskobućkurišljavog,drustvo,1
 imo izbora popili sav grejp a pan nekako previše vodenast slabiji jelen limuna auuuu meko pivo,drustvo,1
nemaš ti pojma kakve ja kreativne salate pravim auuu gotovo mišu prodato saci dužan salatu tad ,drustvo,1
httpwwwenovinecomfilesphpfilefotogalerijaregionsarajevomaydayjannjegjpg,drustvo,2
 upravo završio čekam elu klopamo fileti soma pirinču dve osobe pola kile fileta soma pola šolje pirinča jedna šargarepa limun ulja soli peršuna belo vino po ukusu priprema skuvati pirinač skroz razljigavi potpuno premazati vatrostanu činiju uljem pirinač rasporediti po šargarepu naseckanu komadiće poređati po pirinču iscediti limun pomešati uljem komad ribe premazati obe strane ostatak preliti po pirinču šargarepi poređati ribu posuti peršun po zatvoriti folijom rerni peći dvadeset minuta skinuti foliju preliti vinom ostaviti zapeče a vino ispari vino ispari gotovo httpitinypiccomcdatljpg moro slikam,drustvo,2
 al izgleda ja živim sardinama prebrancu božepitaj kakvoj ribi,drustvo,1
 naglasim juče napravio slikao osobe poduplati mere,drustvo,1
krem supa šargarepe tikvice punjene blitvom kikirikijem integralni pirinač prazilukom sos pečurki,drustvo,2
 belo meso nekom sosu pavlake susama,drustvo,2
glupi grašak,drustvo,2
pečeno pile pirinač,drustvo,2
keva cevape przi,drustvo,1
 rakove umijesio domaći a aromatični ljeb ajvarom bosiljka majčine dušice korijandera beli lukac ma čudo saće probam kakvi ispo,drustvo,2
skočko kolko izađe rana mesečnom nivou mislio počnem kurvam uvrdim tarifu,drustvo,1
veknu leba eurokrema grama dijeta ♥,drustvo,2
tortilje grilovanom slaninom maslinama fetom paradajzom ajsberg salatom ,drustvo,1
gibanicu paradajz,drustvo,1
au jela suljpa lukom ljutim papričicamaaaa bolan leči,drustvo,1
natnat gibanicu paradajz paradajz plastikanjer nato,drustvo,2
jeo gljivu šumsko pile lepo spremio utisak najeo mokrih drva,drustvo,1
pasuљ juce skuvo,drustvo,2
šnicle genetski modifikovane soje njam njam,drustvo,1
valdo ja jednom jela gljivu piti ukusna uf,drustvo,1
radjard kuplung skočko kolko izađe rana mesečnom nivou mislio počnem kurvam uvrdim tarifu €,drustvo,1
tolika zadnja podmira kupljena prošlog mjeseca potrošena prije dana ostalo ml mlijeka,drustvo,2
valdo ja jednom jela gljivu piti ukusna uf starija ostavio dugo stoji vodi nakupila vlage prokuvao ubijem navodne toksine gospođa inače htela jede dobio bezukusan sunđer fuj,drustvo,1
 zrela onako crvenim delovima a naokolo žuta fridžu dana međutim oprala pod mlazom vode iseckala lukom propržila malicko stavila fil pitu isimfonija ukusa,drustvo,2
valdo kuva p grasak sas mesom pita zeljanica,drustvo,2
 ja podelim recept jednog integralnog slanog kolača verujem ovim damama svideti g crnog integralnog pšeničnog brašna g belog pšeničnog brašna g oljuštenog bundevinog semena g oljuštenog suncokretovog semena g susama g kima obavezno upola manje drugih semenčica po izboru varijacije temu margarin g pola kafene šoljice ulja jedna ipo šoljica vode napraviti smesu pripremate aparatu kalupnjake zaista preukusno makar najbolje jedu nakon dana gube ukusu lepši tiče semenki zameniti samlevenim orašastim plodovima kikiriki badem lešnik orah indijski brazilski orah po izboru stvar izbora odluči napravi voleo čujem komentare,drustvo,2
ja vako pravim ljeb xd,drustvo,2
e focaccia aromatica fenomenalan oždero pojo komplet kolut d ostavio drugi ostali probati al kontam neću odoliti požderem d recepat odlučite probati ja pravim kvasca al vi turite slobodno g crnog g bijelog brašna ml mlake vode kašičica šećera kašičica soli kvasac maslinovo ulje manja ćasa ajvara pinđura ljutenice zavisi ukusa odoka g začini bosiljak ruzmarin korijander timijan origano peršun po kašičicu volite aromatično po pola volite onako d čena bijelog luka zdrobljeno sitno nasjeckano kašičica onog prahu peraca vlašca odvojite kašičicu prašna g svježeg kvasca šećer mlaku vodu šolju umiješate ostavite toplom kvasac proradi brašna pomiješate dodate so kašika maslinovog ulja ajvar kvasac odradi dodate brašno dodate začine sitno sjeckani vlašac umijesite tijesto razvučete tijesto pravougaoni oblik debljine cm ostavite odmori jedno minuta toplom odmori premažete maslinovim uljem napravite mala udubljenja prstima pospete krupnom morskom solju pečete °c rerni nekih minuta,drustvo,2
skočko makrobiotičar rekao lololo,drustvo,2
httpwwwyoutubecomwatchvdklxuwfnyna,drustvo,1
 menzi supa rezanaca krmenadla nesrećno pregaženog nerasta boranija upola skuvana luka dezert jabuka,drustvo,2
skočko prešo zdravojede ,drustvo,2
 kenjamal posto pogresno napise kaze klopalo poslastica obroka,drustvo,1
ribu pomfrit,drustvo,2
vangoga skočko prešo zdravojede uz meso d,drustvo,1
 doći ćeš ti stoposto zdrafe hrane ,drustvo,2
valdemar a svima ostalima gljive potapajte vodu ubrza oksidacija sjebe ukus potopite mlako mlijeko sobnoj temperaturi minuta žilavija gljivaduže stoji mlijeku ondak radi oš a mlijeko dati šmeka poželjno čačkalicom izbušiti šeširiće gljive puste višak arome optimalan ubod mm inače fengšui izopači jednokratno pomogne ilovači ratu protiv mljeeeko moš poslije koristiti pripremi umaka ruknuti niz ždrijelo junačko preferiram,drustvo,2
 ćalac spremao piletinu mladim krompirom šargarepom tikvicom pod sačem nemam reči opišem ,drustvo,2
šumsko pile njam,drustvo,1
pečenog vola rerni,drustvo,1
šumsko pile fazana bome traumatično ja vratio vidim sestra pohovala oslić a glazirani fileti raskvasio ostao sirov izbedačila ja probarim mladog krompira složim nekakvu musaku tepsiju pristojno kraju,drustvo,1
šumsko pile soje d,drustvo,1
šumsko pile vrsta pečurke meso jako slično po boji teksturi belom pilećem mesu nemoguće ukusno ,drustvo,2
šumsko pile vrsta pečurke meso jako slično po boji teksturi belom pilećem mesu pečeni detlić kruto,drustvo,2
httpwwwyoutubecomwatchvjotnvy supa detlića ,drustvo,1
krenuo pravim picu lisicarke gljive valjale moram idem kupiti sampinjone,drustvo,2
 ti rokni pusti dnevnik počneš smeješ početku dnevnika rade,drustvo,2
nemoj brate greota osim praviš original talijanskom mocarelom deluks suvim vratom koktel paradajzom škampima,drustvo,2
čiken agen sinoćke začinila metnula frižider jutros izbauljala kreveta stavim rernu uključim vratila krevet sat vremena edit gogo nabavila fungoidnu živinu ubrala sama,drustvo,1
rucavam rejvenku mmmmhmhm,drustvo,2
uh gril krle odlican,drustvo,1
whut,drustvo,1
ja narandžu kuvano jaje aj lav maj lajf,drustvo,1
suljpa ,drustvo,1
ja narandžu kuvano jaje aj lav maj lajf httpbloglibumnedureifemybloganorexianervosaimagejpg savetujem igraš džabe,drustvo,1
ahhahahahahahahaha d,drustvo,2
httpiimgurcompsasgdbpng,drustvo,1
 fuj mard,drustvo,2
covpa apruvz,drustvo,2
 jes dobra crvenka uh ja narandžu kuvano jaje aj lav maj lajf ba sereš kakav ručak ručak obrok jebiga dvije namirnice eto onako,drustvo,2
elem ja derem pola pileta pasulj rižu fokaću ajvarom,drustvo,2
ma želudac raspada posljednje vrijeme bukvalno iole teško pojedem umirem poslije odlučila krenem dijetu naviknem laganu hranu jedenje puta dnevno navikla voće smara al jebga d,drustvo,1
ja ostao kući turio roštiljske kobasice toster ispeko milina,drustvo,1
kolko kila ti,drustvo,1
idi ispitivanja gastrologa pila antibiotike normalno a dijeta drugačija svejedno lekara moraš,drustvo,2
ma pada pamet svakako ovako milion puta zdravo hranim često jedem male porcije taman d edit radijacijo damu pita p,drustvo,1
mačko ti trebaš jesti obroka a narandža jaje čine obrok,drustvo,1
 obroka gradi vidra jebote prugu union pacifik crncima kinezima,drustvo,1
doručak ručak večera dvije užine gradila ,drustvo,1
doručak ručak večera dvije užine bako znao ti otvorila nalog vukajliji,drustvo,1
po porodične vrijednosti osporavati lgbt populaciji prava trošiti vrijeme uzurpirati medijski prostor nekom pričom prajdu boriti protiv rodne ravnopravnosti rodno osjetljivog jezika braniti pravo abortus protiviti uvođenju termina femicid zakone boriti protiv zakona kažnjavaju porodično nasilje po porodične vrijednosti jesu omogućiti svakome lakše ostvari partnerske bračne veze uključujući lgbt populaciju omogućiti svakome lakše podiže svoju usvojenu djecu uključujući lgbt populaciju povećati dječji dodatak država sufinansirati vrtiće davati bonusi rođeno usvojeno dijete produžiti porodiljsko bolovanje muškarci dobiti određeno odsustvo posla put im rodi dijete širiti svijest tome razvod loš razoran bračne partnere djecu a širu društvenu zajednicu edukovati parove prevazilaze međusobne razmirice očuvanje porodice promoviše vrijednost zašto razvod loš mogao posebno pisati ovdje oduzelo previše prostora promovisati pravednu podjelu poslova domaćinstvu oba partnera jednako rade jednako učestvuju kućnim poslovima žene uglavnom iniciraju razvode a razloga ženskog nezadovoljstva pored svog redovnog posla snose većinu tereta kućnih poslova žena zadovoljnija manje šansa tražiti razvod a manje razvoda zdravije društvo veća šansa povećanje nataliteta ukazati maksimalno poštovanje dati finansijsku potporu višečlanim porodicama omogućiti besplatne udžbenike djeci osnovnim školama besplatan eventualni prevoz škole vakcinisati redovno djecu podmladak stradao morbila kojekakvih drugih čudesa federaciji godine slučajeva rs blizu načine boriti protiv porodičnog nasilja zaštititi žene tome fizički slabije istovremeno prestati praksom automatskog dodijeljivanja djeteta ženi pri razvodu žene vezane djecu znaju im dijete pripasti po automatizmu porazmisliti prije odluče korak razaranja porodice dodijela starateljstva posebno razmatra slučaja slučaja po difoltu pripadne ženi otežati razvod uvesti praksu kojoj država organi predviđeni uvijek prvo naprave ozbiljan pokušaj mirenja odobre razvod širiti uvjerenje idealni materijalni uslovi realno ni ostvarivi preduslov podizanje djece upravo takvih predrasuda ja moram svoj djetetu omogućim ide engleski karate školu programiranja svake godine ljetovanje zimovanje a ja ovom platom mnogi odlučuju jebeni abortus protiv takve predrasude boriti jedino doprinosi tome imamo manje djece a imamo razmažena raditi smanjenju probirljivosti parova težnja savršenstvom ubija pojam muškarce žene muškarci misle nemaju šanse bembare gajbe pločica stomaku a žene misle nemaju šanse napumpanih sisa usana idealne tjelesne težine iskompleksirani češće sami širiti ideju im ok youre ok im good enough youre good enough drugim riječima spustite zemlju ponašajte skladu realnošću mogućnostima generalno rad smanjenju nejednakosti među ljudima ideje naginju socijalizmu poboljšavaju status radnika smanjuju stres poslu izrabljivanje pravednije dijele privredni kolač dobre benefit dvostruk jedne strane smanjenjem nejednakosti smanjuje ekonomska borba opstanak težnja hipergamiji udati oženiti a druge strane manje eksploatatorska poslovna klima omogućava svima vremena posvetiti porodici raditi stvaranju communityja gdje moguće izmišljati ljudi upućeni jedni druge a manje internetu razni kudovi sekcije klubovi udruženja organizacije širiti ljudi upoznavali oslanjali jedni druge a odgovore im servira gugl ,drustvo,1
 porodicne vrednosti povezao svim ovim jbt,drustvo,2
 oće čovek preformuliše pojam tutumlaz krene kmeči porodičnim vrednostima ugl znaš misli stavke jovor pobrojao prvom pasusu negativne nepoželjne kamenovanje neistomišljenika šetanje ikona po prometnim ulicama,drustvo,2
 jeste pravu covek prebacuje protiv mod vidis postujemo porodicnih vrednosti drustvo al srbije svuda otislo krajnost tim,drustvo,1
pitanje family jovora glave famelije reko sutra sinu mu dovede decka kuci vrv potapso po dupetu reko d b a r b a r tisi budete,drustvo,2
realnost manji problem mu dajemo prostora tj plasimo,drustvo,1
tema zove porodicne vrednosti a polovina stavki abecednoj druzini nek zivi zdravi ,drustvo,1
plus nisi stavio stavke boriti protiv razvoda mislio iza tvog naloga stoji nina kriticki vodi stranu sala ok razmisljanje,drustvo,1
 drago cara al kraju stvar moš ti geja napraviti strejta ni obrnuto tom svojom sklonošću nosi svoj način vodi religijom smatra grijeh donijeti odluku živi celibatu posveti drugim stvarima ala nikola tesla drugi prihvatiti okviru nastojati nađe normalnu stabilnu vezu ćemo govoriti religiji ja vjernik kažem nekoliko stvari ni čovjek grijeha društvu prisutni gori grijesi društvo toleriše osuđujemo grijeha nek baci prvi kamen nemoj suditi ti sudilio dakle država sekularna trebala ljude diskriminiše osnovu moralnih shvatanja ti ljudi druge ugrožavaju razumijem protivljenje im omogući usvajaju djecu postavlja pitanje djeca vaspitana protivljenje samim takvim vezama čime država bavi im omogućen crkveni brak crkvi odluči država im omogući prava normalni bračni parovi eventualno termin brak sačuva zajednicu muškarca žene a gej zajednice identično tretiraju pred zakonom korištenja tog termina promoviše monogamija stabilnost veze a ti ljudi potiskuju ilegalu čime stvaraju uslovi veliki stepen promiskuiteta populacije širenja seksualno prenosivih bolesti,drustvo,2
 drago e ti drago podrzati dete de ces im krila seći najgore znas pederi lezbejke postanu lol,drustvo,1
 stavka top raditi smanjenju probirljivosti parova hahahaha,drustvo,1
 kažem drago prije želio unuke mu sigurno srao život po stvar religije samim tim lična stvar ja mu mogao reći religija gleda on on prihvati stranu odluka odrasle zrele osobe odlučio dečka ja tog dečka prihvatio njim išao pivo stoni tenis pobijedio stonom tenisu pravo konto spao izgubim onog pederka al radim gubi pravo ljuti,drustvo,1
 odlučio dečka ja tog dečka prihvatio njim išao pivo stoni tenis pobijedio stonom tenisu pravo konto spao izgubim onog pederka hahahahahah kakva projekcija looooool vs po porodične vrijednosti osporavati lgbt populaciji prava kontradiktoran ,drustvo,2
 raditi smanjenju probirljivosti parova utopija prilično nerealno tome radi umjesto dovode kojekakve opajdare tv puštaju parove ostale boleštine npr prave emisije parovima upoznali niko finansijski posebno situiran postepeno zajedničkim naporima stekli napravili primjer moji đed baba niko tad pare ni uslove stekli vjerovali jedno drugo,drustvo,2
 dečko prvo naguzi jovorovog sina a jovora pocepa stonom tenisu eeee moji jovicici,drustvo,2
 kontradiktoran jedno moji subjektivni stavovi kažem sprdnji a drugo kakve zakone donositi svakako diskriminatorne hoću kažem lgbt prava ozbiljna tema odmjeriti prizna omogući svakako antagonizovati ljude širiti hejt prema negiranju graditi lažni narativ porodičnim vrijednostima istovremeno suštini boli heteroseksualnim porodicama trebale osiguraju budućnost nacije,drustvo,2
 utopija prilično nerealno tome radi umjesto dovode kojekakve opajdare tv puštaju parove ostale boleštine npr prave emisije parovima upoznali niko finansijski posebno situiran postepeno zajedničkim naporima stekli napravili primjer moji đed baba niko tad pare ni uslove stekli vjerovali jedno drugo kompeticija postoji nacin ukinuti promeniti sistem vrednosti ok al kompeticija ce dalje postojati ovako trude budu nafurani nekom drugom sistemu vrednosti tezili budu hipici gadi realno oces povecas populaciju zabranis abortus imo baby bum dvetri godine,drustvo,2
 odlučio dečka ja tog dečka prihvatio njim išao pivo stoni tenis pobijedio stonom tenisu pravo konto spao izgubim onog pederka haahhaha iskidao ,drustvo,2
dečko prvo naguzi jovorovog sina ti znaš koga guzio xd,drustvo,2
 pedere okupiti natrpati po vozovima autobusima pravac vojvodina budu prirodnom stanistu,drustvo,1
 best scenario jovorov chad sin cepa nekog pederka mu jova keve stonom tenisu mali plati pivo glup ,drustvo,2
xaxax odlicna tema,drustvo,1
